variable,ISO,scenario,year,value
Need of heating only,TTO,STEPS,2040,0
Need of heating only,CAF,STEPS,2040,0
Need of heating only,SPM,STEPS,2040,0
Need of heating only,CIV,STEPS,2040,0
Need of heating only,MRT,STEPS,2040,0
Need of heating only,LAO,STEPS,2040,0
Need of heating only,BLR,STEPS,2040,3
Need of heating only,ESH,STEPS,2040,0
Need of heating only,POL,STEPS,2040,0
Need of heating only,LUX,STEPS,2040,3
Need of heating only,IRN,STEPS,2040,0
Need of heating only,SRB,STEPS,2040,0
Need of heating only,PNG,STEPS,2040,0
Need of heating only,DOM,STEPS,2040,0
Need of heating only,WLF,SDS,2070,0
Need of heating only,FIN,SDS,2070,94
Need of heating only,FRA,SDS,2070,1
Need of heating only,MSR,SDS,2070,0
Need of heating only,MLI,SDS,2070,0
Need of heating only,CUB,SDS,2070,0
Need of heating only,TGO,SDS,2070,0
Need of heating only,UMI,SDS,2070,0
Need of heating only,BTN,SDS,2070,12
Need of heating only,XKX,SDS,2070,0
Need of heating only,NCL,SDS,2070,0
Need of heating only,BES,SDS,2070,0
Need of heating only,JOR,SDS,2070,0
Need of heating only,VIR,SDS,2070,0
Need of heating only,ZMB,SDS,2070,0
Need of heating only,GUY,SDS,2070,0
Need of heating only,KNA,SDS,2070,0
Need of heating only,SVK,SDS,2070,9
Need of heating only,GAB,SDS,2070,0
Need of heating only,GRC,SDS,2070,0
Need of heating only,GHA,SDS,2070,0
Need of heating only,JPN,SDS,2070,1
Need of heating only,MDG,SDS,2070,0
Need of heating only,NER,SDS,2070,0
Need of heating only,DMA,SDS,2070,0
Need of heating only,JAM,SDS,2070,0
Need of heating only,KHM,SDS,2070,0
Need of heating only,LBN,SDS,2070,0
Need of heating only,CZE,SDS,2070,0
Need of heating only,GRD,SDS,2070,0
Need of heating only,TON,SDS,2070,0
Need of heating only,MUS,SDS,2070,0
Need of heating only,MAF,SDS,2070,0
Need of heating only,ABCD,SDS,2070,0
Need of heating only,HRV,SDS,2070,0
Need of heating only,SVN,SDS,2070,0
Need of heating only,IDN,SDS,2070,0
Need of heating only,ETH,SDS,2070,0
Need of heating only,DEU,SDS,2070,2
Need of heating only,NIU,SDS,2070,0
Need of heating only,PAK,SDS,2070,1
Need of heating only,PLW,SDS,2070,0
Need of heating only,FRO,SDS,2070,100
Need of heating only,LCA,SDS,2070,0
Need of heating only,SDN,SDS,2070,0
Need of heating only,SWE,SDS,2070,100
Need of heating only,LTU,SDS,2070,4
Need of heating only,LKA,SDS,2070,0
Need of heating only,KGZ,SDS,2070,38
Need of heating only,URY,SDS,2070,0
Need of heating only,ZAF,SDS,2070,0
Need of heating only,LVA,SDS,2070,50
Need of heating only,TKL,SDS,2070,0
Need of heating only,NAM,SDS,2070,0
Need of heating only,LBY,SDS,2070,0
Need of heating only,AUS,SDS,2070,1
Need of heating only,SLE,SDS,2070,0
Need of heating only,GNB,SDS,2070,0
Need of heating only,ITA,SDS,2070,2
Need of heating only,SAU,SDS,2070,0
Need of heating only,TCA,SDS,2070,0
Need of heating only,DJI,SDS,2070,0
Need of heating only,HND,SDS,2070,0
Need of heating only,BVT,SDS,2070,0
Need of heating only,BFA,SDS,2070,0
Need of heating only,SEN,SDS,2070,0
Need of heating only,VCT,SDS,2070,0
Need of heating only,CHE,SDS,2070,22
Need of heating only,NRU,SDS,2070,0
Need of heating only,TUV,SDS,2070,0
Need of heating only,BLZ,SDS,2070,0
Need of heating only,SLV,SDS,2070,0
Need of heating only,SMR,SDS,2070,0
Need of heating only,KWT,SDS,2070,0
Need of heating only,IRQ,SDS,2070,0
Need of heating only,AUT,SDS,2070,16
Need of heating only,ATG,SDS,2070,0
Need of heating only,VNM,SDS,2070,0
Need of heating only,TZA,SDS,2070,0
Need of heating only,DNK,SDS,2070,83
Need of heating only,CPV,SDS,2070,0
Need of heating only,GNQ,SDS,2070,0
Need of heating only,COG,SDS,2070,0
Need of heating only,LSO,SDS,2070,9
Need of heating only,NPL,SDS,2070,4
Need of heating only,ERI,SDS,2070,0
Need of heating only,AND,SDS,2070,100
Need of heating only,LIE,SDS,2070,100
Need of heating only,PYF,SDS,2070,0
Need of heating only,MDA,SDS,2070,0
Need of heating only,TUR,SDS,2070,2
Need of heating only,CRI,SDS,2070,0
Need of heating only,CYP,SDS,2070,0
Need of heating only,ABCD-PSE,SDS,2070,0
Need of heating only,EST,SDS,2070,100
Need of heating only,TLS,SDS,2070,0
Need of heating only,SLB,SDS,2070,0
Need of heating only,HTI,SDS,2070,0
Need of heating only,MEX,SDS,2070,0
Need of heating only,USA,SDS,2070,1
Need of heating only,SXM,SDS,2070,0
Need of heating only,ISR,SDS,2070,0
Need of heating only,SOM,SDS,2070,0
Need of heating only,BRB,SDS,2070,0
Need of heating only,BEL,SDS,2070,0
Need of heating only,UKR,SDS,2070,1
Need of heating only,FSM,SDS,2070,0
Need of heating only,MYT,SDS,2070,0
Need of heating only,COM,SDS,2070,0
Need of heating only,VEN,SDS,2070,0
Need of heating only,TUN,SDS,2070,0
Need of heating only,HUN,SDS,2070,0
Need of heating only,SYR,SDS,2070,0
Need of heating only,ESP,SDS,2070,1
Need of heating only,THA,SDS,2070,0
Need of heating only,BEN,SDS,2070,0
Need of heating only,CHN,SDS,2070,2
Need of heating only,CYM,SDS,2070,0
Need of heating only,KAZ,SDS,2070,12
Need of heating only,PRI,SDS,2070,0
Need of heating only,BWA,SDS,2070,0
Need of heating only,PRT,SDS,2070,0
Need of heating only,KOR,SDS,2070,0
Need of heating only,GRL,SDS,2070,100
Need of heating only,abcde,SDS,2070,0
Need of heating only,GGY,SDS,2070,0
Need of heating only,BGD,SDS,2070,0
Need of heating only,SGP,SDS,2070,0
Need of heating only,BLM,SDS,2070,0
Need of heating only,JEY,SDS,2070,0
Need of heating only,TCD,SDS,2070,0
Need of heating only,NFK,SDS,2070,0
Need of heating only,ABCDE,SDS,2070,100
Need of heating only,IND,SDS,2070,0
Need of heating only,HMD,SDS,2070,0
Need of heating only,GMB,SDS,2070,0
Need of heating only,PAN,SDS,2070,0
Need of heating only,EGY,SDS,2070,0
Need of heating only,ABW,SDS,2070,0
Need of heating only,NIC,SDS,2070,0
Need of heating only,AGO,SDS,2070,0
Need of heating only,BDI,SDS,2070,0
Need of heating only,COD,SDS,2070,0
Need of heating only,VGB,SDS,2070,0
Need of heating only,BRA,SDS,2070,0
Need of heating only,COK,SDS,2070,0
Need of heating only,DZA,SDS,2070,0
Need of heating only,QAT,SDS,2070,0
Need of heating only,MKD,SDS,2070,0
Need of heating only,BGR,SDS,2070,1
Need of heating only,KIR,SDS,2070,0
Need of heating only,CAN,SDS,2070,41
Need of heating only,MYS,SDS,2070,0
Need of heating only,LBR,SDS,2070,0
Need of heating only,SGS,SDS,2070,0
Need of heating only,TJK,SDS,2070,16
Need of heating only,AFG,SDS,2070,7
Need of heating only,CMR,SDS,2070,0
Need of heating only,WSM,SDS,2070,0
Need of heating only,REU,SDS,2070,0
Need of heating only,ARE,SDS,2070,0
Need of heating only,MDV,SDS,2070,0
Need of heating only,GIN,SDS,2070,0
Need of heating only,MWI,SDS,2070,0
Need of heating only,PRY,SDS,2070,0
Need of heating only,BHS,SDS,2070,0
Need of heating only,GBR,SDS,2070,69
Need of heating only,BMU,SDS,2070,0
Need of heating only,MNP,SDS,2070,0
Need of heating only,GUM,SDS,2070,0
Need of heating only,UZB,SDS,2070,1
Need of heating only,OMN,SDS,2070,0
Need of heating only,GUF,SDS,2070,0
Need of heating only,ATF,SDS,2070,0
Need of heating only,SHN,SDS,2070,0
Need of heating only,ARG,SDS,2070,1
Need of heating only,BIH,SDS,2070,0
Need of heating only,MOZ,SDS,2070,0
Need of heating only,CHL,SDS,2070,21
Need of heating only,MAR,SDS,2070,0
Need of heating only,GTM,SDS,2070,0
Need of heating only,IOT,SDS,2070,0
Need of heating only,PHL,SDS,2070,0
Need of heating only,PRK,SDS,2070,5
Need of heating only,ZWE,SDS,2070,0
Need of heating only,NGA,SDS,2070,0
Need of heating only,MCO,SDS,2070,0
Need of heating only,MNG,SDS,2070,69
Need of heating only,KEN,SDS,2070,0
Need of heating only,CUW,SDS,2070,0
Need of heating only,GLP,SDS,2070,0
Need of heating only,NOR,SDS,2070,100
Need of heating only,MNE,SDS,2070,30
Need of heating only,STP,SDS,2070,0
Need of heating only,BOL,SDS,2070,37
Need of heating only,BRN,SDS,2070,0
Need of heating only,BHR,SDS,2070,0
Need of heating only,CXR,SDS,2070,0
Need of heating only,TKM,SDS,2070,0
Need of heating only,MMR,SDS,2070,0
Need of heating only,NZL,SDS,2070,8
Need of heating only,UGA,SDS,2070,0
Need of heating only,ECU,SDS,2070,19
Need of heating only,PCN,SDS,2070,0
Need of heating only,SUR,SDS,2070,0
Need of heating only,MHL,SDS,2070,0
Need of heating only,SYC,SDS,2070,0
Need of heating only,YEM,SDS,2070,0
Need of heating only,COL,SDS,2070,3
Need of heating only,ROU,SDS,2070,2
Need of heating only,SSD,SDS,2070,0
Need of heating only,PER,SDS,2070,22
Need of heating only,MTQ,SDS,2070,0
Need of heating only,IRL,SDS,2070,100
Need of heating only,RWA,SDS,2070,0
Need of heating only,AIA,SDS,2070,0
Need of heating only,GEO,SDS,2070,6
Need of heating only,NLD,SDS,2070,0
Need of heating only,IMN,SDS,2070,100
Need of heating only,ALB,SDS,2070,0
Need of heating only,ASM,SDS,2070,0
Need of heating only,SJM,SDS,2070,0
Need of heating only,FJI,SDS,2070,0
Need of heating only,VUT,SDS,2070,0
Need of heating only,ISL,SDS,2070,100
Need of heating only,SWZ,SDS,2070,0
Need of heating only,MLT,SDS,2070,0
Need of heating only,TTO,SDS,2070,0
Need of heating only,CAF,SDS,2070,0
Need of heating only,SPM,SDS,2070,0
Need of heating only,CIV,SDS,2070,0
Need of heating only,MRT,SDS,2070,0
Need of heating only,LAO,SDS,2070,0
Need of heating only,BLR,SDS,2070,8
Need of heating only,ESH,SDS,2070,0
Need of heating only,POL,SDS,2070,0
Need of heating only,LUX,SDS,2070,2
Need of heating only,IRN,SDS,2070,0
Need of heating only,SRB,SDS,2070,0
Need of heating only,PNG,SDS,2070,0
Need of heating only,DOM,SDS,2070,0
Need of heating only,WLF,STEPS,2070,0
Need of heating only,MSR,STEPS,2070,0
Need of heating only,MLI,STEPS,2070,0
Need of heating only,CUB,STEPS,2070,0
Need of heating only,TGO,STEPS,2070,0
Need of heating only,UMI,STEPS,2070,0
Need of heating only,BTN,STEPS,2070,9
Need of heating only,XKX,STEPS,2070,0
Need of heating only,NCL,STEPS,2070,0
Need of heating only,BES,STEPS,2070,0
Need of heating only,JOR,STEPS,2070,0
Need of heating only,VIR,STEPS,2070,0
Need of heating only,ZMB,STEPS,2070,0
Need of heating only,GUY,STEPS,2070,0
Need of heating only,KNA,STEPS,2070,0
Need of heating only,SVK,STEPS,2070,2
Need of heating only,GAB,STEPS,2070,0
Need of heating only,GRC,STEPS,2070,0
Need of heating only,GHA,STEPS,2070,0
Need of heating only,JPN,STEPS,2070,0
Need of heating only,MDG,STEPS,2070,0
Need of heating only,NER,STEPS,2070,0
Need of heating only,DMA,STEPS,2070,0
Need of heating only,JAM,STEPS,2070,0
Need of heating only,KHM,STEPS,2070,0
Need of heating only,LBN,STEPS,2070,0
Need of heating only,CZE,STEPS,2070,0
Need of heating only,GRD,STEPS,2070,0
Need of heating only,TON,STEPS,2070,0
Need of heating only,MUS,STEPS,2070,0
Need of heating only,MAF,STEPS,2070,0
Need of heating only,ABCD,STEPS,2070,0
Need of heating only,HRV,STEPS,2070,0
Need of heating only,SVN,STEPS,2070,0
Need of heating only,IDN,STEPS,2070,0
Need of heating only,ETH,STEPS,2070,0
Need of heating only,DEU,STEPS,2070,1
Need of heating only,NIU,STEPS,2070,0
Need of heating only,PAK,STEPS,2070,1
Need of heating only,PLW,STEPS,2070,0
Need of heating only,FRO,STEPS,2070,100
Need of heating only,LCA,STEPS,2070,0
Need of heating only,SDN,STEPS,2070,0
Need of heating only,SWE,STEPS,2070,87
Need of heating only,LTU,STEPS,2070,0
Need of heating only,LKA,STEPS,2070,0
Need of heating only,KGZ,STEPS,2070,34
Need of heating only,URY,STEPS,2070,0
Need of heating only,ZAF,STEPS,2070,0
Need of heating only,LVA,STEPS,2070,6
Need of heating only,TKL,STEPS,2070,0
Need of heating only,NAM,STEPS,2070,0
Need of heating only,LBY,STEPS,2070,0
Need of heating only,AUS,STEPS,2070,0
Need of heating only,SLE,STEPS,2070,0
Need of heating only,GNB,STEPS,2070,0
Need of heating only,ITA,STEPS,2070,1
Need of heating only,SAU,STEPS,2070,0
Need of heating only,TCA,STEPS,2070,0
Need of heating only,DJI,STEPS,2070,0
Need of heating only,HND,STEPS,2070,0
Need of heating only,BVT,STEPS,2070,0
Need of heating only,BFA,STEPS,2070,0
Need of heating only,SEN,STEPS,2070,0
Need of heating only,VCT,STEPS,2070,0
Need of heating only,CHE,STEPS,2070,14
Need of heating only,NRU,STEPS,2070,0
Need of heating only,TUV,STEPS,2070,0
Need of heating only,BLZ,STEPS,2070,0
Need of heating only,SLV,STEPS,2070,0
Need of heating only,SMR,STEPS,2070,0
Need of heating only,KWT,STEPS,2070,0
Need of heating only,IRQ,STEPS,2070,0
Need of heating only,AUT,STEPS,2070,14
Need of heating only,ATG,STEPS,2070,0
Need of heating only,VNM,STEPS,2070,0
Need of heating only,TZA,STEPS,2070,0
Need of heating only,DNK,STEPS,2070,37
Need of heating only,CPV,STEPS,2070,0
Need of heating only,GNQ,STEPS,2070,0
Need of heating only,COG,STEPS,2070,0
Need of heating only,LSO,STEPS,2070,4
Need of heating only,NPL,STEPS,2070,3
Need of heating only,ERI,STEPS,2070,0
Need of heating only,AND,STEPS,2070,100
Need of heating only,LIE,STEPS,2070,100
Need of heating only,PYF,STEPS,2070,0
Need of heating only,MDA,STEPS,2070,0
Need of heating only,TUR,STEPS,2070,1
Need of heating only,CRI,STEPS,2070,0
Need of heating only,CYP,STEPS,2070,0
Need of heating only,ABCD-PSE,STEPS,2070,0
Need of heating only,EST,STEPS,2070,92
Need of heating only,TLS,STEPS,2070,0
Need of heating only,SLB,STEPS,2070,0
Need of heating only,HTI,STEPS,2070,0
Need of heating only,MEX,STEPS,2070,0
Need of heating only,USA,STEPS,2070,1
Need of heating only,SXM,STEPS,2070,0
Need of heating only,ISR,STEPS,2070,0
Need of heating only,SOM,STEPS,2070,0
Need of heating only,BRB,STEPS,2070,0
Need of heating only,BEL,STEPS,2070,0
Need of heating only,UKR,STEPS,2070,0
Need of heating only,FSM,STEPS,2070,0
Need of heating only,MYT,STEPS,2070,0
Need of heating only,COM,STEPS,2070,0
Need of heating only,VEN,STEPS,2070,0
Need of heating only,TUN,STEPS,2070,0
Need of heating only,HUN,STEPS,2070,0
Need of heating only,SYR,STEPS,2070,0
Need of heating only,ESP,STEPS,2070,0
Need of heating only,THA,STEPS,2070,0
Need of heating only,BEN,STEPS,2070,0
Need of heating only,CHN,STEPS,2070,1
Need of heating only,CYM,STEPS,2070,0
Need of heating only,KAZ,STEPS,2070,8
Need of heating only,PRI,STEPS,2070,0
Need of heating only,BWA,STEPS,2070,0
Need of heating only,PRT,STEPS,2070,0
Need of heating only,KOR,STEPS,2070,0
Need of heating only,GRL,STEPS,2070,100
Need of heating only,abcde,STEPS,2070,0
Need of heating only,GGY,STEPS,2070,0
Need of heating only,BGD,STEPS,2070,0
Need of heating only,SGP,STEPS,2070,0
Need of heating only,BLM,STEPS,2070,0
Need of heating only,JEY,STEPS,2070,0
Need of heating only,TCD,STEPS,2070,0
Need of heating only,NFK,STEPS,2070,0
Need of heating only,ABCDE,STEPS,2070,100
Need of heating only,IND,STEPS,2070,0
Need of heating only,HMD,STEPS,2070,0
Need of heating only,GMB,STEPS,2070,0
Need of heating only,PAN,STEPS,2070,0
Need of heating only,EGY,STEPS,2070,0
Need of heating only,ABW,STEPS,2070,0
Need of heating only,NIC,STEPS,2070,0
Need of heating only,AGO,STEPS,2070,0
Need of heating only,BDI,STEPS,2070,0
Need of heating only,COD,STEPS,2070,0
Need of heating only,VGB,STEPS,2070,0
Need of heating only,BRA,STEPS,2070,0
Need of heating only,COK,STEPS,2070,0
Need of heating only,DZA,STEPS,2070,0
Need of heating only,QAT,STEPS,2070,0
Need of heating only,MKD,STEPS,2070,0
Need of heating only,BGR,STEPS,2070,0
Need of heating only,KIR,STEPS,2070,0
Need of heating only,CAN,STEPS,2070,30
Need of heating only,MYS,STEPS,2070,0
Need of heating only,LBR,STEPS,2070,0
Need of heating only,SGS,STEPS,2070,0
Need of heating only,TJK,STEPS,2070,15
Need of heating only,AFG,STEPS,2070,5
Need of heating only,CMR,STEPS,2070,0
Need of heating only,WSM,STEPS,2070,0
Need of heating only,REU,STEPS,2070,0
Need of heating only,ARE,STEPS,2070,0
Need of heating only,MDV,STEPS,2070,0
Need of heating only,GIN,STEPS,2070,0
Need of heating only,MWI,STEPS,2070,0
Need of heating only,PRY,STEPS,2070,0
Need of heating only,BHS,STEPS,2070,0
Need of heating only,GBR,STEPS,2070,51
Need of heating only,BMU,STEPS,2070,0
Need of heating only,MNP,STEPS,2070,0
Need of heating only,GUM,STEPS,2070,0
Need of heating only,UZB,STEPS,2070,1
Need of heating only,OMN,STEPS,2070,0
Need of heating only,GUF,STEPS,2070,0
Need of heating only,ATF,STEPS,2070,0
Need of heating only,SHN,STEPS,2070,0
Need of heating only,ARG,STEPS,2070,1
Need of heating only,BIH,STEPS,2070,0
Need of heating only,MOZ,STEPS,2070,0
Need of heating only,CHL,STEPS,2070,16
Need of heating only,MAR,STEPS,2070,0
Need of heating only,GTM,STEPS,2070,0
Need of heating only,FIN,STEPS,2070,94
Need of heating only,FRA,STEPS,2070,1
Need of heating only,IOT,STEPS,2070,0
Need of heating only,PHL,STEPS,2070,0
Need of heating only,PRK,STEPS,2070,3
Need of heating only,ZWE,STEPS,2070,0
Need of heating only,NGA,STEPS,2070,0
Need of heating only,MCO,STEPS,2070,0
Need of heating only,MNG,STEPS,2070,58
Need of heating only,KEN,STEPS,2070,0
Need of heating only,CUW,STEPS,2070,0
Need of heating only,GLP,STEPS,2070,0
Need of heating only,NOR,STEPS,2070,100
Need of heating only,MNE,STEPS,2070,2
Need of heating only,STP,STEPS,2070,0
Need of heating only,BOL,STEPS,2070,26
Need of heating only,BRN,STEPS,2070,0
Need of heating only,BHR,STEPS,2070,0
Need of heating only,CXR,STEPS,2070,0
Need of heating only,TKM,STEPS,2070,0
Need of heating only,MMR,STEPS,2070,0
Need of heating only,NZL,STEPS,2070,7
Need of heating only,UGA,STEPS,2070,0
Need of heating only,ECU,STEPS,2070,19
Need of heating only,PCN,STEPS,2070,0
Need of heating only,SUR,STEPS,2070,0
Need of heating only,MHL,STEPS,2070,0
Need of heating only,SYC,STEPS,2070,0
Need of heating only,YEM,STEPS,2070,0
Need of heating only,COL,STEPS,2070,1
Need of heating only,ROU,STEPS,2070,1
Need of heating only,SSD,STEPS,2070,0
Need of heating only,PER,STEPS,2070,21
Need of heating only,MTQ,STEPS,2070,0
Need of heating only,IRL,STEPS,2070,100
Need of heating only,RWA,STEPS,2070,0
Need of heating only,AIA,STEPS,2070,0
Need of heating only,GEO,STEPS,2070,5
Need of heating only,NLD,STEPS,2070,0
Need of heating only,IMN,STEPS,2070,100
Need of heating only,ALB,STEPS,2070,0
Need of heating only,ASM,STEPS,2070,0
Need of heating only,SJM,STEPS,2070,0
Need of heating only,FJI,STEPS,2070,0
Need of heating only,VUT,STEPS,2070,0
Need of heating only,ISL,STEPS,2070,100
Need of heating only,SWZ,STEPS,2070,0
Need of heating only,MLT,STEPS,2070,0
Need of heating only,TTO,STEPS,2070,0
Need of heating only,CAF,STEPS,2070,0
Need of heating only,SPM,STEPS,2070,0
Need of heating only,CIV,STEPS,2070,0
Need of heating only,MRT,STEPS,2070,0
Need of heating only,LAO,STEPS,2070,0
Need of heating only,BLR,STEPS,2070,0
Need of heating only,ESH,STEPS,2070,0
Need of heating only,POL,STEPS,2070,0
Need of heating only,LUX,STEPS,2070,0
Need of heating only,IRN,STEPS,2070,0
Need of heating only,SRB,STEPS,2070,0
Need of heating only,PNG,STEPS,2070,0
Need of heating only,DOM,STEPS,2070,0
Needing both heating and cooling,WLF,0,2019,0
Needing both heating and cooling,FIN,0,2019,0
Needing both heating and cooling,FRA,0,2019,98
Needing both heating and cooling,MSR,0,2019,0
Needing both heating and cooling,MLI,0,2019,0
Needing both heating and cooling,CUB,0,2019,0
Needing both heating and cooling,TGO,0,2019,0
Needing both heating and cooling,UMI,0,2019,0
Needing both heating and cooling,BTN,0,2019,21
Needing both heating and cooling,XKX,0,2019,100
Needing both heating and cooling,NCL,0,2019,0
Needing both heating and cooling,BES,0,2019,0
Needing both heating and cooling,JOR,0,2019,35
Needing both heating and cooling,VIR,0,2019,0
Needing both heating and cooling,ZMB,0,2019,0
Needing both heating and cooling,GUY,0,2019,0
Needing both heating and cooling,KNA,0,2019,0
Needing both heating and cooling,SVK,0,2019,81
Needing both heating and cooling,GAB,0,2019,0
Needing both heating and cooling,GRC,0,2019,81
Needing both heating and cooling,GHA,0,2019,0
Needing both heating and cooling,JPN,0,2019,98
Needing both heating and cooling,MDG,0,2019,0
Needing both heating and cooling,NER,0,2019,0
Needing both heating and cooling,DMA,0,2019,0
Needing both heating and cooling,JAM,0,2019,0
Needing both heating and cooling,KHM,0,2019,0
Needing both heating and cooling,LBN,0,2019,0
Needing both heating and cooling,CZE,0,2019,94
Needing both heating and cooling,GRD,0,2019,0
Needing both heating and cooling,TON,0,2019,0
Needing both heating and cooling,MUS,0,2019,0
Needing both heating and cooling,MAF,0,2019,0
Needing both heating and cooling,ABCD,0,2019,0
Needing both heating and cooling,HRV,0,2019,100
Needing both heating and cooling,SVN,0,2019,100
Needing both heating and cooling,IDN,0,2019,0
Needing both heating and cooling,ETH,0,2019,4
Needing both heating and cooling,DEU,0,2019,95
Needing both heating and cooling,NIU,0,2019,0
Needing both heating and cooling,PAK,0,2019,8
Needing both heating and cooling,PLW,0,2019,0
Needing both heating and cooling,FRO,0,2019,0
Needing both heating and cooling,LCA,0,2019,0
Needing both heating and cooling,SDN,0,2019,0
Needing both heating and cooling,SWE,0,2019,0
Needing both heating and cooling,LTU,0,2019,81
Needing both heating and cooling,LKA,0,2019,0
Needing both heating and cooling,KGZ,0,2019,55
Needing both heating and cooling,URY,0,2019,5
Needing both heating and cooling,ZAF,0,2019,6
Needing both heating and cooling,LVA,0,2019,30
Needing both heating and cooling,TKL,0,2019,0
Needing both heating and cooling,NAM,0,2019,0
Needing both heating and cooling,LBY,0,2019,2
Needing both heating and cooling,AUS,0,2019,41
Needing both heating and cooling,SLE,0,2019,0
Needing both heating and cooling,GNB,0,2019,0
Needing both heating and cooling,ITA,0,2019,93
Needing both heating and cooling,SAU,0,2019,0
Needing both heating and cooling,TCA,0,2019,0
Needing both heating and cooling,DJI,0,2019,0
Needing both heating and cooling,HND,0,2019,0
Needing both heating and cooling,BVT,0,2019,0
Needing both heating and cooling,BFA,0,2019,0
Needing both heating and cooling,SEN,0,2019,0
Needing both heating and cooling,VCT,0,2019,0
Needing both heating and cooling,CHE,0,2019,63
Needing both heating and cooling,NRU,0,2019,0
Needing both heating and cooling,TUV,0,2019,0
Needing both heating and cooling,BLZ,0,2019,0
Needing both heating and cooling,SLV,0,2019,0
Needing both heating and cooling,SMR,0,2019,0
Needing both heating and cooling,KWT,0,2019,0
Needing both heating and cooling,IRQ,0,2019,24
Needing both heating and cooling,AUT,0,2019,76
Needing both heating and cooling,ATG,0,2019,0
Needing both heating and cooling,VNM,0,2019,0
Needing both heating and cooling,TZA,0,2019,0
Needing both heating and cooling,DNK,0,2019,1
Needing both heating and cooling,CPV,0,2019,0
Needing both heating and cooling,GNQ,0,2019,0
Needing both heating and cooling,COG,0,2019,0
Needing both heating and cooling,LSO,0,2019,93
Needing both heating and cooling,NPL,0,2019,13
Needing both heating and cooling,ERI,0,2019,0
Needing both heating and cooling,AND,0,2019,0
Needing both heating and cooling,LIE,0,2019,0
Needing both heating and cooling,PYF,0,2019,0
Needing both heating and cooling,MDA,0,2019,100
Needing both heating and cooling,TUR,0,2019,94
Needing both heating and cooling,CRI,0,2019,0
Needing both heating and cooling,CYP,0,2019,0
Needing both heating and cooling,ABCD-PSE,0,2019,0
Needing both heating and cooling,EST,0,2019,0
Needing both heating and cooling,TLS,0,2019,0
Needing both heating and cooling,SLB,0,2019,0
Needing both heating and cooling,HTI,0,2019,0
Needing both heating and cooling,MEX,0,2019,10
Needing both heating and cooling,USA,0,2019,77
Needing both heating and cooling,SXM,0,2019,0
Needing both heating and cooling,ISR,0,2019,1
Needing both heating and cooling,SOM,0,2019,0
Needing both heating and cooling,BRB,0,2019,0
Needing both heating and cooling,BEL,0,2019,96
Needing both heating and cooling,UKR,0,2019,98
Needing both heating and cooling,FSM,0,2019,0
Needing both heating and cooling,MYT,0,2019,0
Needing both heating and cooling,COM,0,2019,0
Needing both heating and cooling,VEN,0,2019,0
Needing both heating and cooling,TUN,0,2019,17
Needing both heating and cooling,HUN,0,2019,100
Needing both heating and cooling,SYR,0,2019,90
Needing both heating and cooling,ESP,0,2019,76
Needing both heating and cooling,THA,0,2019,0
Needing both heating and cooling,BEN,0,2019,0
Needing both heating and cooling,CHN,0,2019,79
Needing both heating and cooling,CYM,0,2019,0
Needing both heating and cooling,KAZ,0,2019,82
Needing both heating and cooling,PRI,0,2019,0
Needing both heating and cooling,BWA,0,2019,0
Needing both heating and cooling,PRT,0,2019,65
Needing both heating and cooling,KOR,0,2019,100
Needing both heating and cooling,GRL,0,2019,0
Needing both heating and cooling,abcde,0,2019,0
Needing both heating and cooling,GGY,0,2019,0
Needing both heating and cooling,BGD,0,2019,0
Needing both heating and cooling,SGP,0,2019,0
Needing both heating and cooling,BLM,0,2019,0
Needing both heating and cooling,JEY,0,2019,0
Needing both heating and cooling,TCD,0,2019,0
Needing both heating and cooling,NFK,0,2019,0
Needing both heating and cooling,ABCDE,0,2019,0
Needing both heating and cooling,IND,0,2019,1
Needing both heating and cooling,HMD,0,2019,0
Needing both heating and cooling,GMB,0,2019,0
Needing both heating and cooling,PAN,0,2019,0
Needing both heating and cooling,EGY,0,2019,0
Needing both heating and cooling,ABW,0,2019,0
Needing both heating and cooling,NIC,0,2019,0
Needing both heating and cooling,AGO,0,2019,0
Needing both heating and cooling,BDI,0,2019,0
Needing both heating and cooling,COD,0,2019,0
Needing both heating and cooling,VGB,0,2019,0
Needing both heating and cooling,BRA,0,2019,0
Needing both heating and cooling,COK,0,2019,0
Needing both heating and cooling,DZA,0,2019,63
Needing both heating and cooling,QAT,0,2019,0
Needing both heating and cooling,MKD,0,2019,100
Needing both heating and cooling,BGR,0,2019,98
Needing both heating and cooling,KIR,0,2019,0
Needing both heating and cooling,CAN,0,2019,53
Needing both heating and cooling,MYS,0,2019,0
Needing both heating and cooling,LBR,0,2019,0
Needing both heating and cooling,SGS,0,2019,0
Needing both heating and cooling,TJK,0,2019,84
Needing both heating and cooling,AFG,0,2019,84
Needing both heating and cooling,CMR,0,2019,0
Needing both heating and cooling,WSM,0,2019,0
Needing both heating and cooling,REU,0,2019,0
Needing both heating and cooling,ARE,0,2019,0
Needing both heating and cooling,MDV,0,2019,0
Needing both heating and cooling,GIN,0,2019,0
Needing both heating and cooling,MWI,0,2019,0
Needing both heating and cooling,PRY,0,2019,0
Needing both heating and cooling,BHS,0,2019,0
Needing both heating and cooling,GBR,0,2019,8
Needing both heating and cooling,BMU,0,2019,0
Needing both heating and cooling,MNP,0,2019,0
Needing both heating and cooling,GUM,0,2019,0
Needing both heating and cooling,UZB,0,2019,94
Needing both heating and cooling,OMN,0,2019,0
Needing both heating and cooling,GUF,0,2019,0
