variable,ISO,scenario,year,value
Needing both heating and cooling,ATF,0,2019,0
Needing both heating and cooling,SHN,0,2019,0
Needing both heating and cooling,ARG,0,2019,42
Needing both heating and cooling,BIH,0,2019,100
Needing both heating and cooling,MOZ,0,2019,0
Needing both heating and cooling,CHL,0,2019,71
Needing both heating and cooling,MAR,0,2019,27
Needing both heating and cooling,GTM,0,2019,0
Needing both heating and cooling,IOT,0,2019,0
Needing both heating and cooling,PHL,0,2019,0
Needing both heating and cooling,PRK,0,2019,95
Needing both heating and cooling,ZWE,0,2019,0
Needing both heating and cooling,NGA,0,2019,0
Needing both heating and cooling,MCO,0,2019,0
Needing both heating and cooling,MNG,0,2019,19
Needing both heating and cooling,KEN,0,2019,0
Needing both heating and cooling,CUW,0,2019,0
Needing both heating and cooling,GLP,0,2019,0
Needing both heating and cooling,NOR,0,2019,0
Needing both heating and cooling,MNE,0,2019,69
Needing both heating and cooling,STP,0,2019,0
Needing both heating and cooling,BOL,0,2019,10
Needing both heating and cooling,BRN,0,2019,0
Needing both heating and cooling,BHR,0,2019,0
Needing both heating and cooling,CXR,0,2019,0
Needing both heating and cooling,TKM,0,2019,100
Needing both heating and cooling,MMR,0,2019,0
Needing both heating and cooling,NZL,0,2019,55
Needing both heating and cooling,UGA,0,2019,0
Needing both heating and cooling,ECU,0,2019,15
Needing both heating and cooling,PCN,0,2019,0
Needing both heating and cooling,SUR,0,2019,0
Needing both heating and cooling,MHL,0,2019,0
Needing both heating and cooling,SYC,0,2019,0
Needing both heating and cooling,YEM,0,2019,0
Needing both heating and cooling,COL,0,2019,17
Needing both heating and cooling,ROU,0,2019,95
Needing both heating and cooling,SSD,0,2019,0
Needing both heating and cooling,PER,0,2019,6
Needing both heating and cooling,MTQ,0,2019,0
Needing both heating and cooling,IRL,0,2019,0
Needing both heating and cooling,RWA,0,2019,0
Needing both heating and cooling,AIA,0,2019,0
Needing both heating and cooling,GEO,0,2019,87
Needing both heating and cooling,NLD,0,2019,100
Needing both heating and cooling,IMN,0,2019,0
Needing both heating and cooling,ALB,0,2019,99
Needing both heating and cooling,ASM,0,2019,0
Needing both heating and cooling,SJM,0,2019,0
Needing both heating and cooling,FJI,0,2019,0
Needing both heating and cooling,VUT,0,2019,0
Needing both heating and cooling,ISL,0,2019,0
Needing both heating and cooling,SWZ,0,2019,0
Needing both heating and cooling,MLT,0,2019,0
Needing both heating and cooling,TTO,0,2019,0
Needing both heating and cooling,CAF,0,2019,0
Needing both heating and cooling,SPM,0,2019,0
Needing both heating and cooling,CIV,0,2019,0
Needing both heating and cooling,MRT,0,2019,0
Needing both heating and cooling,LAO,0,2019,0
Needing both heating and cooling,BLR,0,2019,89
Needing both heating and cooling,ESH,0,2019,0
Needing both heating and cooling,POL,0,2019,96
Needing both heating and cooling,LUX,0,2019,74
Needing both heating and cooling,IRN,0,2019,84
Needing both heating and cooling,SRB,0,2019,100
Needing both heating and cooling,PNG,0,2019,0
Needing both heating and cooling,DOM,0,2019,0
Needing both heating and cooling,WLF,SDS,2040,0
Needing both heating and cooling,FIN,SDS,2040,0
Needing both heating and cooling,FRA,SDS,2040,99
Needing both heating and cooling,MSR,SDS,2040,0
Needing both heating and cooling,MLI,SDS,2040,0
Needing both heating and cooling,CUB,SDS,2040,0
Needing both heating and cooling,TGO,SDS,2040,0
Needing both heating and cooling,UMI,SDS,2040,0
Needing both heating and cooling,BTN,SDS,2040,18
Needing both heating and cooling,XKX,SDS,2040,100
Needing both heating and cooling,NCL,SDS,2040,0
Needing both heating and cooling,BES,SDS,2040,0
Needing both heating and cooling,JOR,SDS,2040,34
Needing both heating and cooling,VIR,SDS,2040,0
Needing both heating and cooling,ZMB,SDS,2040,0
Needing both heating and cooling,GUY,SDS,2040,0
Needing both heating and cooling,KNA,SDS,2040,0
Needing both heating and cooling,SVK,SDS,2040,90
Needing both heating and cooling,GAB,SDS,2040,0
Needing both heating and cooling,GRC,SDS,2040,79
Needing both heating and cooling,GHA,SDS,2040,0
Needing both heating and cooling,JPN,SDS,2040,98
Needing both heating and cooling,MDG,SDS,2040,0
Needing both heating and cooling,NER,SDS,2040,0
Needing both heating and cooling,DMA,SDS,2040,0
Needing both heating and cooling,JAM,SDS,2040,0
Needing both heating and cooling,KHM,SDS,2040,0
Needing both heating and cooling,LBN,SDS,2040,0
Needing both heating and cooling,CZE,SDS,2040,98
Needing both heating and cooling,GRD,SDS,2040,0
Needing both heating and cooling,TON,SDS,2040,0
Needing both heating and cooling,MUS,SDS,2040,0
Needing both heating and cooling,MAF,SDS,2040,0
Needing both heating and cooling,ABCD,SDS,2040,0
Needing both heating and cooling,HRV,SDS,2040,100
Needing both heating and cooling,SVN,SDS,2040,100
Needing both heating and cooling,IDN,SDS,2040,0
Needing both heating and cooling,ETH,SDS,2040,3
Needing both heating and cooling,DEU,SDS,2040,98
Needing both heating and cooling,NIU,SDS,2040,0
Needing both heating and cooling,PAK,SDS,2040,7
Needing both heating and cooling,PLW,SDS,2040,0
Needing both heating and cooling,FRO,SDS,2040,0
Needing both heating and cooling,LCA,SDS,2040,0
Needing both heating and cooling,SDN,SDS,2040,0
Needing both heating and cooling,SWE,SDS,2040,0
Needing both heating and cooling,LTU,SDS,2040,90
Needing both heating and cooling,LKA,SDS,2040,0
Needing both heating and cooling,KGZ,SDS,2040,59
Needing both heating and cooling,URY,SDS,2040,2
Needing both heating and cooling,ZAF,SDS,2040,5
Needing both heating and cooling,LVA,SDS,2040,40
Needing both heating and cooling,TKL,SDS,2040,0
Needing both heating and cooling,NAM,SDS,2040,0
Needing both heating and cooling,LBY,SDS,2040,2
Needing both heating and cooling,AUS,SDS,2040,42
Needing both heating and cooling,SLE,SDS,2040,0
Needing both heating and cooling,GNB,SDS,2040,0
Needing both heating and cooling,ITA,SDS,2040,92
Needing both heating and cooling,SAU,SDS,2040,0
Needing both heating and cooling,TCA,SDS,2040,0
Needing both heating and cooling,DJI,SDS,2040,0
Needing both heating and cooling,HND,SDS,2040,0
Needing both heating and cooling,BVT,SDS,2040,0
Needing both heating and cooling,BFA,SDS,2040,0
Needing both heating and cooling,SEN,SDS,2040,0
Needing both heating and cooling,VCT,SDS,2040,0
Needing both heating and cooling,CHE,SDS,2040,76
Needing both heating and cooling,NRU,SDS,2040,0
Needing both heating and cooling,TUV,SDS,2040,0
Needing both heating and cooling,BLZ,SDS,2040,0
Needing both heating and cooling,SLV,SDS,2040,0
Needing both heating and cooling,SMR,SDS,2040,0
Needing both heating and cooling,KWT,SDS,2040,0
Needing both heating and cooling,IRQ,SDS,2040,15
Needing both heating and cooling,AUT,SDS,2040,82
Needing both heating and cooling,ATG,SDS,2040,0
Needing both heating and cooling,VNM,SDS,2040,0
Needing both heating and cooling,TZA,SDS,2040,0
Needing both heating and cooling,DNK,SDS,2040,2
Needing both heating and cooling,CPV,SDS,2040,0
Needing both heating and cooling,GNQ,SDS,2040,0
Needing both heating and cooling,COG,SDS,2040,0
Needing both heating and cooling,LSO,SDS,2040,91
Needing both heating and cooling,NPL,SDS,2040,10
Needing both heating and cooling,ERI,SDS,2040,0
Needing both heating and cooling,AND,SDS,2040,0
Needing both heating and cooling,LIE,SDS,2040,0
Needing both heating and cooling,PYF,SDS,2040,0
Needing both heating and cooling,MDA,SDS,2040,100
Needing both heating and cooling,TUR,SDS,2040,94
Needing both heating and cooling,CRI,SDS,2040,0
Needing both heating and cooling,CYP,SDS,2040,0
Needing both heating and cooling,ABCD-PSE,SDS,2040,0
Needing both heating and cooling,EST,SDS,2040,0
Needing both heating and cooling,TLS,SDS,2040,0
Needing both heating and cooling,SLB,SDS,2040,0
Needing both heating and cooling,HTI,SDS,2040,0
Needing both heating and cooling,MEX,SDS,2040,12
Needing both heating and cooling,USA,SDS,2040,79
Needing both heating and cooling,SXM,SDS,2040,0
Needing both heating and cooling,ISR,SDS,2040,3
Needing both heating and cooling,SOM,SDS,2040,0
Needing both heating and cooling,BRB,SDS,2040,0
Needing both heating and cooling,BEL,SDS,2040,100
Needing both heating and cooling,UKR,SDS,2040,99
Needing both heating and cooling,FSM,SDS,2040,0
Needing both heating and cooling,MYT,SDS,2040,0
Needing both heating and cooling,COM,SDS,2040,0
Needing both heating and cooling,VEN,SDS,2040,0
Needing both heating and cooling,TUN,SDS,2040,19
Needing both heating and cooling,HUN,SDS,2040,100
Needing both heating and cooling,SYR,SDS,2040,78
Needing both heating and cooling,ESP,SDS,2040,77
Needing both heating and cooling,THA,SDS,2040,0
Needing both heating and cooling,BEN,SDS,2040,0
Needing both heating and cooling,CHN,SDS,2040,81
Needing both heating and cooling,CYM,SDS,2040,0
Needing both heating and cooling,KAZ,SDS,2040,88
Needing both heating and cooling,PRI,SDS,2040,0
Needing both heating and cooling,BWA,SDS,2040,0
Needing both heating and cooling,PRT,SDS,2040,64
Needing both heating and cooling,KOR,SDS,2040,100
Needing both heating and cooling,GRL,SDS,2040,0
Needing both heating and cooling,abcde,SDS,2040,0
Needing both heating and cooling,GGY,SDS,2040,0
Needing both heating and cooling,BGD,SDS,2040,0
Needing both heating and cooling,SGP,SDS,2040,0
Needing both heating and cooling,BLM,SDS,2040,0
Needing both heating and cooling,JEY,SDS,2040,0
Needing both heating and cooling,TCD,SDS,2040,0
Needing both heating and cooling,NFK,SDS,2040,0
Needing both heating and cooling,ABCDE,SDS,2040,0
Needing both heating and cooling,IND,SDS,2040,1
Needing both heating and cooling,HMD,SDS,2040,0
Needing both heating and cooling,GMB,SDS,2040,0
Needing both heating and cooling,PAN,SDS,2040,0
Needing both heating and cooling,EGY,SDS,2040,0
Needing both heating and cooling,ABW,SDS,2040,0
Needing both heating and cooling,NIC,SDS,2040,0
Needing both heating and cooling,AGO,SDS,2040,0
Needing both heating and cooling,BDI,SDS,2040,0
Needing both heating and cooling,COD,SDS,2040,0
Needing both heating and cooling,VGB,SDS,2040,0
Needing both heating and cooling,BRA,SDS,2040,0
Needing both heating and cooling,COK,SDS,2040,0
Needing both heating and cooling,DZA,SDS,2040,62
Needing both heating and cooling,QAT,SDS,2040,0
Needing both heating and cooling,MKD,SDS,2040,100
Needing both heating and cooling,BGR,SDS,2040,99
Needing both heating and cooling,KIR,SDS,2040,0
Needing both heating and cooling,CAN,SDS,2040,59
Needing both heating and cooling,MYS,SDS,2040,0
Needing both heating and cooling,LBR,SDS,2040,0
Needing both heating and cooling,SGS,SDS,2040,0
Needing both heating and cooling,TJK,SDS,2040,81
Needing both heating and cooling,AFG,SDS,2040,88
Needing both heating and cooling,CMR,SDS,2040,0
Needing both heating and cooling,WSM,SDS,2040,0
Needing both heating and cooling,REU,SDS,2040,0
Needing both heating and cooling,ARE,SDS,2040,0
Needing both heating and cooling,MDV,SDS,2040,0
Needing both heating and cooling,GIN,SDS,2040,0
Needing both heating and cooling,MWI,SDS,2040,0
Needing both heating and cooling,PRY,SDS,2040,0
Needing both heating and cooling,BHS,SDS,2040,0
Needing both heating and cooling,GBR,SDS,2040,29
Needing both heating and cooling,BMU,SDS,2040,0
Needing both heating and cooling,MNP,SDS,2040,0
Needing both heating and cooling,GUM,SDS,2040,0
Needing both heating and cooling,UZB,SDS,2040,98
Needing both heating and cooling,OMN,SDS,2040,0
Needing both heating and cooling,GUF,SDS,2040,0
Needing both heating and cooling,ATF,SDS,2040,0
Needing both heating and cooling,SHN,SDS,2040,0
Needing both heating and cooling,ARG,SDS,2040,25
Needing both heating and cooling,BIH,SDS,2040,100
Needing both heating and cooling,MOZ,SDS,2040,0
Needing both heating and cooling,CHL,SDS,2040,74
Needing both heating and cooling,MAR,SDS,2040,21
Needing both heating and cooling,GTM,SDS,2040,0
Needing both heating and cooling,IOT,SDS,2040,0
Needing both heating and cooling,PHL,SDS,2040,0
Needing both heating and cooling,PRK,SDS,2040,95
Needing both heating and cooling,ZWE,SDS,2040,0
Needing both heating and cooling,NGA,SDS,2040,0
Needing both heating and cooling,MCO,SDS,2040,0
Needing both heating and cooling,MNG,SDS,2040,31
Needing both heating and cooling,KEN,SDS,2040,0
Needing both heating and cooling,CUW,SDS,2040,0
Needing both heating and cooling,GLP,SDS,2040,0
Needing both heating and cooling,NOR,SDS,2040,0
Needing both heating and cooling,MNE,SDS,2040,63
Needing both heating and cooling,STP,SDS,2040,0
Needing both heating and cooling,BOL,SDS,2040,12
Needing both heating and cooling,BRN,SDS,2040,0
Needing both heating and cooling,BHR,SDS,2040,0
Needing both heating and cooling,CXR,SDS,2040,0
Needing both heating and cooling,TKM,SDS,2040,100
Needing both heating and cooling,MMR,SDS,2040,0
Needing both heating and cooling,NZL,SDS,2040,58
Needing both heating and cooling,UGA,SDS,2040,0
Needing both heating and cooling,ECU,SDS,2040,17
Needing both heating and cooling,PCN,SDS,2040,0
Needing both heating and cooling,SUR,SDS,2040,0
Needing both heating and cooling,MHL,SDS,2040,0
Needing both heating and cooling,SYC,SDS,2040,0
Needing both heating and cooling,YEM,SDS,2040,0
Needing both heating and cooling,COL,SDS,2040,16
Needing both heating and cooling,ROU,SDS,2040,96
Needing both heating and cooling,SSD,SDS,2040,0
Needing both heating and cooling,PER,SDS,2040,7
Needing both heating and cooling,MTQ,SDS,2040,0
Needing both heating and cooling,IRL,SDS,2040,0
Needing both heating and cooling,RWA,SDS,2040,0
Needing both heating and cooling,AIA,SDS,2040,0
Needing both heating and cooling,GEO,SDS,2040,93
Needing both heating and cooling,NLD,SDS,2040,100
Needing both heating and cooling,IMN,SDS,2040,0
Needing both heating and cooling,ALB,SDS,2040,98
Needing both heating and cooling,ASM,SDS,2040,0
Needing both heating and cooling,SJM,SDS,2040,0
Needing both heating and cooling,FJI,SDS,2040,0
Needing both heating and cooling,VUT,SDS,2040,0
Needing both heating and cooling,ISL,SDS,2040,0
Needing both heating and cooling,SWZ,SDS,2040,0
Needing both heating and cooling,MLT,SDS,2040,0
Needing both heating and cooling,TTO,SDS,2040,0
Needing both heating and cooling,CAF,SDS,2040,0
Needing both heating and cooling,SPM,SDS,2040,0
Needing both heating and cooling,CIV,SDS,2040,0
Needing both heating and cooling,MRT,SDS,2040,0
Needing both heating and cooling,LAO,SDS,2040,0
Needing both heating and cooling,BLR,SDS,2040,90
Needing both heating and cooling,ESH,SDS,2040,0
Needing both heating and cooling,POL,SDS,2040,99
Needing both heating and cooling,LUX,SDS,2040,92
Needing both heating and cooling,IRN,SDS,2040,85
Needing both heating and cooling,SRB,SDS,2040,100
Needing both heating and cooling,PNG,SDS,2040,0
Needing both heating and cooling,DOM,SDS,2040,0
Needing both heating and cooling,WLF,STEPS,2040,0
Needing both heating and cooling,FIN,STEPS,2040,0
Needing both heating and cooling,FRA,STEPS,2040,99
Needing both heating and cooling,MSR,STEPS,2040,0
Needing both heating and cooling,MLI,STEPS,2040,0
Needing both heating and cooling,CUB,STEPS,2040,0
Needing both heating and cooling,TGO,STEPS,2040,0
Needing both heating and cooling,UMI,STEPS,2040,0
Needing both heating and cooling,BTN,STEPS,2040,18
Needing both heating and cooling,XKX,STEPS,2040,100
Needing both heating and cooling,NCL,STEPS,2040,0
Needing both heating and cooling,BES,STEPS,2040,0
Needing both heating and cooling,JOR,STEPS,2040,33
Needing both heating and cooling,VIR,STEPS,2040,0
Needing both heating and cooling,ZMB,STEPS,2040,0
Needing both heating and cooling,GUY,STEPS,2040,0
Needing both heating and cooling,KNA,STEPS,2040,0
Needing both heating and cooling,SVK,STEPS,2040,93
Needing both heating and cooling,GAB,STEPS,2040,0
Needing both heating and cooling,GRC,STEPS,2040,78
Needing both heating and cooling,GHA,STEPS,2040,0
Needing both heating and cooling,JPN,STEPS,2040,98
Needing both heating and cooling,MDG,STEPS,2040,0
Needing both heating and cooling,NER,STEPS,2040,0
Needing both heating and cooling,DMA,STEPS,2040,0
Needing both heating and cooling,JAM,STEPS,2040,0
Needing both heating and cooling,KHM,STEPS,2040,0
Needing both heating and cooling,LBN,STEPS,2040,0
Needing both heating and cooling,CZE,STEPS,2040,100
Needing both heating and cooling,GRD,STEPS,2040,0
Needing both heating and cooling,TON,STEPS,2040,0
Needing both heating and cooling,MUS,STEPS,2040,0
Needing both heating and cooling,MAF,STEPS,2040,0
Needing both heating and cooling,ABCD,STEPS,2040,0
Needing both heating and cooling,HRV,STEPS,2040,100
Needing both heating and cooling,SVN,STEPS,2040,100
Needing both heating and cooling,IDN,STEPS,2040,0
Needing both heating and cooling,ETH,STEPS,2040,2
Needing both heating and cooling,DEU,STEPS,2040,99
Needing both heating and cooling,NIU,STEPS,2040,0
Needing both heating and cooling,PAK,STEPS,2040,7
Needing both heating and cooling,PLW,STEPS,2040,0
Needing both heating and cooling,FRO,STEPS,2040,0
Needing both heating and cooling,LCA,STEPS,2040,0
Needing both heating and cooling,SDN,STEPS,2040,0
Needing both heating and cooling,SWE,STEPS,2040,5
Needing both heating and cooling,LTU,STEPS,2040,99
Needing both heating and cooling,LKA,STEPS,2040,0
Needing both heating and cooling,KGZ,STEPS,2040,59
Needing both heating and cooling,URY,STEPS,2040,1
Needing both heating and cooling,ZAF,STEPS,2040,5
Needing both heating and cooling,LVA,STEPS,2040,73
Needing both heating and cooling,TKL,STEPS,2040,0
Needing both heating and cooling,NAM,STEPS,2040,0
Needing both heating and cooling,LBY,STEPS,2040,1
Needing both heating and cooling,AUS,STEPS,2040,42
Needing both heating and cooling,SLE,STEPS,2040,0
Needing both heating and cooling,GNB,STEPS,2040,0
Needing both heating and cooling,ITA,STEPS,2040,91
Needing both heating and cooling,SAU,STEPS,2040,0
Needing both heating and cooling,TCA,STEPS,2040,0
Needing both heating and cooling,DJI,STEPS,2040,0
Needing both heating and cooling,HND,STEPS,2040,0
Needing both heating and cooling,BVT,STEPS,2040,0
Needing both heating and cooling,BFA,STEPS,2040,0
Needing both heating and cooling,SEN,STEPS,2040,0
Needing both heating and cooling,VCT,STEPS,2040,0
Needing both heating and cooling,CHE,STEPS,2040,80
Needing both heating and cooling,NRU,STEPS,2040,0
Needing both heating and cooling,TUV,STEPS,2040,0
Needing both heating and cooling,BLZ,STEPS,2040,0
Needing both heating and cooling,SLV,STEPS,2040,0
Needing both heating and cooling,SMR,STEPS,2040,0
Needing both heating and cooling,KWT,STEPS,2040,0
Needing both heating and cooling,IRQ,STEPS,2040,14
Needing both heating and cooling,AUT,STEPS,2040,83
Needing both heating and cooling,ATG,STEPS,2040,0
Needing both heating and cooling,VNM,STEPS,2040,0
Needing both heating and cooling,TZA,STEPS,2040,0
Needing both heating and cooling,DNK,STEPS,2040,50
Needing both heating and cooling,CPV,STEPS,2040,0
Needing both heating and cooling,GNQ,STEPS,2040,0
Needing both heating and cooling,COG,STEPS,2040,0
Needing both heating and cooling,LSO,STEPS,2040,94
Needing both heating and cooling,NPL,STEPS,2040,10
Needing both heating and cooling,ERI,STEPS,2040,0
Needing both heating and cooling,AND,STEPS,2040,0
Needing both heating and cooling,LIE,STEPS,2040,0
Needing both heating and cooling,PYF,STEPS,2040,0
Needing both heating and cooling,MDA,STEPS,2040,100
Needing both heating and cooling,TUR,STEPS,2040,94
Needing both heating and cooling,CRI,STEPS,2040,0
Needing both heating and cooling,CYP,STEPS,2040,0
Needing both heating and cooling,ABCD-PSE,STEPS,2040,0
Needing both heating and cooling,EST,STEPS,2040,0
Needing both heating and cooling,TLS,STEPS,2040,0
Needing both heating and cooling,SLB,STEPS,2040,0
Needing both heating and cooling,HTI,STEPS,2040,0
Needing both heating and cooling,MEX,STEPS,2040,11
Needing both heating and cooling,USA,STEPS,2040,77
Needing both heating and cooling,SXM,STEPS,2040,0
Needing both heating and cooling,ISR,STEPS,2040,3
Needing both heating and cooling,SOM,STEPS,2040,0
Needing both heating and cooling,BRB,STEPS,2040,0
Needing both heating and cooling,BEL,STEPS,2040,100
Needing both heating and cooling,UKR,STEPS,2040,99
Needing both heating and cooling,FSM,STEPS,2040,0
Needing both heating and cooling,MYT,STEPS,2040,0
Needing both heating and cooling,COM,STEPS,2040,0
Needing both heating and cooling,VEN,STEPS,2040,0
Needing both heating and cooling,TUN,STEPS,2040,17
Needing both heating and cooling,HUN,STEPS,2040,100
Needing both heating and cooling,SYR,STEPS,2040,69
Needing both heating and cooling,ESP,STEPS,2040,77
Needing both heating and cooling,THA,STEPS,2040,0
Needing both heating and cooling,BEN,STEPS,2040,0
Needing both heating and cooling,CHN,STEPS,2040,79
Needing both heating and cooling,CYM,STEPS,2040,0
Needing both heating and cooling,KAZ,STEPS,2040,90
Needing both heating and cooling,PRI,STEPS,2040,0
Needing both heating and cooling,BWA,STEPS,2040,0
Needing both heating and cooling,PRT,STEPS,2040,64
Needing both heating and cooling,KOR,STEPS,2040,100
Needing both heating and cooling,GRL,STEPS,2040,0
Needing both heating and cooling,abcde,STEPS,2040,0
Needing both heating and cooling,GGY,STEPS,2040,0
Needing both heating and cooling,BGD,STEPS,2040,0
Needing both heating and cooling,SGP,STEPS,2040,0
Needing both heating and cooling,BLM,STEPS,2040,0
Needing both heating and cooling,JEY,STEPS,2040,0
Needing both heating and cooling,TCD,STEPS,2040,0
Needing both heating and cooling,NFK,STEPS,2040,0
Needing both heating and cooling,ABCDE,STEPS,2040,0
Needing both heating and cooling,IND,STEPS,2040,1
Needing both heating and cooling,HMD,STEPS,2040,0
Needing both heating and cooling,GMB,STEPS,2040,0
Needing both heating and cooling,PAN,STEPS,2040,0
Needing both heating and cooling,EGY,STEPS,2040,0
Needing both heating and cooling,ABW,STEPS,2040,0
Needing both heating and cooling,NIC,STEPS,2040,0
Needing both heating and cooling,AGO,STEPS,2040,0
Needing both heating and cooling,BDI,STEPS,2040,0
Needing both heating and cooling,COD,STEPS,2040,0
Needing both heating and cooling,VGB,STEPS,2040,0
Needing both heating and cooling,BRA,STEPS,2040,0
Needing both heating and cooling,COK,STEPS,2040,0
Needing both heating and cooling,DZA,STEPS,2040,61
Needing both heating and cooling,QAT,STEPS,2040,0
Needing both heating and cooling,MKD,STEPS,2040,100
Needing both heating and cooling,BGR,STEPS,2040,99
Needing both heating and cooling,KIR,STEPS,2040,0
Needing both heating and cooling,CAN,STEPS,2040,63
Needing both heating and cooling,MYS,STEPS,2040,0
Needing both heating and cooling,LBR,STEPS,2040,0
Needing both heating and cooling,SGS,STEPS,2040,0
Needing both heating and cooling,TJK,STEPS,2040,81
Needing both heating and cooling,AFG,STEPS,2040,88
Needing both heating and cooling,CMR,STEPS,2040,0
Needing both heating and cooling,WSM,STEPS,2040,0
Needing both heating and cooling,REU,STEPS,2040,0
Needing both heating and cooling,ARE,STEPS,2040,0
Needing both heating and cooling,MDV,STEPS,2040,0
Needing both heating and cooling,GIN,STEPS,2040,0
Needing both heating and cooling,MWI,STEPS,2040,0
Needing both heating and cooling,PRY,STEPS,2040,0
Needing both heating and cooling,BHS,STEPS,2040,0
Needing both heating and cooling,GBR,STEPS,2040,36
Needing both heating and cooling,BMU,STEPS,2040,0
Needing both heating and cooling,MNP,STEPS,2040,0
Needing both heating and cooling,GUM,STEPS,2040,0
Needing both heating and cooling,UZB,STEPS,2040,98
Needing both heating and cooling,OMN,STEPS,2040,0
Needing both heating and cooling,GUF,STEPS,2040,0
Needing both heating and cooling,ATF,STEPS,2040,0
Needing both heating and cooling,SHN,STEPS,2040,0
Needing both heating and cooling,ARG,STEPS,2040,19
Needing both heating and cooling,BIH,STEPS,2040,100
Needing both heating and cooling,MOZ,STEPS,2040,0
Needing both heating and cooling,CHL,STEPS,2040,75
Needing both heating and cooling,MAR,STEPS,2040,20
Needing both heating and cooling,GTM,STEPS,2040,0
Needing both heating and cooling,IOT,STEPS,2040,0
Needing both heating and cooling,PHL,STEPS,2040,0
Needing both heating and cooling,PRK,STEPS,2040,95
Needing both heating and cooling,ZWE,STEPS,2040,0
Needing both heating and cooling,NGA,STEPS,2040,0
Needing both heating and cooling,MCO,STEPS,2040,0
Needing both heating and cooling,MNG,STEPS,2040,35
Needing both heating and cooling,KEN,STEPS,2040,0
Needing both heating and cooling,CUW,STEPS,2040,0
Needing both heating and cooling,GLP,STEPS,2040,0
Needing both heating and cooling,NOR,STEPS,2040,0
Needing both heating and cooling,MNE,STEPS,2040,78
Needing both heating and cooling,STP,STEPS,2040,0
Needing both heating and cooling,BOL,STEPS,2040,13
Needing both heating and cooling,BRN,STEPS,2040,0
Needing both heating and cooling,BHR,STEPS,2040,0
Needing both heating and cooling,CXR,STEPS,2040,0
Needing both heating and cooling,TKM,STEPS,2040,100
Needing both heating and cooling,MMR,STEPS,2040,0
Needing both heating and cooling,NZL,STEPS,2040,53
Needing both heating and cooling,UGA,STEPS,2040,0
Needing both heating and cooling,ECU,STEPS,2040,17
Needing both heating and cooling,PCN,STEPS,2040,0
Needing both heating and cooling,SUR,STEPS,2040,0
Needing both heating and cooling,MHL,STEPS,2040,0
Needing both heating and cooling,SYC,STEPS,2040,0
Needing both heating and cooling,YEM,STEPS,2040,0
Needing both heating and cooling,COL,STEPS,2040,16
Needing both heating and cooling,ROU,STEPS,2040,98
Needing both heating and cooling,SSD,STEPS,2040,0
Needing both heating and cooling,PER,STEPS,2040,7
Needing both heating and cooling,MTQ,STEPS,2040,0
Needing both heating and cooling,IRL,STEPS,2040,0
Needing both heating and cooling,RWA,STEPS,2040,0
Needing both heating and cooling,AIA,STEPS,2040,0
Needing both heating and cooling,GEO,STEPS,2040,94
Needing both heating and cooling,NLD,STEPS,2040,100
Needing both heating and cooling,IMN,STEPS,2040,0
Needing both heating and cooling,ALB,STEPS,2040,98
Needing both heating and cooling,ASM,STEPS,2040,0
Needing both heating and cooling,SJM,STEPS,2040,0
Needing both heating and cooling,FJI,STEPS,2040,0
Needing both heating and cooling,VUT,STEPS,2040,0
Needing both heating and cooling,ISL,STEPS,2040,0
Needing both heating and cooling,SWZ,STEPS,2040,0
Needing both heating and cooling,MLT,STEPS,2040,0
Needing both heating and cooling,TTO,STEPS,2040,0
Needing both heating and cooling,CAF,STEPS,2040,0
Needing both heating and cooling,SPM,STEPS,2040,0
Needing both heating and cooling,CIV,STEPS,2040,0
Needing both heating and cooling,MRT,STEPS,2040,0
Needing both heating and cooling,LAO,STEPS,2040,0
Needing both heating and cooling,BLR,STEPS,2040,97
Needing both heating and cooling,ESH,STEPS,2040,0
Needing both heating and cooling,POL,STEPS,2040,100
Needing both heating and cooling,LUX,STEPS,2040,97
Needing both heating and cooling,IRN,STEPS,2040,85
Needing both heating and cooling,SRB,STEPS,2040,100
Needing both heating and cooling,PNG,STEPS,2040,0
Needing both heating and cooling,DOM,STEPS,2040,0
Needing both heating and cooling,WLF,SDS,2070,0
Needing both heating and cooling,FIN,SDS,2070,0
Needing both heating and cooling,FRA,SDS,2070,99
Needing both heating and cooling,MSR,SDS,2070,0
Needing both heating and cooling,MLI,SDS,2070,0
Needing both heating and cooling,CUB,SDS,2070,0
Needing both heating and cooling,TGO,SDS,2070,0
Needing both heating and cooling,UMI,SDS,2070,0
Needing both heating and cooling,BTN,SDS,2070,18
Needing both heating and cooling,XKX,SDS,2070,100
Needing both heating and cooling,NCL,SDS,2070,0
Needing both heating and cooling,BES,SDS,2070,0
Needing both heating and cooling,JOR,SDS,2070,35
Needing both heating and cooling,VIR,SDS,2070,0
Needing both heating and cooling,ZMB,SDS,2070,0
Needing both heating and cooling,GUY,SDS,2070,0
Needing both heating and cooling,KNA,SDS,2070,0
Needing both heating and cooling,SVK,SDS,2070,91
Needing both heating and cooling,GAB,SDS,2070,0
Needing both heating and cooling,GRC,SDS,2070,78
Needing both heating and cooling,GHA,SDS,2070,0
Needing both heating and cooling,JPN,SDS,2070,98
Needing both heating and cooling,MDG,SDS,2070,0
Needing both heating and cooling,NER,SDS,2070,0
Needing both heating and cooling,DMA,SDS,2070,0
Needing both heating and cooling,JAM,SDS,2070,0
Needing both heating and cooling,KHM,SDS,2070,0
Needing both heating and cooling,LBN,SDS,2070,0
