variable,ISO,region,scenario,year,value
Need of heating only,DMA,Dominica,STEPS,2070,0.0
Need of heating only,JAM,Jamaica,STEPS,2070,0.0
Need of heating only,KHM,Cambodia,STEPS,2070,0.0
Need of heating only,LBN,Lebanon,STEPS,2070,0.0
Need of heating only,CZE,Czech Republic,STEPS,2070,0.0
Need of heating only,GRD,Grenada,STEPS,2070,0.0
Need of heating only,TON,Tonga,STEPS,2070,0.0
Need of heating only,MUS,Mauritius,STEPS,2070,0.0
Need of heating only,MAF,Saint Martin,STEPS,2070,0.0
Need of heating only,ABCD,ABCD,STEPS,2070,0.0
Need of heating only,HRV,Croatia,STEPS,2070,0.0
Need of heating only,SVN,Slovenia,STEPS,2070,0.0
Need of heating only,IDN,Indonesia,STEPS,2070,0.0
Need of heating only,ETH,Ethiopia,STEPS,2070,0.0
Need of heating only,DEU,Germany,STEPS,2070,0.5
Need of heating only,NIU,Niue,STEPS,2070,0.0
Need of heating only,PAK,Pakistan,STEPS,2070,0.7
Need of heating only,PLW,Palau,STEPS,2070,0.0
Need of heating only,FRO,Faroe Islands,STEPS,2070,100.0
Need of heating only,LCA,Saint Lucia,STEPS,2070,0.0
Need of heating only,SDN,Sudan,STEPS,2070,0.0
Need of heating only,SWE,Sweden,STEPS,2070,86.6
Need of heating only,LTU,Lithuania,STEPS,2070,0.0
Need of heating only,LKA,Sri Lanka,STEPS,2070,0.0
Need of heating only,KGZ,Kyrgyzstan,STEPS,2070,34.4
Need of heating only,URY,Uruguay,STEPS,2070,0.0
Need of heating only,ZAF,South Africa,STEPS,2070,0.0
Need of heating only,LVA,Latvia,STEPS,2070,6.3
Need of heating only,TKL,Tokelau,STEPS,2070,0.0
Need of heating only,NAM,Namibia,STEPS,2070,0.0
Need of heating only,LBY,Libya,STEPS,2070,0.0
Need of heating only,AUS,Australia,STEPS,2070,0.1
Need of heating only,SLE,Sierra Leone,STEPS,2070,0.0
Need of heating only,GNB,Guinea-Bissau,STEPS,2070,0.0
Need of heating only,ITA,Italy,STEPS,2070,1.3
Need of heating only,SAU,Saudi Arabia,STEPS,2070,0.0
Need of heating only,TCA,Turks and Caicos Islands,STEPS,2070,0.0
Need of heating only,DJI,Djibouti,STEPS,2070,0.0
Need of heating only,HND,Honduras,STEPS,2070,0.0
Need of heating only,BVT,Bouvet Island,STEPS,2070,0.0
Need of heating only,BFA,Burkina Faso,STEPS,2070,0.0
Need of heating only,SEN,Senegal,STEPS,2070,0.0
Need of heating only,VCT,Saint Vincent and the Grenadines,STEPS,2070,0.0
Need of heating only,CHE,Switzerland,STEPS,2070,13.9
Need of heating only,NRU,Nauru,STEPS,2070,0.0
Need of heating only,TUV,Tuvalu,STEPS,2070,0.0
Need of heating only,BLZ,Belize,STEPS,2070,0.0
Need of heating only,SLV,El Salvador,STEPS,2070,0.0
Need of heating only,SMR,San Marino,STEPS,2070,0.0
Need of heating only,KWT,Kuwait,STEPS,2070,0.0
Need of heating only,IRQ,Iraq,STEPS,2070,0.0
Need of heating only,AUT,Austria,STEPS,2070,13.8
Need of heating only,ATG,Antigua and Barbuda,STEPS,2070,0.0
Need of heating only,VNM,Viet Nam,STEPS,2070,0.0
Need of heating only,TZA,Tanzania,STEPS,2070,0.0
Need of heating only,DNK,Denmark,STEPS,2070,37.0
Need of heating only,CPV,Cabo Verde,STEPS,2070,0.0
Need of heating only,GNQ,Equatorial Guinea,STEPS,2070,0.0
Need of heating only,COG,Congo,STEPS,2070,0.0
Need of heating only,LSO,Lesotho,STEPS,2070,3.6
Need of heating only,NPL,Nepal,STEPS,2070,3.4
Need of heating only,ERI,Eritrea,STEPS,2070,0.0
Need of heating only,AND,Andorra,STEPS,2070,100.0
Need of heating only,LIE,Liechtenstein,STEPS,2070,100.0
Need of heating only,PYF,French Polynesia,STEPS,2070,0.0
Need of heating only,MDA,Moldova,STEPS,2070,0.0
Need of heating only,TUR,Turkey,STEPS,2070,0.6
Need of heating only,CRI,Costa Rica,STEPS,2070,0.0
Need of heating only,CYP,Cyprus,STEPS,2070,0.0
Need of heating only,ABCD-PSE,West Bank and Gaza Strip,STEPS,2070,0.0
Need of heating only,EST,Estonia,STEPS,2070,91.8
Need of heating only,TLS,Timor-Leste,STEPS,2070,0.0
Need of heating only,SLB,Solomon Islands,STEPS,2070,0.0
Need of heating only,HTI,Haiti,STEPS,2070,0.0
Need of heating only,MEX,Mexico,STEPS,2070,0.0
Need of heating only,USA,United States,STEPS,2070,0.7
Need of heating only,SXM,Sint Maarten,STEPS,2070,0.0
Need of heating only,ISR,Israel,STEPS,2070,0.0
Need of heating only,SOM,Somalia,STEPS,2070,0.0
Need of heating only,BRB,Barbados,STEPS,2070,0.0
Need of heating only,BEL,Belgium,STEPS,2070,0.0
Need of heating only,UKR,Ukraine,STEPS,2070,0.3
Need of heating only,FSM,Micronesia,STEPS,2070,0.0
Need of heating only,MYT,Mayotte,STEPS,2070,0.0
Need of heating only,COM,Comoros,STEPS,2070,0.0
Need of heating only,VEN,Venezuela,STEPS,2070,0.0
Need of heating only,TUN,Tunisia,STEPS,2070,0.0
Need of heating only,HUN,Hungary,STEPS,2070,0.0
Need of heating only,SYR,Syrian Arab Republic,STEPS,2070,0.0
Need of heating only,ESP,Spain,STEPS,2070,0.3
Need of heating only,THA,Thailand,STEPS,2070,0.0
Need of heating only,BEN,Benin,STEPS,2070,0.0
Need of heating only,CHN,Hong Kong (China),STEPS,2070,0.0
Need of heating only,CYM,Cayman Islands,STEPS,2070,0.0
Need of heating only,KAZ,Kazakhstan,STEPS,2070,8.1
Need of heating only,PRI,Puerto Rico,STEPS,2070,0.0
Need of heating only,BWA,Botswana,STEPS,2070,0.0
Need of heating only,PRT,Portugal,STEPS,2070,0.0
Need of heating only,KOR,Korea,STEPS,2070,0.0
Need of heating only,GRL,Greenland,STEPS,2070,100.0
Need of heating only,CHN,Chinese Taipei,STEPS,2070,0.0
Need of heating only,GGY,Guernsey,STEPS,2070,0.0
Need of heating only,BGD,Bangladesh,STEPS,2070,0.0
Need of heating only,SGP,Singapore,STEPS,2070,0.0
Need of heating only,BLM,Saint Barth̩lemy,STEPS,2070,0.0
Need of heating only,JEY,Jersey,STEPS,2070,0.0
Need of heating only,TCD,Chad,STEPS,2070,0.0
Need of heating only,NFK,Norfolk Island,STEPS,2070,0.0
Need of heating only,ABCDE,Japan-Russia,STEPS,2070,100.0
Need of heating only,CHN,Macau (China),STEPS,2070,0.0
Need of heating only,HMD,Heard Island and McDonald Islands,STEPS,2070,0.0
Need of heating only,GMB,Gambia,STEPS,2070,0.0
Need of heating only,PAN,Panama,STEPS,2070,0.0
Need of heating only,EGY,Egypt,STEPS,2070,0.0
Need of heating only,ABW,Aruba,STEPS,2070,0.0
Need of heating only,NIC,Nicaragua,STEPS,2070,0.0
Need of heating only,AGO,Angola,STEPS,2070,0.0
Need of heating only,BDI,Burundi,STEPS,2070,0.0
Need of heating only,COD,Democratic Republic of the Congo,STEPS,2070,0.0
Need of heating only,VGB,British Virgin Islands,STEPS,2070,0.0
Need of heating only,BRA,Brazil,STEPS,2070,0.0
Need of heating only,COK,Cook Islands,STEPS,2070,0.0
Need of heating only,DZA,Algeria,STEPS,2070,0.0
Need of heating only,QAT,Qatar,STEPS,2070,0.0
Need of heating only,MKD,North Macedonia,STEPS,2070,0.0
Need of heating only,BGR,Bulgaria,STEPS,2070,0.3
Need of heating only,KIR,Kiribati,STEPS,2070,0.0
Need of heating only,CAN,Canada,STEPS,2070,30.2
Need of heating only,MYS,Malaysia,STEPS,2070,0.0
Need of heating only,LBR,Liberia,STEPS,2070,0.0
Need of heating only,SGS,South Georgia and the South Sandwich Isla,STEPS,2070,0.0
Need of heating only,TJK,Tajikistan,STEPS,2070,15.3
Need of heating only,AFG,Afghanistan,STEPS,2070,5.3
Need of heating only,CMR,Cameroon,STEPS,2070,0.0
Need of heating only,WSM,Samoa,STEPS,2070,0.0
Need of heating only,REU,R̩union,STEPS,2070,0.0
Need of heating only,ARE,United Arab Emirates,STEPS,2070,0.0
Need of heating only,MDV,Maldives,STEPS,2070,0.0
Need of heating only,GIN,Guinea,STEPS,2070,0.0
Need of heating only,MWI,Malawi,STEPS,2070,0.0
Need of heating only,PRY,Paraguay,STEPS,2070,0.0
Need of heating only,BHS,Bahamas,STEPS,2070,0.0
Need of heating only,GBR,United Kingdom,STEPS,2070,51.3
Need of heating only,BMU,Bermuda,STEPS,2070,0.0
Need of heating only,MNP,Northern Mariana Islands,STEPS,2070,0.0
Need of heating only,GUM,Guam,STEPS,2070,0.0
Need of heating only,UZB,Uzbekistan,STEPS,2070,1.0
Need of heating only,OMN,Oman,STEPS,2070,0.0
Need of heating only,GUF,French Guiana,STEPS,2070,0.0
Need of heating only,ATF,French Southern and Antarctic Lands,STEPS,2070,0.0
Need of heating only,SHN,Saint Helena,STEPS,2070,0.0
Need of heating only,ARG,Argentina,STEPS,2070,1.2
Need of heating only,BIH,Bosnia and Herzegovina,STEPS,2070,0.0
Need of heating only,MOZ,Mozambique,STEPS,2070,0.0
Need of heating only,CHL,Chile,STEPS,2070,16.5
Need of heating only,MAR,Morocco,STEPS,2070,0.0
Need of heating only,GTM,Guatemala,STEPS,2070,0.0
Need of heating only,IOT,British Indian Ocean Territory,STEPS,2070,0.0
Need of heating only,PHL,Philippines,STEPS,2070,0.0
Need of heating only,PRK,Democratic People's Republic of Korea,STEPS,2070,2.7
Need of heating only,ZWE,Zimbabwe,STEPS,2070,0.0
Need of heating only,NGA,Nigeria,STEPS,2070,0.0
Need of heating only,MCO,Monaco,STEPS,2070,0.0
Need of heating only,MNG,Mongolia,STEPS,2070,57.8
Need of heating only,KEN,Kenya,STEPS,2070,0.0
Need of heating only,CUW,Cura̤ao,STEPS,2070,0.0
Need of heating only,GLP,Guadeloupe,STEPS,2070,0.0
Need of heating only,NOR,Norway,STEPS,2070,100.0
Need of heating only,MNE,Montenegro,STEPS,2070,1.7
Need of heating only,STP,Sao Tome and Principe,STEPS,2070,0.0
Need of heating only,BOL,Bolivia,STEPS,2070,26.0
Need of heating only,BRN,Brunei Darussalam,STEPS,2070,0.0
Need of heating only,BHR,Bahrain,STEPS,2070,0.0
Need of heating only,CXR,Christmas Island,STEPS,2070,0.0
Need of heating only,TKM,Turkmenistan,STEPS,2070,0.0
Need of heating only,MMR,Myanmar,STEPS,2070,0.0
Need of heating only,NZL,New Zealand,STEPS,2070,7.3
Need of heating only,UGA,Uganda,STEPS,2070,0.0
Need of heating only,ECU,Ecuador,STEPS,2070,18.6
Need of heating only,PCN,Pitcairn,STEPS,2070,0.0
Need of heating only,SUR,Suriname,STEPS,2070,0.0
Need of heating only,MHL,Marshall Islands,STEPS,2070,0.0
Need of heating only,SYC,Seychelles,STEPS,2070,0.0
Need of heating only,YEM,Yemen,STEPS,2070,0.0
Need of heating only,COL,Colombia,STEPS,2070,0.8
Need of heating only,ROU,Romania,STEPS,2070,0.9
Need of heating only,SSD,South Sudan,STEPS,2070,0.0
Need of heating only,PER,Peru,STEPS,2070,21.0
Need of heating only,MTQ,Martinique,STEPS,2070,0.0
Need of heating only,IRL,Ireland,STEPS,2070,100.0
Need of heating only,RWA,Rwanda,STEPS,2070,0.0
Need of heating only,AIA,Anguilla,STEPS,2070,0.0
Need of heating only,GEO,Georgia,STEPS,2070,4.6
Need of heating only,NLD,Netherlands,STEPS,2070,0.0
Need of heating only,IMN,Isle of Man,STEPS,2070,100.0
Need of heating only,ALB,Albania,STEPS,2070,0.0
Need of heating only,ASM,American Samoa,STEPS,2070,0.0
Need of heating only,SJM,Svalbard and Jan Mayen,STEPS,2070,0.0
Need of heating only,FJI,Fiji,STEPS,2070,0.0
Need of heating only,VUT,Vanuatu,STEPS,2070,0.0
Need of heating only,ISL,Iceland,STEPS,2070,100.0
Need of heating only,SWZ,Eswatini,STEPS,2070,0.0
Need of heating only,MLT,Malta,STEPS,2070,0.0
Need of heating only,TTO,Trinidad and Tobago,STEPS,2070,0.0
Need of heating only,CAF,Central African Republic,STEPS,2070,0.0
Need of heating only,SPM,Saint Pierre and  Miquelon,STEPS,2070,0.0
Need of heating only,CIV,C̫te d'Ivoire,STEPS,2070,0.0
Need of heating only,MRT,Mauritania,STEPS,2070,0.0
Need of heating only,LAO,Lao People's Democratic Republic,STEPS,2070,0.0
Need of heating only,BLR,Belarus,STEPS,2070,0.0
Need of heating only,ESH,Western Sahara,STEPS,2070,0.0
Need of heating only,POL,Poland,STEPS,2070,0.1
Need of heating only,LUX,Luxembourg,STEPS,2070,0.0
Need of heating only,IRN,Iran,STEPS,2070,0.0
Need of heating only,SRB,Serbia,STEPS,2070,0.0
Need of heating only,PNG,Papua New Guinea,STEPS,2070,0.0
Need of heating only,DOM,Dominican Republic,STEPS,2070,0.0
Needing both heating and cooling,WLF,Wallis and Futuna,0,2019,0.0
Needing both heating and cooling,MSR,Montserrat,0,2019,0.0
Needing both heating and cooling,MLI,Mali,0,2019,0.0
Needing both heating and cooling,CUB,Cuba,0,2019,0.0
Needing both heating and cooling,TGO,Togo,0,2019,0.0
Needing both heating and cooling,UMI,United States Minor Outlying Islands,0,2019,0.0
Needing both heating and cooling,BTN,Bhutan,0,2019,21.1
Needing both heating and cooling,XKX,Kosovo,0,2019,100.0
Needing both heating and cooling,NCL,New Caledonia,0,2019,0.0
Needing both heating and cooling,BES,Sint Maarten,0,2019,0.0
Needing both heating and cooling,JOR,Jordan,0,2019,35.3
Needing both heating and cooling,VIR,United States Virgin Islands,0,2019,0.0
Needing both heating and cooling,ZMB,Zambia,0,2019,0.0
Needing both heating and cooling,GUY,Guyana,0,2019,0.0
Needing both heating and cooling,KNA,Saint Kitts and Nevis,0,2019,0.0
Needing both heating and cooling,SVK,Slovak Republic,0,2019,80.8
Needing both heating and cooling,GAB,Gabon,0,2019,0.0
Needing both heating and cooling,GRC,Greece,0,2019,80.7
Needing both heating and cooling,GHA,Ghana,0,2019,0.0
Needing both heating and cooling,JPN,Japan,0,2019,98.0
Needing both heating and cooling,MDG,Madagascar,0,2019,0.0
Needing both heating and cooling,NER,Niger,0,2019,0.0
Needing both heating and cooling,DMA,Dominica,0,2019,0.0
Needing both heating and cooling,JAM,Jamaica,0,2019,0.0
Needing both heating and cooling,KHM,Cambodia,0,2019,0.0
Needing both heating and cooling,LBN,Lebanon,0,2019,0.0
Needing both heating and cooling,CZE,Czech Republic,0,2019,93.6
Needing both heating and cooling,GRD,Grenada,0,2019,0.0
Needing both heating and cooling,TON,Tonga,0,2019,0.0
Needing both heating and cooling,MUS,Mauritius,0,2019,0.0
Needing both heating and cooling,MAF,Saint Martin,0,2019,0.0
Needing both heating and cooling,ABCD,ABCD,0,2019,0.0
Needing both heating and cooling,HRV,Croatia,0,2019,100.0
Needing both heating and cooling,SVN,Slovenia,0,2019,99.6
Needing both heating and cooling,IDN,Indonesia,0,2019,0.2
Needing both heating and cooling,ETH,Ethiopia,0,2019,3.9
Needing both heating and cooling,DEU,Germany,0,2019,95.1
Needing both heating and cooling,NIU,Niue,0,2019,0.0
Needing both heating and cooling,PAK,Pakistan,0,2019,8.0
Needing both heating and cooling,PLW,Palau,0,2019,0.0
Needing both heating and cooling,FRO,Faroe Islands,0,2019,0.0
Needing both heating and cooling,LCA,Saint Lucia,0,2019,0.0
Needing both heating and cooling,SDN,Sudan,0,2019,0.0
Needing both heating and cooling,SWE,Sweden,0,2019,0.0
Needing both heating and cooling,LTU,Lithuania,0,2019,81.3
Needing both heating and cooling,LKA,Sri Lanka,0,2019,0.0
Needing both heating and cooling,KGZ,Kyrgyzstan,0,2019,55.5
Needing both heating and cooling,URY,Uruguay,0,2019,5.0
Needing both heating and cooling,ZAF,South Africa,0,2019,5.6
Needing both heating and cooling,LVA,Latvia,0,2019,30.3
Needing both heating and cooling,TKL,Tokelau,0,2019,0.0
Needing both heating and cooling,NAM,Namibia,0,2019,0.0
Needing both heating and cooling,LBY,Libya,0,2019,2.1
Needing both heating and cooling,AUS,Australia,0,2019,41.3
Needing both heating and cooling,SLE,Sierra Leone,0,2019,0.0
Needing both heating and cooling,GNB,Guinea-Bissau,0,2019,0.0
Needing both heating and cooling,ITA,Italy,0,2019,93.4
Needing both heating and cooling,SAU,Saudi Arabia,0,2019,0.4
Needing both heating and cooling,TCA,Turks and Caicos Islands,0,2019,0.0
Needing both heating and cooling,DJI,Djibouti,0,2019,0.0
Needing both heating and cooling,HND,Honduras,0,2019,0.0
Needing both heating and cooling,BVT,Bouvet Island,0,2019,0.0
Needing both heating and cooling,BFA,Burkina Faso,0,2019,0.0
Needing both heating and cooling,SEN,Senegal,0,2019,0.0
Needing both heating and cooling,VCT,Saint Vincent and the Grenadines,0,2019,0.0
Needing both heating and cooling,CHE,Switzerland,0,2019,63.0
Needing both heating and cooling,NRU,Nauru,0,2019,0.0
Needing both heating and cooling,TUV,Tuvalu,0,2019,0.0
Needing both heating and cooling,BLZ,Belize,0,2019,0.0
Needing both heating and cooling,SLV,El Salvador,0,2019,0.0
Needing both heating and cooling,SMR,San Marino,0,2019,0.0
Needing both heating and cooling,KWT,Kuwait,0,2019,0.0
Needing both heating and cooling,IRQ,Iraq,0,2019,23.9
Needing both heating and cooling,AUT,Austria,0,2019,76.0
Needing both heating and cooling,ATG,Antigua and Barbuda,0,2019,0.0
Needing both heating and cooling,VNM,Viet Nam,0,2019,0.0
Needing both heating and cooling,TZA,Tanzania,0,2019,0.0
Needing both heating and cooling,DNK,Denmark,0,2019,0.8
Needing both heating and cooling,CPV,Cabo Verde,0,2019,0.0
Needing both heating and cooling,GNQ,Equatorial Guinea,0,2019,0.0
Needing both heating and cooling,COG,Congo,0,2019,0.0
Needing both heating and cooling,LSO,Lesotho,0,2019,92.5
Needing both heating and cooling,NPL,Nepal,0,2019,12.6
Needing both heating and cooling,ERI,Eritrea,0,2019,0.0
Needing both heating and cooling,AND,Andorra,0,2019,0.0
Needing both heating and cooling,LIE,Liechtenstein,0,2019,0.0
Needing both heating and cooling,PYF,French Polynesia,0,2019,0.0
Needing both heating and cooling,MDA,Moldova,0,2019,100.0
Needing both heating and cooling,TUR,Turkey,0,2019,94.1
Needing both heating and cooling,CRI,Costa Rica,0,2019,0.0
Needing both heating and cooling,CYP,Cyprus,0,2019,0.0
Needing both heating and cooling,ABCD-PSE,West Bank and Gaza Strip,0,2019,0.0
Needing both heating and cooling,EST,Estonia,0,2019,0.0
Needing both heating and cooling,TLS,Timor-Leste,0,2019,0.0
Needing both heating and cooling,SLB,Solomon Islands,0,2019,0.0
Needing both heating and cooling,HTI,Haiti,0,2019,0.0
Needing both heating and cooling,MEX,Mexico,0,2019,10.4
Needing both heating and cooling,USA,United States,0,2019,76.7
Needing both heating and cooling,SXM,Sint Maarten,0,2019,0.0
Needing both heating and cooling,ISR,Israel,0,2019,1.1
Needing both heating and cooling,SOM,Somalia,0,2019,0.0
Needing both heating and cooling,BRB,Barbados,0,2019,0.0
Needing both heating and cooling,BEL,Belgium,0,2019,95.9
Needing both heating and cooling,UKR,Ukraine,0,2019,98.3
Needing both heating and cooling,FSM,Micronesia,0,2019,0.0
Needing both heating and cooling,MYT,Mayotte,0,2019,0.0
Needing both heating and cooling,COM,Comoros,0,2019,0.0
Needing both heating and cooling,VEN,Venezuela,0,2019,0.5
Needing both heating and cooling,TUN,Tunisia,0,2019,17.3
Needing both heating and cooling,HUN,Hungary,0,2019,100.0
Needing both heating and cooling,SYR,Syrian Arab Republic,0,2019,90.3
Needing both heating and cooling,ESP,Spain,0,2019,76.4
Needing both heating and cooling,THA,Thailand,0,2019,0.0
Needing both heating and cooling,BEN,Benin,0,2019,0.0
Needing both heating and cooling,CHN,Hong Kong (China),0,2019,0.0
Needing both heating and cooling,CYM,Cayman Islands,0,2019,0.0
Needing both heating and cooling,KAZ,Kazakhstan,0,2019,82.4
Needing both heating and cooling,PRI,Puerto Rico,0,2019,0.0
Needing both heating and cooling,BWA,Botswana,0,2019,0.0
Needing both heating and cooling,PRT,Portugal,0,2019,64.9
Needing both heating and cooling,KOR,Korea,0,2019,100.0
Needing both heating and cooling,GRL,Greenland,0,2019,0.0
Needing both heating and cooling,CHN,Chinese Taipei,0,2019,0.0
Needing both heating and cooling,GGY,Guernsey,0,2019,0.0
Needing both heating and cooling,BGD,Bangladesh,0,2019,0.0
Needing both heating and cooling,SGP,Singapore,0,2019,0.0
Needing both heating and cooling,BLM,Saint Barth̩lemy,0,2019,0.0
Needing both heating and cooling,JEY,Jersey,0,2019,0.0
Needing both heating and cooling,TCD,Chad,0,2019,0.0
Needing both heating and cooling,NFK,Norfolk Island,0,2019,0.0
Needing both heating and cooling,ABCDE,Japan-Russia,0,2019,0.0
Needing both heating and cooling,CHN,Macau (China),0,2019,0.0
Needing both heating and cooling,HMD,Heard Island and McDonald Islands,0,2019,0.0
Needing both heating and cooling,GMB,Gambia,0,2019,0.0
Needing both heating and cooling,PAN,Panama,0,2019,0.0
Needing both heating and cooling,EGY,Egypt,0,2019,0.0
Needing both heating and cooling,ABW,Aruba,0,2019,0.0
Needing both heating and cooling,NIC,Nicaragua,0,2019,0.0
Needing both heating and cooling,AGO,Angola,0,2019,0.0
Needing both heating and cooling,BDI,Burundi,0,2019,0.0
Needing both heating and cooling,COD,Democratic Republic of the Congo,0,2019,0.0
Needing both heating and cooling,VGB,British Virgin Islands,0,2019,0.0
Needing both heating and cooling,BRA,Brazil,0,2019,0.0
Needing both heating and cooling,COK,Cook Islands,0,2019,0.0
Needing both heating and cooling,DZA,Algeria,0,2019,63.3
Needing both heating and cooling,QAT,Qatar,0,2019,0.0
Needing both heating and cooling,MKD,North Macedonia,0,2019,100.0
Needing both heating and cooling,BGR,Bulgaria,0,2019,98.2
Needing both heating and cooling,KIR,Kiribati,0,2019,0.0
Needing both heating and cooling,CAN,Canada,0,2019,52.9
Needing both heating and cooling,MYS,Malaysia,0,2019,0.0
Needing both heating and cooling,LBR,Liberia,0,2019,0.0
Needing both heating and cooling,SGS,South Georgia and the South Sandwich Isla,0,2019,0.0
Needing both heating and cooling,TJK,Tajikistan,0,2019,84.0
Needing both heating and cooling,AFG,Afghanistan,0,2019,84.0
Needing both heating and cooling,CMR,Cameroon,0,2019,0.0
Needing both heating and cooling,WSM,Samoa,0,2019,0.0
Needing both heating and cooling,REU,R̩union,0,2019,0.0
Needing both heating and cooling,ARE,United Arab Emirates,0,2019,0.0
Needing both heating and cooling,MDV,Maldives,0,2019,0.0
Needing both heating and cooling,GIN,Guinea,0,2019,0.0
Needing both heating and cooling,MWI,Malawi,0,2019,0.0
Needing both heating and cooling,PRY,Paraguay,0,2019,0.0
Needing both heating and cooling,BHS,Bahamas,0,2019,0.0
Needing both heating and cooling,GBR,United Kingdom,0,2019,8.1
Needing both heating and cooling,BMU,Bermuda,0,2019,0.0
Needing both heating and cooling,MNP,Northern Mariana Islands,0,2019,0.0
Needing both heating and cooling,GUM,Guam,0,2019,0.0
Needing both heating and cooling,UZB,Uzbekistan,0,2019,93.6
Needing both heating and cooling,OMN,Oman,0,2019,0.0
Needing both heating and cooling,GUF,French Guiana,0,2019,0.0
Needing both heating and cooling,ATF,French Southern and Antarctic Lands,0,2019,0.0
Needing both heating and cooling,SHN,Saint Helena,0,2019,0.0
Needing both heating and cooling,ARG,Argentina,0,2019,41.8
Needing both heating and cooling,BIH,Bosnia and Herzegovina,0,2019,99.8
Needing both heating and cooling,MOZ,Mozambique,0,2019,0.0
Needing both heating and cooling,CHL,Chile,0,2019,71.4
Needing both heating and cooling,MAR,Morocco,0,2019,26.7
Needing both heating and cooling,GTM,Guatemala,0,2019,0.0
Needing both heating and cooling,IOT,British Indian Ocean Territory,0,2019,0.0
Needing both heating and cooling,PHL,Philippines,0,2019,0.0
Needing both heating and cooling,PRK,Democratic People's Republic of Korea,0,2019,95.1
Needing both heating and cooling,ZWE,Zimbabwe,0,2019,0.0
Needing both heating and cooling,NGA,Nigeria,0,2019,0.0
Needing both heating and cooling,MCO,Monaco,0,2019,0.0
Needing both heating and cooling,MNG,Mongolia,0,2019,19.1
Needing both heating and cooling,KEN,Kenya,0,2019,0.3
Needing both heating and cooling,CUW,Cura̤ao,0,2019,0.0
Needing both heating and cooling,GLP,Guadeloupe,0,2019,0.0
Needing both heating and cooling,NOR,Norway,0,2019,0.0
Needing both heating and cooling,MNE,Montenegro,0,2019,68.7
Needing both heating and cooling,STP,Sao Tome and Principe,0,2019,0.0
Needing both heating and cooling,BOL,Bolivia,0,2019,10.2
Needing both heating and cooling,BRN,Brunei Darussalam,0,2019,0.0
Needing both heating and cooling,BHR,Bahrain,0,2019,0.0
Needing both heating and cooling,CXR,Christmas Island,0,2019,0.0
Needing both heating and cooling,TKM,Turkmenistan,0,2019,100.0
Needing both heating and cooling,MMR,Myanmar,0,2019,0.2
Needing both heating and cooling,NZL,New Zealand,0,2019,55.3
Needing both heating and cooling,UGA,Uganda,0,2019,0.0
Needing both heating and cooling,ECU,Ecuador,0,2019,15.1
Needing both heating and cooling,PCN,Pitcairn,0,2019,0.0
Needing both heating and cooling,SUR,Suriname,0,2019,0.0
Needing both heating and cooling,MHL,Marshall Islands,0,2019,0.0
Needing both heating and cooling,SYC,Seychelles,0,2019,0.0
Needing both heating and cooling,YEM,Yemen,0,2019,0.0
Needing both heating and cooling,COL,Colombia,0,2019,17.0
Needing both heating and cooling,ROU,Romania,0,2019,94.6
Needing both heating and cooling,SSD,South Sudan,0,2019,0.0
Needing both heating and cooling,PER,Peru,0,2019,6.1
Needing both heating and cooling,MTQ,Martinique,0,2019,0.0
Needing both heating and cooling,IRL,Ireland,0,2019,0.0
Needing both heating and cooling,RWA,Rwanda,0,2019,0.0
Needing both heating and cooling,AIA,Anguilla,0,2019,0.0
Needing both heating and cooling,GEO,Georgia,0,2019,86.7
Needing both heating and cooling,NLD,Netherlands,0,2019,100.0
Needing both heating and cooling,IMN,Isle of Man,0,2019,0.0
Needing both heating and cooling,ALB,Albania,0,2019,99.3
Needing both heating and cooling,ASM,American Samoa,0,2019,0.0
Needing both heating and cooling,SJM,Svalbard and Jan Mayen,0,2019,0.0
Needing both heating and cooling,FJI,Fiji,0,2019,0.0
Needing both heating and cooling,VUT,Vanuatu,0,2019,0.0
Needing both heating and cooling,ISL,Iceland,0,2019,0.0
Needing both heating and cooling,SWZ,Eswatini,0,2019,0.0
Needing both heating and cooling,MLT,Malta,0,2019,0.0
Needing both heating and cooling,TTO,Trinidad and Tobago,0,2019,0.0
Needing both heating and cooling,CAF,Central African Republic,0,2019,0.0
Needing both heating and cooling,SPM,Saint Pierre and  Miquelon,0,2019,0.0
Needing both heating and cooling,CIV,C̫te d'Ivoire,0,2019,0.0
Needing both heating and cooling,MRT,Mauritania,0,2019,0.0
Needing both heating and cooling,LAO,Lao People's Democratic Republic,0,2019,0.0
Needing both heating and cooling,BLR,Belarus,0,2019,88.8
Needing both heating and cooling,ESH,Western Sahara,0,2019,0.0
Needing both heating and cooling,POL,Poland,0,2019,96.3
Needing both heating and cooling,LUX,Luxembourg,0,2019,73.9
Needing both heating and cooling,IRN,Iran,0,2019,84.5
Needing both heating and cooling,SRB,Serbia,0,2019,100.0
Needing both heating and cooling,PNG,Papua New Guinea,0,2019,0.0
Needing both heating and cooling,DOM,Dominican Republic,0,2019,0.0
Needing both heating and cooling,WLF,Wallis and Futuna,SDS,2040,0.0
Needing both heating and cooling,MSR,Montserrat,SDS,2040,0.0
Needing both heating and cooling,MLI,Mali,SDS,2040,0.0
Needing both heating and cooling,CUB,Cuba,SDS,2040,0.0
Needing both heating and cooling,TGO,Togo,SDS,2040,0.0
Needing both heating and cooling,UMI,United States Minor Outlying Islands,SDS,2040,0.0
Needing both heating and cooling,BTN,Bhutan,SDS,2040,17.6
Needing both heating and cooling,XKX,Kosovo,SDS,2040,100.0
