variable,ISO,region,scenario,year,value
Need of heating only,JPN,Japan,STEPS,2040,0.3
Need of heating only,MDG,Madagascar,STEPS,2040,0.0
Need of heating only,NER,Niger,STEPS,2040,0.0
Need of heating only,DMA,Dominica,STEPS,2040,0.0
Need of heating only,JAM,Jamaica,STEPS,2040,0.0
Need of heating only,KHM,Cambodia,STEPS,2040,0.0
Need of heating only,LBN,Lebanon,STEPS,2040,0.0
Need of heating only,CZE,Czech Republic,STEPS,2040,0.0
Need of heating only,GRD,Grenada,STEPS,2040,0.0
Need of heating only,TON,Tonga,STEPS,2040,0.0
Need of heating only,MUS,Mauritius,STEPS,2040,0.0
Need of heating only,MAF,Saint Martin,STEPS,2040,0.0
Need of heating only,ABCD,ABCD,STEPS,2040,0.0
Need of heating only,HRV,Croatia,STEPS,2040,0.0
Need of heating only,SVN,Slovenia,STEPS,2040,0.0
Need of heating only,IDN,Indonesia,STEPS,2040,0.0
Need of heating only,ETH,Ethiopia,STEPS,2040,0.0
Need of heating only,DEU,Germany,STEPS,2040,0.8
Need of heating only,NIU,Niue,STEPS,2040,0.0
Need of heating only,PAK,Pakistan,STEPS,2040,1.1
Need of heating only,PLW,Palau,STEPS,2040,0.0
Need of heating only,FRO,Faroe Islands,STEPS,2040,100.0
Need of heating only,LCA,Saint Lucia,STEPS,2040,0.0
Need of heating only,SDN,Sudan,STEPS,2040,0.0
Need of heating only,SWE,Sweden,STEPS,2040,95.3
Need of heating only,LTU,Lithuania,STEPS,2040,0.9
Need of heating only,LKA,Sri Lanka,STEPS,2040,0.0
Need of heating only,KGZ,Kyrgyzstan,STEPS,2040,40.7
Need of heating only,URY,Uruguay,STEPS,2040,0.0
Need of heating only,ZAF,South Africa,STEPS,2040,0.0
Need of heating only,LVA,Latvia,STEPS,2040,27.3
Need of heating only,TKL,Tokelau,STEPS,2040,0.0
Need of heating only,NAM,Namibia,STEPS,2040,0.0
Need of heating only,LBY,Libya,STEPS,2040,0.0
Need of heating only,AUS,Australia,STEPS,2040,0.3
Need of heating only,SLE,Sierra Leone,STEPS,2040,0.0
Need of heating only,GNB,Guinea-Bissau,STEPS,2040,0.0
Need of heating only,ITA,Italy,STEPS,2040,2.3
Need of heating only,SAU,Saudi Arabia,STEPS,2040,0.0
Need of heating only,TCA,Turks and Caicos Islands,STEPS,2040,0.0
Need of heating only,DJI,Djibouti,STEPS,2040,0.0
Need of heating only,HND,Honduras,STEPS,2040,0.0
Need of heating only,BVT,Bouvet Island,STEPS,2040,0.0
Need of heating only,BFA,Burkina Faso,STEPS,2040,0.0
Need of heating only,SEN,Senegal,STEPS,2040,0.0
Need of heating only,VCT,Saint Vincent and the Grenadines,STEPS,2040,0.0
Need of heating only,CHE,Switzerland,STEPS,2040,20.5
Need of heating only,NRU,Nauru,STEPS,2040,0.0
Need of heating only,TUV,Tuvalu,STEPS,2040,0.0
Need of heating only,BLZ,Belize,STEPS,2040,0.0
Need of heating only,SLV,El Salvador,STEPS,2040,0.0
Need of heating only,SMR,San Marino,STEPS,2040,0.0
Need of heating only,KWT,Kuwait,STEPS,2040,0.0
Need of heating only,IRQ,Iraq,STEPS,2040,0.0
Need of heating only,AUT,Austria,STEPS,2040,17.2
Need of heating only,ATG,Antigua and Barbuda,STEPS,2040,0.0
Need of heating only,VNM,Viet Nam,STEPS,2040,0.0
Need of heating only,TZA,Tanzania,STEPS,2040,0.0
Need of heating only,DNK,Denmark,STEPS,2040,49.6
Need of heating only,CPV,Cabo Verde,STEPS,2040,0.0
Need of heating only,GNQ,Equatorial Guinea,STEPS,2040,0.0
Need of heating only,COG,Congo,STEPS,2040,0.0
Need of heating only,LSO,Lesotho,STEPS,2040,6.0
Need of heating only,NPL,Nepal,STEPS,2040,4.3
Need of heating only,ERI,Eritrea,STEPS,2040,0.0
Need of heating only,AND,Andorra,STEPS,2040,100.0
Need of heating only,LIE,Liechtenstein,STEPS,2040,100.0
Need of heating only,PYF,French Polynesia,STEPS,2040,0.0
Need of heating only,MDA,Moldova,STEPS,2040,0.0
Need of heating only,TUR,Turkey,STEPS,2040,1.6
Need of heating only,CRI,Costa Rica,STEPS,2040,0.0
Need of heating only,CYP,Cyprus,STEPS,2040,0.0
Need of heating only,ABCD-PSE,West Bank and Gaza Strip,STEPS,2040,0.0
Need of heating only,EST,Estonia,STEPS,2040,100.0
Need of heating only,TLS,Timor-Leste,STEPS,2040,0.0
Need of heating only,SLB,Solomon Islands,STEPS,2040,0.0
Need of heating only,HTI,Haiti,STEPS,2040,0.0
Need of heating only,MEX,Mexico,STEPS,2040,0.0
Need of heating only,USA,United States,STEPS,2040,1.1
Need of heating only,SXM,Sint Maarten,STEPS,2040,0.0
Need of heating only,ISR,Israel,STEPS,2040,0.0
Need of heating only,SOM,Somalia,STEPS,2040,0.0
Need of heating only,BRB,Barbados,STEPS,2040,0.0
Need of heating only,BEL,Belgium,STEPS,2040,0.2
Need of heating only,UKR,Ukraine,STEPS,2040,0.6
Need of heating only,FSM,Micronesia,STEPS,2040,0.0
Need of heating only,MYT,Mayotte,STEPS,2040,0.0
Need of heating only,COM,Comoros,STEPS,2040,0.0
Need of heating only,VEN,Venezuela,STEPS,2040,0.0
Need of heating only,TUN,Tunisia,STEPS,2040,0.0
Need of heating only,HUN,Hungary,STEPS,2040,0.0
Need of heating only,SYR,Syrian Arab Republic,STEPS,2040,0.0
Need of heating only,ESP,Spain,STEPS,2040,0.6
Need of heating only,THA,Thailand,STEPS,2040,0.0
Need of heating only,BEN,Benin,STEPS,2040,0.0
Need of heating only,CHN,Hong Kong (China),STEPS,2040,0.0
Need of heating only,CYM,Cayman Islands,STEPS,2040,0.0
Need of heating only,KAZ,Kazakhstan,STEPS,2040,9.9
Need of heating only,PRI,Puerto Rico,STEPS,2040,0.0
Need of heating only,BWA,Botswana,STEPS,2040,0.0
Need of heating only,PRT,Portugal,STEPS,2040,0.0
Need of heating only,KOR,Korea,STEPS,2040,0.0
Need of heating only,GRL,Greenland,STEPS,2040,100.0
Need of heating only,CHN,Chinese Taipei,STEPS,2040,0.0
Need of heating only,GGY,Guernsey,STEPS,2040,0.0
Need of heating only,BGD,Bangladesh,STEPS,2040,0.0
Need of heating only,SGP,Singapore,STEPS,2040,0.0
Need of heating only,BLM,Saint Barth̩lemy,STEPS,2040,0.0
Need of heating only,JEY,Jersey,STEPS,2040,0.0
Need of heating only,TCD,Chad,STEPS,2040,0.0
Need of heating only,NFK,Norfolk Island,STEPS,2040,0.0
Need of heating only,ABCDE,Japan-Russia,STEPS,2040,100.0
Need of heating only,CHN,Macau (China),STEPS,2040,0.0
Need of heating only,HMD,Heard Island and McDonald Islands,STEPS,2040,0.0
Need of heating only,GMB,Gambia,STEPS,2040,0.0
Need of heating only,PAN,Panama,STEPS,2040,0.0
Need of heating only,EGY,Egypt,STEPS,2040,0.0
Need of heating only,ABW,Aruba,STEPS,2040,0.0
Need of heating only,NIC,Nicaragua,STEPS,2040,0.0
Need of heating only,AGO,Angola,STEPS,2040,0.0
Need of heating only,BDI,Burundi,STEPS,2040,0.0
Need of heating only,COD,Democratic Republic of the Congo,STEPS,2040,0.0
Need of heating only,VGB,British Virgin Islands,STEPS,2040,0.0
Need of heating only,BRA,Brazil,STEPS,2040,0.0
Need of heating only,COK,Cook Islands,STEPS,2040,0.0
Need of heating only,DZA,Algeria,STEPS,2040,0.0
Need of heating only,QAT,Qatar,STEPS,2040,0.0
Need of heating only,MKD,North Macedonia,STEPS,2040,0.0
Need of heating only,BGR,Bulgaria,STEPS,2040,0.6
Need of heating only,KIR,Kiribati,STEPS,2040,0.0
Need of heating only,CAN,Canada,STEPS,2040,37.5
Need of heating only,MYS,Malaysia,STEPS,2040,0.0
Need of heating only,LBR,Liberia,STEPS,2040,0.0
Need of heating only,SGS,South Georgia and the South Sandwich Isla,STEPS,2040,0.0
Need of heating only,TJK,Tajikistan,STEPS,2040,18.6
Need of heating only,AFG,Afghanistan,STEPS,2040,6.5
Need of heating only,CMR,Cameroon,STEPS,2040,0.0
Need of heating only,WSM,Samoa,STEPS,2040,0.0
Need of heating only,REU,R̩union,STEPS,2040,0.0
Need of heating only,ARE,United Arab Emirates,STEPS,2040,0.0
Need of heating only,MDV,Maldives,STEPS,2040,0.0
Need of heating only,GIN,Guinea,STEPS,2040,0.0
Need of heating only,MWI,Malawi,STEPS,2040,0.0
Need of heating only,PRY,Paraguay,STEPS,2040,0.0
Need of heating only,BHS,Bahamas,STEPS,2040,0.0
Need of heating only,GBR,United Kingdom,STEPS,2040,64.5
Need of heating only,BMU,Bermuda,STEPS,2040,0.0
Need of heating only,MNP,Northern Mariana Islands,STEPS,2040,0.0
Need of heating only,GUM,Guam,STEPS,2040,0.0
Need of heating only,UZB,Uzbekistan,STEPS,2040,1.5
Need of heating only,OMN,Oman,STEPS,2040,0.0
Need of heating only,GUF,French Guiana,STEPS,2040,0.0
Need of heating only,ATF,French Southern and Antarctic Lands,STEPS,2040,0.0
Need of heating only,SHN,Saint Helena,STEPS,2040,0.0
Need of heating only,ARG,Argentina,STEPS,2040,1.3
Need of heating only,BIH,Bosnia and Herzegovina,STEPS,2040,0.0
Need of heating only,MOZ,Mozambique,STEPS,2040,0.0
Need of heating only,CHL,Chile,STEPS,2040,19.4
Need of heating only,MAR,Morocco,STEPS,2040,0.0
Need of heating only,GTM,Guatemala,STEPS,2040,0.0
Need of heating only,IOT,British Indian Ocean Territory,STEPS,2040,0.0
Need of heating only,PHL,Philippines,STEPS,2040,0.0
Need of heating only,PRK,Democratic People's Republic of Korea,STEPS,2040,4.6
Need of heating only,ZWE,Zimbabwe,STEPS,2040,0.0
Need of heating only,NGA,Nigeria,STEPS,2040,0.0
Need of heating only,MCO,Monaco,STEPS,2040,0.0
Need of heating only,MNG,Mongolia,STEPS,2040,65.0
Need of heating only,KEN,Kenya,STEPS,2040,0.0
Need of heating only,CUW,Cura̤ao,STEPS,2040,0.0
Need of heating only,GLP,Guadeloupe,STEPS,2040,0.0
Need of heating only,NOR,Norway,STEPS,2040,100.0
Need of heating only,MNE,Montenegro,STEPS,2040,22.5
Need of heating only,STP,Sao Tome and Principe,STEPS,2040,0.0
Need of heating only,BOL,Bolivia,STEPS,2040,36.0
Need of heating only,BRN,Brunei Darussalam,STEPS,2040,0.0
Need of heating only,BHR,Bahrain,STEPS,2040,0.0
Need of heating only,CXR,Christmas Island,STEPS,2040,0.0
Need of heating only,TKM,Turkmenistan,STEPS,2040,0.0
Need of heating only,MMR,Myanmar,STEPS,2040,0.0
Need of heating only,NZL,New Zealand,STEPS,2040,8.4
Need of heating only,UGA,Uganda,STEPS,2040,0.0
Need of heating only,ECU,Ecuador,STEPS,2040,18.3
Need of heating only,PCN,Pitcairn,STEPS,2040,0.0
Need of heating only,SUR,Suriname,STEPS,2040,0.0
Need of heating only,MHL,Marshall Islands,STEPS,2040,0.0
Need of heating only,SYC,Seychelles,STEPS,2040,0.0
Need of heating only,YEM,Yemen,STEPS,2040,0.0
Need of heating only,COL,Colombia,STEPS,2040,3.2
Need of heating only,ROU,Romania,STEPS,2040,1.9
Need of heating only,SSD,South Sudan,STEPS,2040,0.0
Need of heating only,PER,Peru,STEPS,2040,22.5
Need of heating only,MTQ,Martinique,STEPS,2040,0.0
Need of heating only,IRL,Ireland,STEPS,2040,100.0
Need of heating only,RWA,Rwanda,STEPS,2040,0.0
Need of heating only,AIA,Anguilla,STEPS,2040,0.0
Need of heating only,GEO,Georgia,STEPS,2040,6.5
Need of heating only,NLD,Netherlands,STEPS,2040,0.0
Need of heating only,IMN,Isle of Man,STEPS,2040,100.0
Need of heating only,ALB,Albania,STEPS,2040,0.0
Need of heating only,ASM,American Samoa,STEPS,2040,0.0
Need of heating only,SJM,Svalbard and Jan Mayen,STEPS,2040,0.0
Need of heating only,FJI,Fiji,STEPS,2040,0.0
Need of heating only,VUT,Vanuatu,STEPS,2040,0.0
Need of heating only,ISL,Iceland,STEPS,2040,100.0
Need of heating only,SWZ,Eswatini,STEPS,2040,0.0
Need of heating only,MLT,Malta,STEPS,2040,0.0
Need of heating only,TTO,Trinidad and Tobago,STEPS,2040,0.0
Need of heating only,CAF,Central African Republic,STEPS,2040,0.0
Need of heating only,SPM,Saint Pierre and  Miquelon,STEPS,2040,0.0
Need of heating only,CIV,C̫te d'Ivoire,STEPS,2040,0.0
Need of heating only,MRT,Mauritania,STEPS,2040,0.0
Need of heating only,LAO,Lao People's Democratic Republic,STEPS,2040,0.0
Need of heating only,BLR,Belarus,STEPS,2040,2.7
Need of heating only,ESH,Western Sahara,STEPS,2040,0.0
Need of heating only,POL,Poland,STEPS,2040,0.3
Need of heating only,LUX,Luxembourg,STEPS,2040,3.1
Need of heating only,IRN,Iran,STEPS,2040,0.1
Need of heating only,SRB,Serbia,STEPS,2040,0.0
Need of heating only,PNG,Papua New Guinea,STEPS,2040,0.0
Need of heating only,DOM,Dominican Republic,STEPS,2040,0.0
Need of heating only,WLF,Wallis and Futuna,SDS,2070,0.0
Need of heating only,MSR,Montserrat,SDS,2070,0.0
Need of heating only,MLI,Mali,SDS,2070,0.0
Need of heating only,CUB,Cuba,SDS,2070,0.0
Need of heating only,TGO,Togo,SDS,2070,0.0
Need of heating only,UMI,United States Minor Outlying Islands,SDS,2070,0.0
Need of heating only,BTN,Bhutan,SDS,2070,12.4
Need of heating only,XKX,Kosovo,SDS,2070,0.0
Need of heating only,NCL,New Caledonia,SDS,2070,0.0
Need of heating only,BES,Sint Maarten,SDS,2070,0.0
Need of heating only,JOR,Jordan,SDS,2070,0.0
Need of heating only,VIR,United States Virgin Islands,SDS,2070,0.0
Need of heating only,ZMB,Zambia,SDS,2070,0.0
Need of heating only,GUY,Guyana,SDS,2070,0.0
Need of heating only,KNA,Saint Kitts and Nevis,SDS,2070,0.0
Need of heating only,SVK,Slovak Republic,SDS,2070,8.7
Need of heating only,GAB,Gabon,SDS,2070,0.0
Need of heating only,GRC,Greece,SDS,2070,0.0
Need of heating only,GHA,Ghana,SDS,2070,0.0
Need of heating only,JPN,Japan,SDS,2070,0.5
Need of heating only,MDG,Madagascar,SDS,2070,0.0
Need of heating only,NER,Niger,SDS,2070,0.0
Need of heating only,DMA,Dominica,SDS,2070,0.0
Need of heating only,JAM,Jamaica,SDS,2070,0.0
Need of heating only,KHM,Cambodia,SDS,2070,0.0
Need of heating only,LBN,Lebanon,SDS,2070,0.0
Need of heating only,CZE,Czech Republic,SDS,2070,0.3
Need of heating only,GRD,Grenada,SDS,2070,0.0
Need of heating only,TON,Tonga,SDS,2070,0.0
Need of heating only,MUS,Mauritius,SDS,2070,0.0
Need of heating only,MAF,Saint Martin,SDS,2070,0.0
Need of heating only,ABCD,ABCD,SDS,2070,0.0
Need of heating only,HRV,Croatia,SDS,2070,0.0
Need of heating only,SVN,Slovenia,SDS,2070,0.0
Need of heating only,IDN,Indonesia,SDS,2070,0.0
Need of heating only,ETH,Ethiopia,SDS,2070,0.0
Need of heating only,DEU,Germany,SDS,2070,1.9
Need of heating only,NIU,Niue,SDS,2070,0.0
Need of heating only,PAK,Pakistan,SDS,2070,0.9
Need of heating only,PLW,Palau,SDS,2070,0.0
Need of heating only,FRO,Faroe Islands,SDS,2070,100.0
Need of heating only,LCA,Saint Lucia,SDS,2070,0.0
Need of heating only,SDN,Sudan,SDS,2070,0.0
Need of heating only,SWE,Sweden,SDS,2070,100.0
Need of heating only,LTU,Lithuania,SDS,2070,3.8
Need of heating only,LKA,Sri Lanka,SDS,2070,0.0
Need of heating only,KGZ,Kyrgyzstan,SDS,2070,37.6
Need of heating only,URY,Uruguay,SDS,2070,0.0
Need of heating only,ZAF,South Africa,SDS,2070,0.0
Need of heating only,LVA,Latvia,SDS,2070,49.9
Need of heating only,TKL,Tokelau,SDS,2070,0.0
Need of heating only,NAM,Namibia,SDS,2070,0.0
Need of heating only,LBY,Libya,SDS,2070,0.0
Need of heating only,AUS,Australia,SDS,2070,0.6
Need of heating only,SLE,Sierra Leone,SDS,2070,0.0
Need of heating only,GNB,Guinea-Bissau,SDS,2070,0.0
Need of heating only,ITA,Italy,SDS,2070,2.2
Need of heating only,SAU,Saudi Arabia,SDS,2070,0.0
Need of heating only,TCA,Turks and Caicos Islands,SDS,2070,0.0
Need of heating only,DJI,Djibouti,SDS,2070,0.0
Need of heating only,HND,Honduras,SDS,2070,0.0
Need of heating only,BVT,Bouvet Island,SDS,2070,0.0
Need of heating only,BFA,Burkina Faso,SDS,2070,0.0
Need of heating only,SEN,Senegal,SDS,2070,0.0
Need of heating only,VCT,Saint Vincent and the Grenadines,SDS,2070,0.0
Need of heating only,CHE,Switzerland,SDS,2070,22.3
Need of heating only,NRU,Nauru,SDS,2070,0.0
Need of heating only,TUV,Tuvalu,SDS,2070,0.0
Need of heating only,BLZ,Belize,SDS,2070,0.0
Need of heating only,SLV,El Salvador,SDS,2070,0.0
Need of heating only,SMR,San Marino,SDS,2070,0.0
Need of heating only,KWT,Kuwait,SDS,2070,0.0
Need of heating only,IRQ,Iraq,SDS,2070,0.0
Need of heating only,AUT,Austria,SDS,2070,16.0
Need of heating only,ATG,Antigua and Barbuda,SDS,2070,0.0
Need of heating only,VNM,Viet Nam,SDS,2070,0.0
Need of heating only,TZA,Tanzania,SDS,2070,0.0
Need of heating only,DNK,Denmark,SDS,2070,83.3
Need of heating only,CPV,Cabo Verde,SDS,2070,0.0
Need of heating only,GNQ,Equatorial Guinea,SDS,2070,0.0
Need of heating only,COG,Congo,SDS,2070,0.0
Need of heating only,LSO,Lesotho,SDS,2070,8.8
Need of heating only,NPL,Nepal,SDS,2070,3.6
Need of heating only,ERI,Eritrea,SDS,2070,0.0
Need of heating only,AND,Andorra,SDS,2070,100.0
Need of heating only,LIE,Liechtenstein,SDS,2070,100.0
Need of heating only,PYF,French Polynesia,SDS,2070,0.0
Need of heating only,MDA,Moldova,SDS,2070,0.0
Need of heating only,TUR,Turkey,SDS,2070,2.2
Need of heating only,CRI,Costa Rica,SDS,2070,0.0
Need of heating only,CYP,Cyprus,SDS,2070,0.0
Need of heating only,ABCD-PSE,West Bank and Gaza Strip,SDS,2070,0.0
Need of heating only,EST,Estonia,SDS,2070,100.0
Need of heating only,TLS,Timor-Leste,SDS,2070,0.0
Need of heating only,SLB,Solomon Islands,SDS,2070,0.0
Need of heating only,HTI,Haiti,SDS,2070,0.0
Need of heating only,MEX,Mexico,SDS,2070,0.0
Need of heating only,USA,United States,SDS,2070,1.4
Need of heating only,SXM,Sint Maarten,SDS,2070,0.0
Need of heating only,ISR,Israel,SDS,2070,0.0
Need of heating only,SOM,Somalia,SDS,2070,0.0
Need of heating only,BRB,Barbados,SDS,2070,0.0
Need of heating only,BEL,Belgium,SDS,2070,0.4
Need of heating only,UKR,Ukraine,SDS,2070,0.7
Need of heating only,FSM,Micronesia,SDS,2070,0.0
Need of heating only,MYT,Mayotte,SDS,2070,0.0
Need of heating only,COM,Comoros,SDS,2070,0.0
Need of heating only,VEN,Venezuela,SDS,2070,0.0
Need of heating only,TUN,Tunisia,SDS,2070,0.0
Need of heating only,HUN,Hungary,SDS,2070,0.0
Need of heating only,SYR,Syrian Arab Republic,SDS,2070,0.0
Need of heating only,ESP,Spain,SDS,2070,0.6
Need of heating only,THA,Thailand,SDS,2070,0.0
Need of heating only,BEN,Benin,SDS,2070,0.0
Need of heating only,CHN,Hong Kong (China),SDS,2070,0.0
Need of heating only,CYM,Cayman Islands,SDS,2070,0.0
Need of heating only,KAZ,Kazakhstan,SDS,2070,11.6
Need of heating only,PRI,Puerto Rico,SDS,2070,0.0
Need of heating only,BWA,Botswana,SDS,2070,0.0
Need of heating only,PRT,Portugal,SDS,2070,0.0
Need of heating only,KOR,Korea,SDS,2070,0.0
Need of heating only,GRL,Greenland,SDS,2070,100.0
Need of heating only,CHN,Chinese Taipei,SDS,2070,0.0
Need of heating only,GGY,Guernsey,SDS,2070,0.0
Need of heating only,BGD,Bangladesh,SDS,2070,0.0
Need of heating only,SGP,Singapore,SDS,2070,0.0
Need of heating only,BLM,Saint Barth̩lemy,SDS,2070,0.0
Need of heating only,JEY,Jersey,SDS,2070,0.0
Need of heating only,TCD,Chad,SDS,2070,0.0
Need of heating only,NFK,Norfolk Island,SDS,2070,0.0
Need of heating only,ABCDE,Japan-Russia,SDS,2070,100.0
Need of heating only,CHN,Macau (China),SDS,2070,0.0
Need of heating only,HMD,Heard Island and McDonald Islands,SDS,2070,0.0
Need of heating only,GMB,Gambia,SDS,2070,0.0
Need of heating only,PAN,Panama,SDS,2070,0.0
Need of heating only,EGY,Egypt,SDS,2070,0.0
Need of heating only,ABW,Aruba,SDS,2070,0.0
Need of heating only,NIC,Nicaragua,SDS,2070,0.0
Need of heating only,AGO,Angola,SDS,2070,0.0
Need of heating only,BDI,Burundi,SDS,2070,0.0
Need of heating only,COD,Democratic Republic of the Congo,SDS,2070,0.0
Need of heating only,VGB,British Virgin Islands,SDS,2070,0.0
Need of heating only,BRA,Brazil,SDS,2070,0.0
Need of heating only,COK,Cook Islands,SDS,2070,0.0
Need of heating only,DZA,Algeria,SDS,2070,0.0
Need of heating only,QAT,Qatar,SDS,2070,0.0
Need of heating only,MKD,North Macedonia,SDS,2070,0.0
Need of heating only,BGR,Bulgaria,SDS,2070,0.5
Need of heating only,KIR,Kiribati,SDS,2070,0.0
Need of heating only,CAN,Canada,SDS,2070,41.0
Need of heating only,MYS,Malaysia,SDS,2070,0.0
Need of heating only,LBR,Liberia,SDS,2070,0.0
Need of heating only,SGS,South Georgia and the South Sandwich Isla,SDS,2070,0.0
Need of heating only,TJK,Tajikistan,SDS,2070,15.5
Need of heating only,AFG,Afghanistan,SDS,2070,6.7
Need of heating only,CMR,Cameroon,SDS,2070,0.0
Need of heating only,WSM,Samoa,SDS,2070,0.0
Need of heating only,REU,R̩union,SDS,2070,0.0
Need of heating only,ARE,United Arab Emirates,SDS,2070,0.0
Need of heating only,MDV,Maldives,SDS,2070,0.0
Need of heating only,GIN,Guinea,SDS,2070,0.0
Need of heating only,MWI,Malawi,SDS,2070,0.0
Need of heating only,PRY,Paraguay,SDS,2070,0.0
Need of heating only,BHS,Bahamas,SDS,2070,0.0
Need of heating only,GBR,United Kingdom,SDS,2070,68.8
Need of heating only,BMU,Bermuda,SDS,2070,0.0
Need of heating only,MNP,Northern Mariana Islands,SDS,2070,0.0
Need of heating only,GUM,Guam,SDS,2070,0.0
Need of heating only,UZB,Uzbekistan,SDS,2070,1.4
Need of heating only,OMN,Oman,SDS,2070,0.0
Need of heating only,GUF,French Guiana,SDS,2070,0.0
Need of heating only,ATF,French Southern and Antarctic Lands,SDS,2070,0.0
Need of heating only,SHN,Saint Helena,SDS,2070,0.0
Need of heating only,ARG,Argentina,SDS,2070,1.3
Need of heating only,BIH,Bosnia and Herzegovina,SDS,2070,0.0
Need of heating only,MOZ,Mozambique,SDS,2070,0.0
Need of heating only,CHL,Chile,SDS,2070,20.6
Need of heating only,MAR,Morocco,SDS,2070,0.0
Need of heating only,GTM,Guatemala,SDS,2070,0.0
Need of heating only,IOT,British Indian Ocean Territory,SDS,2070,0.0
Need of heating only,PHL,Philippines,SDS,2070,0.0
Need of heating only,PRK,Democratic People's Republic of Korea,SDS,2070,5.3
Need of heating only,ZWE,Zimbabwe,SDS,2070,0.0
Need of heating only,NGA,Nigeria,SDS,2070,0.0
Need of heating only,MCO,Monaco,SDS,2070,0.0
Need of heating only,MNG,Mongolia,SDS,2070,69.3
Need of heating only,KEN,Kenya,SDS,2070,0.0
Need of heating only,CUW,Cura̤ao,SDS,2070,0.0
Need of heating only,GLP,Guadeloupe,SDS,2070,0.0
Need of heating only,NOR,Norway,SDS,2070,100.0
Need of heating only,MNE,Montenegro,SDS,2070,30.4
Need of heating only,STP,Sao Tome and Principe,SDS,2070,0.0
Need of heating only,BOL,Bolivia,SDS,2070,37.2
Need of heating only,BRN,Brunei Darussalam,SDS,2070,0.0
Need of heating only,BHR,Bahrain,SDS,2070,0.0
Need of heating only,CXR,Christmas Island,SDS,2070,0.0
Need of heating only,TKM,Turkmenistan,SDS,2070,0.0
Need of heating only,MMR,Myanmar,SDS,2070,0.0
Need of heating only,NZL,New Zealand,SDS,2070,8.4
Need of heating only,UGA,Uganda,SDS,2070,0.0
Need of heating only,ECU,Ecuador,SDS,2070,19.0
Need of heating only,PCN,Pitcairn,SDS,2070,0.0
Need of heating only,SUR,Suriname,SDS,2070,0.0
Need of heating only,MHL,Marshall Islands,SDS,2070,0.0
Need of heating only,SYC,Seychelles,SDS,2070,0.0
Need of heating only,YEM,Yemen,SDS,2070,0.0
Need of heating only,COL,Colombia,SDS,2070,3.0
Need of heating only,ROU,Romania,SDS,2070,1.7
Need of heating only,SSD,South Sudan,SDS,2070,0.0
Need of heating only,PER,Peru,SDS,2070,22.1
Need of heating only,MTQ,Martinique,SDS,2070,0.0
Need of heating only,IRL,Ireland,SDS,2070,100.0
Need of heating only,RWA,Rwanda,SDS,2070,0.0
Need of heating only,AIA,Anguilla,SDS,2070,0.0
Need of heating only,GEO,Georgia,SDS,2070,6.4
Need of heating only,NLD,Netherlands,SDS,2070,0.0
Need of heating only,IMN,Isle of Man,SDS,2070,100.0
Need of heating only,ALB,Albania,SDS,2070,0.0
Need of heating only,ASM,American Samoa,SDS,2070,0.0
Need of heating only,SJM,Svalbard and Jan Mayen,SDS,2070,0.0
Need of heating only,FJI,Fiji,SDS,2070,0.0
Need of heating only,VUT,Vanuatu,SDS,2070,0.0
Need of heating only,ISL,Iceland,SDS,2070,100.0
Need of heating only,SWZ,Eswatini,SDS,2070,0.0
Need of heating only,MLT,Malta,SDS,2070,0.0
Need of heating only,TTO,Trinidad and Tobago,SDS,2070,0.0
Need of heating only,CAF,Central African Republic,SDS,2070,0.0
Need of heating only,SPM,Saint Pierre and  Miquelon,SDS,2070,0.0
Need of heating only,CIV,C̫te d'Ivoire,SDS,2070,0.0
Need of heating only,MRT,Mauritania,SDS,2070,0.0
Need of heating only,LAO,Lao People's Democratic Republic,SDS,2070,0.0
Need of heating only,BLR,Belarus,SDS,2070,8.0
Need of heating only,ESH,Western Sahara,SDS,2070,0.0
Need of heating only,POL,Poland,SDS,2070,0.4
Need of heating only,LUX,Luxembourg,SDS,2070,2.4
Need of heating only,IRN,Iran,SDS,2070,0.3
Need of heating only,SRB,Serbia,SDS,2070,0.0
Need of heating only,PNG,Papua New Guinea,SDS,2070,0.0
Need of heating only,DOM,Dominican Republic,SDS,2070,0.0
Need of heating only,WLF,Wallis and Futuna,STEPS,2070,0.0
Need of heating only,MSR,Montserrat,STEPS,2070,0.0
Need of heating only,MLI,Mali,STEPS,2070,0.0
Need of heating only,CUB,Cuba,STEPS,2070,0.0
Need of heating only,TGO,Togo,STEPS,2070,0.0
Need of heating only,UMI,United States Minor Outlying Islands,STEPS,2070,0.0
Need of heating only,BTN,Bhutan,STEPS,2070,9.3
Need of heating only,XKX,Kosovo,STEPS,2070,0.0
Need of heating only,NCL,New Caledonia,STEPS,2070,0.0
Need of heating only,BES,Sint Maarten,STEPS,2070,0.0
Need of heating only,JOR,Jordan,STEPS,2070,0.0
Need of heating only,VIR,United States Virgin Islands,STEPS,2070,0.0
Need of heating only,ZMB,Zambia,STEPS,2070,0.0
Need of heating only,GUY,Guyana,STEPS,2070,0.0
Need of heating only,KNA,Saint Kitts and Nevis,STEPS,2070,0.0
Need of heating only,SVK,Slovak Republic,STEPS,2070,1.7
Need of heating only,GAB,Gabon,STEPS,2070,0.0
Need of heating only,GRC,Greece,STEPS,2070,0.0
Need of heating only,GHA,Ghana,STEPS,2070,0.0
Need of heating only,JPN,Japan,STEPS,2070,0.0
Need of heating only,MDG,Madagascar,STEPS,2070,0.0
Need of heating only,NER,Niger,STEPS,2070,0.0
