country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Germany,777243.7,698053.75,497285,442568.94,374982.94,660580.44,701229.9,611022.4,619064.4,621830.44,622601.3,576366.5,630349.5,505101.6,858979.06,880117.25,829127.94,937812.6,954752.2,972494.9,987838.7,984609.25,837494.7,901139.5,898217.06,542399.3,621261,647866.44,458284.56,835203.25
Ghana,944045.06,941394.56,895529.2,938285.1,816024.9,857848.8,703621.9,728661.2,996515.94,887170.3,738545,895028.2,724131.8,924625.8,913299,938661.75,928010.7,966423.1,883341.4,966262.3,909971.44,927156,879149.06,746295.3,874458.7,836397.8,837826.44,898909.25,900577.3,800101.25
Greece,937999.9,907958.1,824466.1,847102.1,511715.97,351737.7,596408.8,482472.06,564435.2,715192.6,877703.8,641483.44,847685.75,715159.5,546585.2,839708.6,910991.2,860843.56,865654.3,863143.5,903681.6,889612.6,803588.8,928330.7,786389.9,1034427.4,974159.94,1088609.9,1060651.2,988625.1
Greenland,463721.44,382326.2,383209.4,487160.1,502925.2,493354.84,492866.72,506792.53,525935.5,560609,550616.44,514170.3,535957.94,552302.3,576767.9,606737,615755.7,646759.3,683082.1,683953.9,717370.25,714863.56,750326.06,679146.8,707441.7,788666.2,786592.6,819556.4,798091.2,802018.94
Grenada,1048634.8,934722,962276.3,1016651.5,1005199.7,926974.5,1058885.5,904131.2,1017759.4,1073964.6,1122529.4,1066819,867636.7,1038083,1019461,1008460.75,1032245,974143.8,971867.56,977806.8,998880.06,1064756.2,995958.5,1010110.3,917730.5,1016161.8,1047740.2,1103945.5,1097303.2,999752.8
Guam,985661.06,819296.44,1090992,879403,800365.44,1024221.2,1031251.94,1050205.1,1098553.4,1050454,1047961.7,1117451.9,1029566.8,975010.94,1013647.5,1004794.8,1025556.25,1165083.4,1129967.6,1033265.44,1110609.9,1030907.25,1112872.2,1113638.2,1019193,1089364.1,1104216.4,985316.56,989852.2,1055351
Guatemala,983997.94,947241.56,907795.4,893894.8,910450.2,864650,892317.9,815673.8,726833.1,946133.44,1070125.4,1097013.1,1154942.4,1148085.2,804658.25,932315.3,893553.25,928436.9,661570.25,1073917.2,1151907.1,1036847.2,1010800.8,984678.6,984373.06,889999.94,856641.5,1088955,1009073.25,885927.7
Guinea,865757.6,702173.25,785077.94,906799.7,938316.56,953102.9,921458.7,956308.8,1044896.25,1029964.9,1025328.5,958112.8,1034353.1,1062537.2,992383.94,952968.3,898265.3,955779.4,993295.56,952624.75,912179.75,996523.1,1048405.7,1054367.8,1031901.2,968170.25,772080.9,958859.9,963840.75,815422.2
Guinea-Bissau,1037224.2,980787.9,871848.94,990593.6,972324.56,1029903.44,1055329.9,1019026.2,1085411.2,1097912.6,1095052.5,1106288,1118989.4,1106134,1107546.5,1113180.4,1097746.2,1073685.6,1016294.2,1097127.4,1081925.4,1102622.8,1104642.4,1092520.4,1104040,1103993.4,1006624.7,1035114.56,1071403.6,1087914.5
Guyana,928325.5,878932.3,840466.25,784993.8,778330.4,824715.5,771771.2,681022.8,640017,632046.7,743279.9,705033.75,814638.2,716783.94,581754,503895.88,627862.75,624469.94,755175.2,648102.25,712941.5,733394.4,728379.3,704189.4,700800.7,725226.3,865740,833535.8,860768.6,827811
Haiti,983968.9,956932.7,942453.5,964566.9,991531.56,921578.8,929726.8,924044.4,944351.75,993038.3,975178.44,942938.5,947216.6,924063.5,918658.25,927065.56,973491.5,1003313.5,1062022,972557.4,905829,925928.5,955055.75,1015927.8,995320.2,982458.94,950455.5,988118.44,976819.94,1014364.2
Heard Island and McDonald Islands,261353.03,454576.66,118669.58,503233.1,334192.28,311346.5,421217,97765.61,345004.8,76723.914,388129.3,138898.52,306921.16,249009.58,83574.47,240972.58,335840.6,248395.98,321228.78,310741.6,132445.83,286309.4,284608.97,154489.45,262890.28,295633.53,152063.12,201016.02,43764.21,265724.66
Honduras,1026659.1,870952.25,876603.3,859302,909332.3,932529.7,887278.75,933696.94,856549.56,767503.3,921142.5,977611.06,983580.44,1013337.8,821291.8,891829.06,856017.06,1006828.56,924272,677214.7,770925.5,849701.56,916720.25,960412.8,1042573.44,985985.75,1032308.56,987804.9,895217.1,913810.1
Hong Kong (China),467354.16,710892.9,854842.75,730194.25,822028.3,971783.06,916326.3,875336.06,914200.9,851106.44,784062.3,396450.53,537802.8,431086.53,788976.1,352631.44,816889.06,574022.1,521794.1,502735.3,615955.5,829453.06,826853.75,918200.9,941672.6,506423.62,470994.66,756058.1,926724.25,514621.75
Hungary,804318.94,828256.06,733322.7,752883.06,525116.94,439546.8,705753.25,762988.75,762639.1,645594.6,525145.3,383841.84,263037.5,477368,936058.1,989506.2,665621.1,818069.5,947589.3,1004891.7,958666.94,829355.4,448317.62,783134.1,939582.3,914554.56,564662.5,549882.5,527749.25,507890.9
Iceland,530251.9,522502.6,488951.56,523803.2,539734.4,507634.84,618875,592417.94,624205.5,594076.44,542326,410914.7,458843.12,475075.03,578073.94,390946.9,348335.28,431818.6,383383.22,636694.56,491917.22,612110.6,317380.56,417054.03,775841.2,456984.7,653308.75,527456.3,438110.22,639320.56
India,1001768.2,1015882.4,1018596.25,1000148.44,986938.25,994670.6,976595.1,980909.75,991282.06,1005762.75,1020068.94,1014445.25,1019141.9,1028164.06,972059.4,872457.3,886678.3,994013.6,1023404.25,1025424.94,1003781.5,1030557.44,1018487.56,1030534.56,1044000.06,1048240.44,1051841.5,1052791.8,1040244.7,1007192.2
Indonesia,675156.75,709554.4,695681.75,797893.25,721322.44,844990.5,792020.56,819296.25,740340.5,751182.9,671450.5,658306.94,649316.94,613878.7,719877,690367.5,727346.9,728173.3,721772.4,673050.44,741965.44,799413.44,693175.9,655571.75,642048.2,604933,513465.56,576584.1,578555.5,587033.1
Iran,630105,855042.44,943370,968596.94,903241.25,813594.06,858033.4,777104.75,931843.7,925054.75,1004695.7,957543.25,880636.5,672915.7,943543.7,977605.2,1071374.2,936499.44,972265,1021387.44,1055123.8,922451.56,997844.75,1095751.9,1137346.6,1128124.5,1143402,976174,1141815.9,1123535.2
Iraq,700976.44,882009.06,902288.6,939146.25,740519.4,846714.7,755253.1,956020.75,951586.75,956260.2,948042.44,1040069.8,1096418.9,1090331,1100437.9,846127.6,993767.3,883422.75,987427.44,1023270.56,1068139.1,966086.9,1066069.2,1136429.6,1146471,1157569,1084805.9,1058839.9,1001202,1108652.1
Ireland,440980.47,630870.2,625309.4,636097.2,580922,586980.7,569294.6,475230.9,542029.6,537493.3,469218.3,547609.9,427588.75,186072,153108.03,569685.9,651080.06,874513.06,810744,688532.7,656141.3,936198,778594.7,413048.9,733310.94,339759.66,800585.2,369241.25,358522.56,568331.4
Isle of Man,206011.45,664870.1,324106.97,565958.94,296827.8,769307.06,491338.1,766042.75,795623.6,742343.56,604613.7,729559.8,830821.75,473448.7,376058.62,319296.4,789702.5,684135.9,880858.7,808262.3,859230.56,954947.06,922826.56,762152.5,626790.5,321068.2,486619.1,486116.62,772957.9,315111.03
Israel,691963.2,792779.3,977510.3,922082.5,842572.1,677989.5,1019053.94,994900,1066821.4,1018989,1056245.4,1081902.4,1093303.2,1042888.94,622291.06,870991.94,842670.4,923943.94,946816.6,933451.06,879053.1,928319.2,1110048,1133200.6,1123626.8,1150030.8,1117429.5,1164341.8,1168832,1132222.4
Italy,840384.25,680502.5,585697,475230.28,668750.5,663544.25,604515.2,741066.4,705312.56,750560.1,577793.75,663335.44,637368.25,659938.94,797974.6,799298.3,897940.56,927655.4,939377.3,979829.25,825053,723659.44,568797.06,758108.1,868662.8,774153.7,1009761.3,851963.3,797749,948646.2
Jamaica,975152.75,927620.56,984085.06,800169,791063.56,978082.94,946259.2,937742.7,948141.7,993334.06,789199.4,997186.3,989330,1024724.1,937090.56,968638.6,947502.2,1030731.7,1088409.2,1040376,968936.75,951715.06,1003982.44,979434.94,1027625.1,1054677.1,1106387.4,1030797.06,1005840.2,990063.2
Japan,823197,832060.06,873942.4,921670.94,783886.1,946590.06,835208.06,860579.94,868955.75,449124.28,788177.44,850035.3,950521,612082.8,846991.44,1024297.7,863918.9,974340.5,747763.7,986429.4,798192.2,960799.94,742011.44,516062.3,502293.44,456160.75,769665.6,912849.75,626363.75,375111.16
Jersey,805024.2,626797.44,752285,531520.56,279144.78,652250.7,510463.72,611950.7,692794.06,454085.97,805929.6,833147.44,937416.8,602107.56,726831.8,716187.2,857552.8,788790.44,980854.5,996716.2,999055.3,834892.8,754377.8,547716.06,801697.5,759028.7,921377.3,407614.28,729917.8,904415.75
Jordan,795326.3,898248.2,1023568.56,918635,913922.2,845455.3,1000098.9,963601.44,1105935,1083397.9,1121067.5,1114878.1,1120196,1063856.4,901728.4,950609.56,961305,1057882.9,1055155.2,1038297.75,961970.25,1002284.94,1167688.2,1164590.5,1148258,1179630.6,1128096.1,1151132.4,1185550.2,1146380.4
Kazakhstan,679806.1,600564.9,549743.44,564074.9,551971,602759.56,789790.56,829574.25,808604.25,767272.5,856742.44,852810.2,844479.94,753836.7,657966.56,779638.56,759357.4,732738.8,673122.3,691669.44,713934.75,752329.94,816640.94,755627.7,777971.2,814878.25,848139.7,931632.94,932493.44,849790.06
Kenya,997941,1026852.6,1017428.7,908428,941518,1022218.8,1024988.2,1045006,965979.7,927273.6,903951.8,899200.8,953042.5,989539.7,1018539.06,1041752.25,1007520.1,1020816.56,977375.56,957823.7,964135.7,904633.94,795173.25,829317.2,806872.3,779331.2,673894.25,827433.94,864618.7,908708.44
Kiribati,886375.75,858909.44,925579.2,889073.7,882988,879432.4,972930.9,767042.1,732178.8,692185.56,740534.4,789628.5,830384.4,939544.6,926218.1,896616,800075.7,894907.1,885877.94,897577.2,902242.7,834786.4,785003.06,815793.5,873563.56,916291.75,833907.3,912271.2,953214.8,960204.4
Korea,928496,979983.9,1023368.8,1003509.56,906550,868634.3,704834.2,999640.3,489197.44,341809,676122,960657.06,920190.56,591508.2,1074944.1,951533,944256.3,857313.5,607895.2,907919.56,628760.44,1002197.2,506552.97,420527.22,356874.06,317907.4,987454.25,628409.8,307843.03,867015.94
Kosovo,942753.7,896183.8,710058.6,803225,418616.66,850942.2,735173.5,285744.97,167591.27,670492.25,716334.94,718186.75,493532.9,573997.9,483621.62,845615.4,974768.75,773314.4,854396.4,940213.06,1024233.1,1000968.6,696267,974651.25,1010909.25,1056582.4,571748.06,879322.7,817103.56,878125.94
Kuwait,716403.1,1047049.06,995500.44,1026710.8,850316.6,935124.56,839026.7,1035698.44,706961.3,977859.3,986863.06,1027238.4,897333,1138983.9,1129283.8,1024882.1,1071860,994209.7,1110157.4,1094601.1,1135000.6,1165065.1,1171036.4,1156588.4,1162362.8,1146344.5,1081332.6,766311.75,1152131.2,1141863
Kyrgyzstan,864772.25,977829.1,935043.6,859599.06,658551.94,648810.9,1026287.7,985109.56,817236.25,616529.4,721981.7,952566.6,1019851.56,1075645.9,924439.44,644197.3,686831.6,1058465.9,966307.25,846575.25,908397.3,759277.9,791959.2,725945.06,690033.44,873846.6,1035376.5,1068920.6,1022352.6,509283.16
Lao People's Democratic Republic,898214.5,806162.7,897330,830038.56,873451.8,887525.06,935678.06,981101.7,987593.9,993185,1011805.94,951006.06,922915.6,912542.94,792788.1,891051.5,922478.3,1018929.06,1032665.56,1057358.2,1020602.44,970586.2,998534.7,1056360,1022359.56,1033940.94,939758.56,966747.75,1002935.44,994348.44
Latvia,684257.9,715081.25,729618.4,740509.6,748472.56,745597.25,599261.7,498965.94,384717.3,489354.22,416506,472574,613980.25,694334.94,713277.44,837917.8,869525.5,864481.7,879499.56,706730.2,766072.1,849702.44,921760.25,926935.3,801257,845978.3,874129.56,959988.56,984988.56,920678.56
Lebanon,682232.3,664495.6,788399.3,963229.1,798632.25,817447.7,848857.5,1020015.75,1045852,949637.8,911779.6,1053522.8,1093656.5,1044285.7,613724.6,629145.4,803206,931939.2,713451.6,846014,690354.25,799322.44,1061899.6,1136882.1,1146412.1,1095292.6,845644.06,1123024.2,1138000.5,1052699.6
Lesotho,778072.1,645668.06,696464.6,660916.06,195517.19,543718.6,716730.4,589728.1,700296,713094.44,647547.56,637241.94,807512.1,704336.6,769711.25,803869.56,714928.06,728751.94,744979.75,316252.94,269451.62,186549.53,232236.39,381661.25,568825.3,777870.9,783132.4,779991.2,781798.06,759392.5
Liberia,794954.7,692653.4,459134.06,865610.6,749318.44,733059.75,674139.3,515132.62,725942.8,748825.2,689250.4,543359.75,658423.6,661761.5,843667.1,619454.3,695228.2,773505.56,487969.9,807268.56,883261.75,722624.6,743996.2,753467.6,807092.25,773621.7,693124.06,749412.94,740375.5,714063
Libya,1019505.7,1027515.8,1065064.1,974059.5,802686.44,970331,979450.1,1086898.6,1104090.1,1128184.9,1101683.5,1124065.5,1071286.1,962528.6,1092444.2,1142970.8,1148757.4,1155394.6,1153021.1,1163311,1146089.9,1109821.9,1072591,1097111.5,1152723.5,1165072.9,1141785.4,1026918.9,1049575,1096171.6
Liechtenstein,881594.25,745839.56,701162.56,198528.55,809546.3,801812.5,619988.25,515645.12,293537.4,441222.53,176175,479402.3,664610.56,429472.7,979204.8,877829.94,822229.2,929794.94,967660.06,1051091.4,1048831.6,908762.7,722140.06,839680.3,902172.5,264095.6,587898.25,907909.25,631929.7,347239.6
Lithuania,719102.6,743628.5,752684.06,765572.8,754142.1,729988.25,692914.75,604049,508395.56,408859.8,440830.97,577138.2,744149,731482.75,720408.56,813014.4,885627.8,870507.9,906378.9,757253.3,659080.4,873111.1,933436.2,910567.1,844017.5,868739.1,866650.9,907699.1,976146.75,979150.75
Luxembourg,752426.8,520333.25,297132.25,426718.06,525771.1,651635.75,634061.75,408345.94,410870.06,484485.62,913947.8,641375.7,797184.3,667296.6,818556,510507.8,618557.5,972702.3,946973.1,991423.1,1018285.75,1010046.7,882108.8,701975.56,429847.2,570580.7,515032.3,491384.44,623916.9,787672.75
Madagascar,870797.7,857673.5,822254,828602.6,781233.4,788193.75,822475.1,845940.44,850497.94,889271.44,851370.94,787508.1,718904,801202.7,812680.2,766531.9,804020.56,719069.9,721341.94,729364.7,738806.6,791236.7,705918.7,653878.44,692555.9,677659.2,650223.25,732573.06,729748.5,749719.56
Malawi,881686.44,837755.25,832026.25,857192.94,893233.1,786890.75,675902.3,738889.3,819899.8,796376.56,558952.94,671914.4,658844.94,716863.4,852714.75,872866.5,834030.3,718528.4,774371.44,793030.1,820087.06,861721.25,813195.4,886985.44,877687.7,819998.44,771199.56,661484.75,678381.7,635475.4
Malaysia,795234.8,835976.8,758237.75,902885.3,858525.9,932350.2,927952,890435.44,877369.56,854756.2,789775.94,739096.06,749759,803125,870298.8,896019.2,884719.56,900211.9,805579.75,811709.44,855045.25,868789.3,792352.75,789722.1,775864.8,654728.8,622651.9,550390.75,753528,743895.75
Mali,1058529.8,1055633.6,1044424.75,1025290.75,1026894,1073273.6,1083144.2,1124225.9,1138021.4,1147830.6,1143734.1,1106097.6,1129603.1,1163256,1168634.1,1135981.1,1135162.6,1152484.9,1145686.2,1111802.1,1082048.8,1024642.9,1047552.9,1076789.4,1058745.9,1058870,1049584.1,1110656.5,1137009.1,1112394.9
Malta,391948.16,288243.78,760999.7,450076.75,622940.06,909069.2,790014.75,837643.56,996970.6,995806.6,1005444.44,1006579.75,924393.25,911601,953632.6,1032403.7,1051140.6,1056063.5,1052295.1,1043299.94,959760.7,653446.1,1080635.9,1074278,1054502.9,1083080.1,1064904.1,1107432.1,1103554.2,993812.25
Marshall Islands,872295.5,689379.9,843212.2,896856.94,1007855.94,1017529.75,964120,884360.2,664498.44,797369.7,1048377.75,1031889.5,1023778,972972.94,997268.8,868350.75,953024.06,935991.5,919615.4,891246,885927.7,800272.3,820828.5,973777.2,967698.3,850439.8,762084.3,732388.06,988779.8,1012799.44
Mauritania,1105094.4,991680.8,964940.2,939789.75,1062520.6,1116429.4,1129719.9,1115702.8,1150308.8,1157372.4,1166087.2,1176405.5,1184625.8,1180782.8,1183683,1171121.6,1158082.1,1162055.9,1149382.5,1161194.1,1160660.6,1168319.6,1172324.9,1182780.5,1161519.2,1109354,1148552.9,1154287.2,1164115.5,1163333.8
Mauritius,963985.6,868208.94,910854.3,862915.8,809559.8,709084.25,933259.8,808446.4,610752.7,731057,794349.9,812417.75,770015.7,684510.94,532296.9,809481.8,863504.2,837029.06,810859.06,812620.3,718476.6,491357.7,759536.1,730879.94,693421.44,851753.25,860731.7,572978.06,638671.8,785180.9
Mexico,1017237.1,1010791.94,1045291.9,1090506.9,1031437.8,1034667.75,1111797,1082877,1084593,1167014.4,1188638.9,1105819.9,1155433.9,1123932,1083618.9,1066491.8,1121706.8,1164575.2,1116239.6,1177874.9,1156082,1068735.1,1066553,1117736.6,1133965.4,1117232.4,1125025.9,1115672.5,1053959.8,1100892
Micronesia,709486.2,554041.7,585076.06,842224.75,746875.6,754183.06,915093,1045773.8,974279.06,928356.4,787153.56,941546.06,881356.06,1084991.8,1027512.56,1009433.25,1031540.9,940666.7,805097.5,927325,961055.7,1014674.94,911496.94,755740.1,897481.56,873926.5,1011395.4,851676.75,972230.75,974177.94
Moldova,791036.6,882942.5,886328.2,885549.9,799795.9,867794.8,755635,289057.62,778250.4,688182.94,448710.72,361744.84,210718.06,232657.23,670586.4,209824.23,301663.25,602186.8,726797.6,747555.9,709904.8,848022.6,886071,893083.75,1004915.56,997562.9,983311.8,871633.8,821155.06,630301.8
Mongolia,859056.75,878424.2,872405.44,842732.3,730604.25,771599.75,811615.44,735663.3,836180.94,916629.25,875112.25,902908.75,963330.75,933408.2,928792.5,845214.4,888633.94,893991.94,936060.9,906954.25,918823.6,921259.2,814633.3,870665.06,936072.6,898736.94,908290.25,944918.56,1012306.25,1063807.4
Montenegro,950014.44,848720.6,671878.8,701791.25,258497.12,668615.94,721984.8,270595.66,243325.81,491809.03,555895.7,622331.6,620046.4,625254.44,695860.5,823815.6,965909.94,813146.44,903339.8,1070742.1,978175.8,931699.94,565928.94,965897.25,1024683.6,1007063.3,624247.06,890156.8,621218.1,454071.1
Morocco,890049.7,925404.1,956649.75,766886.56,850818.9,939247.56,1024659,1041295.06,1003863.25,1066056.4,1083760,1068276,1141429.8,1150284.2,1116316.2,1143052.8,1078187,949039.1,1044197.44,938240.56,953150.94,1026298.3,861019.2,1095219.1,1118270.5,1139872.8,1143227.4,1103646.5,1100665.6,1128857.2
Mozambique,898344.4,829690.9,779337.25,832047.2,849018.5,742764.94,679272.5,719922.44,792148.75,733816,658574,591622,634611.6,664474.7,798726.6,787758.56,636494.9,671239.7,713665.25,727012.94,735679.6,775395,733705.6,672262.94,621333.06,554911.4,570494,544878,614191.94,580075.9
Myanmar,970924.25,943045,919545.9,999773.2,956595.3,1013634.06,940546.4,966537.7,958846.4,987366.25,1055798.1,1038775,1028960.6,989762.06,973747.2,968202.2,985628.8,1009343.5,1043128.3,1045432.6,1043182.5,998987.7,1019280.6,1031332.94,1051460.1,1047780.44,1031230,967763.25,941627.7,943132.25
Namibia,902801.06,900826.44,920189.7,939256.9,977390.5,971571.3,929301.2,944865.44,944665.25,886289,857005.75,832732.44,839786,857049.5,883997.1,942924.8,892078.9,890528.8,829007.06,844745.1,801452.06,827351.9,874158.25,878903.9,869899.44,865868.2,818051,818175.5,815228.3,825321.44
Nepal,920994.6,1027402.2,966323.06,885604.8,825680.56,765359.2,741860.5,949111.5,906080.4,1004644,982353.06,991253.25,967344.94,1001281.2,1012139.06,885856.94,659194.8,968379.9,1029097,1037987.9,913237.4,930862.9,921606.8,986446.8,974852.25,1028170,1052898.6,1121048.9,1095499.1,1072818.1
Netherlands,775324.25,521214.6,487763.84,406638.62,598067.9,365761,780446.8,779511.75,738912.44,866809.2,608522.9,694594.6,788321.56,708265.7,788756.3,853046.5,624917.8,917835.7,936141.5,955164,975386.1,970234.44,962924,832674.5,518899.8,645343.5,572040.4,671877.56,620652.2,532139.6
New Caledonia,880939.56,809062.75,684733.25,705986.25,795011,920841.56,808783.4,851613.56,744788.4,794716.6,589567.25,175145.73,250625.44,604492.5,721420.3,516459.25,351752.94,420218.5,391858.56,572162.44,342659.56,557048.25,740670.3,716214.2,733380.9,658701.6,671743.06,658937.06,738098.7,596210.25
New Zealand,508877.8,575613.7,580813.94,511403.2,489647.4,554417.7,541790.2,569144.7,545115.8,343779.38,294430.12,502944.75,564076.2,473456.75,496133.62,515130.9,541379.3,564583.6,515375.5,388407.22,299729.22,355708.88,431359.44,390970.28,414084.06,421705.7,329087.7,255654.73,315410.53,450776.25
Nicaragua,944125.5,800261.9,859167.3,841845.25,906748.6,892582.2,848366.94,921404.5,917104.56,877630.25,799491.9,835807.5,870042.44,903798.3,882028.25,872005.1,950301.44,933141.7,897448.9,876527.5,865894.44,885367.75,932485,914104.6,974686.9,987392.2,978375.9,869783.25,825225,901595.1
Niger,1097515.6,1119890.5,1123019.4,1123325.1,1118107.8,1119824.8,1111285.2,1140281.9,1149070.2,1161799.2,1158365,1120028.4,922092.2,1029005.4,1177574.2,1182881.5,1197609.4,1196340.1,1185525.4,1170926.2,1148859.2,1118754.6,1016238.9,1019440.2,1107576.4,1167938.8,1156491.1,1151180.2,1158987,1162525.5
Nigeria,1028266.06,1052584,1046774.06,1034735.06,989264.3,931529.5,890785.4,881199.3,936140.25,961393.1,820308.56,943861.8,763430.44,701138.25,982262.6,963257.5,1020878.75,976218.4,1033096.2,960713.2,990673.6,902689.2,849512.56,781472.9,955661.8,956341.6,1006789.5,1040786.4,979856.06,921606.25
Niue,808635.3,969162.06,889109.3,818596.2,844692.2,807272.94,859035.5,912007.25,828157.56,894854.44,873048,881334.44,857295.7,843064.44,517308.5,395965.53,355465.97,327143,627960.2,669463.8,602766.94,629404.56,490378,342919.9,710195.94,549466.8,412297.78,559238.8,707717.3,761168
Northern Mariana Islands,1012777.94,1033161.25,1096203.1,890236.44,625955.5,971385.5,1089998.9,1058236,1001403.56,909010.7,977419.9,1077745.9,1014614.94,1062706.5,1062742.1,1102151.9,1095721.4,1085335.2,1065439.9,1027842.9,1030096.3,1085653,1064003.2,1117565.6,1039587.3,1082562.9,1032379,1065776.5,1020459.5,1055526.6
Norway,449901.56,382041.25,434724.2,534508.06,531798.8,510055.25,533150.06,617382.6,609848.25,599518.06,601691.9,639778.25,634446.06,626400.25,668441.6,644045,690749.25,684189.5,594852.56,673754.3,510776.47,682535.6,712088.9,711207.4,592948.75,671590.06,568736,700578.6,715114.1,603636.56
Oman,1109112.6,1095539,1086524.8,1112302.1,1027018.4,1044714.4,1044123.1,1102182.1,1105541,1045832.44,1037179.1,993638.4,766165.94,804785.9,1161893,1182500.6,1180930.1,1169534.5,1146281.1,1141845,1131625.6,1124905,1126169,1136802.9,1154841.9,1172386.2,1168518.2,1159851.2,1155038.9,1154996.8
Pakistan,1070527.6,1060970.8,1025050.7,1048908.6,1043096.5,1043023.56,1032615.94,1068056.8,984312.44,1024398.44,878482,900619.7,849961.56,827864.8,788503.5,757968.25,845104.1,1025515.06,1131944.1,1104948.2,1121886.2,1122341.6,1051378.6,982333.7,1071807.6,1134238.6,1147764.4,1170775.6,1105216.2,1122835.5
Palau,974186.56,847188.56,860474.6,578915.3,851300.44,880629.3,580860.4,461563.56,1031237.8,1047796.3,1033925.06,1097102.9,898782.75,967786.75,860396.5,903467.1,1044284.2,953869.94,921960.3,915894.9,1100672.6,944147.4,944496.25,889339.56,972289.1,718125.5,994460.5,722936,507111.53,938595.44
Panama,851066.25,790375.75,956921.9,880044.06,822299.06,826913.25,880058.5,942253.6,869000.7,780419.1,769981.8,878583.1,863174.5,810890,789538.2,833795.94,877903.94,811853.7,737881.75,630810.7,656486.06,576782.25,599102.06,897033.56,881953,927935.6,910219.06,813816.44,712970.6,648435
Papua New Guinea,688195.6,649828.9,615660,565135.44,627763.56,589301.06,437538.12,449439.56,607746.56,630670.7,526015,572234.9,486280.5,605299.1,611564.25,472263.28,542201.9,390236.94,552164.75,708474.5,721990.75,720388.8,722173.06,750306.1,717189.25,603164.1,533468.25,581521.3,632341.44,612539.1
Paraguay,507674.4,486244.38,405412.22,639125.2,298870.06,670377.9,765428.6,811668.44,864103.8,823414.8,742541.44,772640.7,705556.1,740864.94,771969.75,496275.9,697146.1,762855.94,739687.1,621330.56,334290.38,346894.44,481101.6,547081.44,604806.7,415481.84,184784.52,540416.06,646032.94,371596.6
Peru,738431.44,683529.7,679755.9,844174.2,890401.75,641934.94,612695,799656.4,936974.1,886502.4,842278.06,733614.3,669683.44,812996.56,810868.2,691169.8,649532.9,702471.5,673700.25,726621.8,752007.9,778461.44,702812,530535.2,665425.8,773910.56,690927.25,652850.94,722843.75,734938
Philippines,930448.7,869105.75,861727.5,952082.06,916482.75,867202.75,867828.8,769611,848579.56,870222.06,913276.56,856088.3,937644.5,946481.8,945910.1,992750,1006552.75,984662.3,988071.25,1016511.5,965547.06,981073.9,1021249.1,1030852.06,981844.1,966539.2,1010492.94,933539.8,970019.06,919593.06
Poland,752158.8,786002.5,734050.7,752830.56,732902.75,719610.7,685120,711605.6,647314.75,536511.4,421277.88,448220.7,428782.1,805750.3,843119.2,800571.6,838514.94,879717.44,944306.25,888097.56,823773,777580.75,886905.5,725670.1,868710.56,898385.44,509082.12,317396.5,557077.6,717296.2
Portugal,707682.7,851931.5,867414.3,674524.6,721318.1,673319.1,294312.2,754334.2,712687,729264,966360.1,1024971.06,590059.94,524956.4,687275.2,992515.75,339040.28,776720.56,707923.5,986515.2,1013966.8,868135,741759.75,521443.97,811742.25,868772.25,1109025.5,1078603.2,1112774.6,1129061
Puerto Rico,987859.44,896908.9,1009190.8,1005103.1,999498,949194.75,929770.44,1003336.7,961396.4,887486.56,954569.06,908653.94,966008.44,951916.1,972363.56,995190.4,960149.75,1051858,1083503,1071550.2,1016441.4,976943.6,1032088.6,1005947.9,1110228.1,1079646.6,1058732.5,993350,993089.8,1072172.2
Qatar,873700.1,788165.3,911589.9,999608.44,888186.4,1033306.5,792106.1,990838,929035.3,965175.8,736445.8,908013.94,514193.97,1116011.2,1150214.1,1130199.9,1123906.4,1075711.9,1017954.44,983808.2,1070625.5,964875.1,1090351.8,1168514.4,1166152.8,1062417.4,936003.2,1045701,1125593.5,1135991.1
Romania,808730,783063.75,852446.75,851167.25,812831.9,742090.06,698142.9,494072.2,661026.5,671917.4,429590.38,456333.84,262225.7,385852.72,699664.56,822241.2,504204.94,543228.5,822232.44,837245.56,826209.6,702490.1,692916.06,826797.9,961369.94,970931.44,814407.9,662471.44,804231.1,603988
Russia,553789.7,552764.1,549160.6,567769.7,573416.5,593772.5,609250.5,615525.25,627647.75,639682.4,633843.3,628922.4,627619.4,654581,657779.9,660341,702410.25,701918.94,698012.4,682983.75,708503.1,720463.75,689969.75,735715.06,764070.1,771715.75,780454.7,775357.9,761464.94,755013.3
Rwanda,837419.1,843173.2,954477.1,813045.7,934382.5,904103.3,911355.44,789570.94,653278.8,712982.56,886978.9,705154,774073.25,790170.3,806801.5,803691.75,893363,950061.8,938646.3,804810.2,647613.94,605742.25,842706,892099.7,796692.2,422380.7,666079.7,798366.75,637430.9,556287.6
Saint Helena,895965.06,822997.94,868536.7,953308.5,859662,805256.75,848664.44,870615.94,784054.94,780296.06,811551.7,744003.94,728853.5,837505.5,881411,754700.7,927817.06,850694.3,772036.9,718312.8,818536,609406.5,666561.25,766436.94,838802.06,795539.5,824305.56,868638,910497.2,681498.25
Saint Kitts and Nevis,1048818.1,953899.44,948835.5,1033782.5,938929.7,1037470.25,972587.06,1098433.1,1011040.3,1025288,1023704.06,1063350.1,1033577.3,1147895,983201.8,1066890.1,1069968,1120597.9,1124069.5,1005259.8,1070980.1,1076167,1146822.4,1071724.2,1009344.25,1042512.2,1013292,1017362.75,1126723.1,985748.8
