YEAR;FACILITY_NAME;GHGRP_ID;ADDRESS;LATITUDE;LONGITUDE;CITY;COUNTY;STATE;ZIP_CODE;PARENT_CO;SUBPARTS;NUM_SECTORS;TOTAL_REPORTED_CO2_tCO2;POWER;REFINING;IRON STEEL;CHEMICALS;CEMENT;TOTAL_CO2_tCO2
2017;23rd and 3rd;1000112;730 3rd Avenue;40.663;-74;BROOKLYN;Kings;NY;11232;NEW YORK POWER AUTHORITY (100%);C,D;1;52646;52646;0;0;0;0;52646
2017;3M COMPANY;1004206;1400 STATE DOCKS RD.;34.641667;-87.038611;DECATUR;MORGAN;AL;35609;3M CO (100%);C,L,OO;1;44689;0;0;0;44689;0;44689
2017;48th Street Peaking Station;1001106;491 E 48TH ST;42.7553;-86.0853;HOLLAND;Allegan;MI;49423;HOLLAND BOARD OF PUBLIC WORKS (100%);C,D;1;50948;50948;0;0;0;0;50948
2017;59th Street;1000766;850 12TH AVE;40.7711;-73.9911;NEW YORK;New York;NY;10019;CONSOLIDATED EDISON INC (100%);C;1;218624;218624;0;0;0;0;218624
2017;74th Street;1000767;506 E 75TH ST;40.768;-73.9515;NEW YORK;New York;NY;10021;CONSOLIDATED EDISON INC (100%);C;1;194720;194720;0;0;0;0;194720
2017;A B Brown Generating Station;1001033;8511 WELBORN ROAD;37.9053;-87.715;MOUNT VERNON;Posey;IN;47620;VECTREN CORP (100%);D;1;2155623;2155623;0;0;0;0;2155623
2017;ABBVIE LTD.;1007514;RD 2 KM 58.0;18.433237;-66.570509;BARCELONETA;BARCELONETA MUNICIPIO;PR;617;ABBVIE INC (100%);C;1;81830;0;0;0;81830;0;81830
2017;ABC COKE;1004511;ONE RAILROAD AVENUE;33.580769;-86.781281;TARRANT;JEFFERSON COUNTY;AL;35217;DRUMMOND CO INC (100%);C,Q;1;166246;0;0;166246;0;0;166246
2017;ADA COGENERATION;1002731;7575 FULTON STREET EAST;42.955455;-85.479053;ADA;KENT;MI;49355;ADA COGEN HOLDINGS LP (99.5%);C;1;95153;95153;0;0;0;0;95153
2017;ADA Carbon Solutions (Red River), LLC;1003752;201 Red River Mine Road;32.005405;-93.387829;Coushatta;RED RIVER PARISH;LA;71019;ADA CARBON SOLUTIONS LLC (100%);C;1;183754;0;0;0;183754;0;183754
2017;ADVANSIX INCORPORATED - HOPEWELL;1000630;905 EAST RANDOLPH ROAD;37.1815;-77.1621;HOPEWELL;HOPEWELL CITY;VA;23860;ADVANSIX INC (100%);C,G,PP;1;1040132;0;0;0;1040132;0;1040132
2017;AES - PUERTO RICO COGENERATION PLANT;1005310;KM 142, RTE. #3 BO. JOBOS;17.9451;-66.1503;GUAYAMA;GUAYAMA MUNICIPIO;PR;785;AES CORP (100%);C;1;2462578;2462578;0;0;0;0;2462578
2017;AES Alamitos;1001444;690 N STUDEBAKER ROAD;33.7688;-118.1009;LONG BEACH;Los Angeles;CA;90803;AES CORP (100%);D;1;591336;591336;0;0;0;0;591336
2017;AES HAWAII INC;1005972;91-086 KAOMI LP;21.306111;-158.108056;KAPOLEI;HONOLULU;HI;96707;AES CORP (100%);C;1;1462443;1462443;0;0;0;0;1462443
2017;AES Huntington Beach;1001447;21730 NEWLAND ST;33.6436;-117.9788;HUNTINGTON BEACH;Orange;CA;92646;AES CORP (100%);D;1;256287;256287;0;0;0;0;256287
2017;AES Redondo Beach;1001450;1100 N HARBOR DRIVE;33.8504;-118.395;REDONDO BEACH;Los Angeles;CA;90277;AES CORP (100%);D;1;352104;352104;0;0;0;0;352104
2017;AES SHADY POINT, LLC;1007781;3 MILES E. OF JUNCTION 31;35.1929;-94.6469;PANAMA;LE FLORE COUNTY;OK;74951;AES CORP (100%);C,PP;1;2099141;2099141;0;0;0;0;2099141
2017;AES Warrior Run;1001223;11600 MEXICO FARMS RD SE;39.5944;-78.7456;CUMBERLAND;Allegany;MD;21502;AES CORP (100%);C,D,PP;1;1223740;1223740;0;0;0;0;1223740
2017;AG Energy;1007551;21 Entrance Avenue;44.7258;-75.4417;Ogdensburg;ST. LAWRENCE COUNTY;NY;13669;AG ENERGY LP (100%);C,D;1;8096;8096;0;0;0;0;8096
2017;AGRI ENERGY LLC;1005284;502 SOUTH WALNUT AVENUE;43.648333;-96.224444;LUVERNE;ROCK;MN;56156;GEVO (100%);C,II;1;39562;0;0;0;39562;0;39562
2017;AGRIUM US BORGER NITROGEN OPERATIONS;1002380;9201 FM 1551;35.6417;-101.4228;BORGER;HUTCHINSON COUNTY;TX;79007;AGRIUM US INC (100%);C,G,PP;1;852058;0;0;0;852058;0;852058
2017;AGRIUM US INC - KFO;1004236;227515 E BOWLES ROAD;46.165957;-119.017218;KENNEWICK;BENTON;WA;99337;AGRIUM US INC (100%);C,U,V;1;10992;0;0;0;10992;0;10992
2017;AIR LIQUID LARGE INDUSTRIES US, LP;1006430;324 W EL SEGUNDO BLVD;33.916355;-118.418634;EL SEGUNDO;LOS ANGELES;CA;90245;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);P;1;629814;0;0;0;629814;0;629814
2017;AIR LIQUIDE - CORPUS CHRISTI SMR;1003724;5880 UP RIVER ROAD;27.813911;-97.472347;CORPUS CHRISTI;NUECES;TX;78407;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);P;1;375203;0;0;0;375203;0;375203
2017;AIR LIQUIDE - FREEPORT HYCO PLANT;1003730;2398 VICTORIA ROAD;28.98037;-95.38396;FREEPORT;BRAZORIA COUNTY;TX;77541;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);C,P;1;187346;0;0;0;187346;0;187346
2017;AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT;1003780;2121 PARK STREET;29.981116;-93.952389;PORT NECHES;JEFFERSON;TX;77651;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);C;1;195010;0;0;0;195010;0;195010
2017;AIR LIQUIDE AMERICA CORP;1003910;2292 Callahan Rd;32.4478;-94.6875;LONGVIEW;HARRISON COUNTY;TX;75602;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);P;1;440289;0;0;0;440289;0;440289
2017;AIR LIQUIDE AMERICA CORP.;1006115;36597 HWY 30;30.21023;-90.99085;GEISMAR;ASCENSION PARISH;LA;70734;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);C;1;324881;0;0;0;324881;0;324881
2017;AIR LIQUIDE GEISMAR UTILITY SERVICES;1003591;36183 HWY 30;30.21023;-90.99085;GEISMAR;ASCENSION PARISH;LA;70734;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);C;1;243;243;0;0;0;0;243
2017;AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT;1003748;1391 SAN PABLO AVE;38.047952;-122.256895;RODEO;CONTRA COSTA COUNTY;CA;94572;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);P;1;836850;0;0;0;836850;0;836850
2017;AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY;1003013;102 TROUSDALE RD;30.238889;-93.281944;WESTLAKE;CALCASIEU;LA;70669;AIR PRODUCTS & CHEMICALS INC (100%);P;1;754847;0;0;0;754847;0;754847
2017;AIR PRODUCTS & CHEMICALS INC - CONVENT SMR;1002754;10759 CONVENT WAY;30.10817;-90.88404;CONVENT;ST. JAMES PARISH;LA;70723;AIR PRODUCTS & CHEMICALS INC (100%);P;1;701383;0;0;0;701383;0;701383
2017;AIR PRODUCTS & CHEMICALS INC - Geismar SMR;1002698;8013 HWY 3251;30.210197;-90.988989;GEISMAR;ASCENSION PARISH;LA;70734;AIR PRODUCTS & CHEMICALS INC (100%);P,PP;1;53144;0;0;0;53144;0;53144
2017;AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY;1003009;14700 INTRACOASTAL DRIVE;30.028333;-89.901111;NEW ORLEANS;ORLEANS;LA;70129;AIR PRODUCTS & CHEMICALS INC (100%);C,P;1;288391;0;0;0;288391;0;288391
2017;AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD;1002121;110 WATERFRONT RD;38.032767;-122.07594;MARTINEZ;CONTRA COSTA COUNTY;CA;94553;AIR PRODUCTS & CHEMICALS INC (100%);P;1;776438;0;0;0;776438;0;776438
2017;AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez;1002122;;38.026667;-122.067222;MARTINEZ;CONTRA COSTA COUNTY;CA;94553;AIR PRODUCTS & CHEMICALS INC (100%);P;1;232264;0;0;0;232264;0;232264
2017;AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT;1005809;11631 US Route 23 ;38.384444;-82.598528;CATLETTSBURG;BOYD;KY;41129;AIR PRODUCTS & CHEMICALS INC (100%);P;1;176811;0;0;0;176811;0;176811
2017;AIR PRODUCTS AND CHEMICALS INC - GARYVILLE;1002727;4663 W AIRLINE HWY ;30.09959;-90.648851;GARYVILLE;ST JOHN THE BAPTIST;LA;70051;AIR PRODUCTS & CHEMICALS INC (100%);P;1;890024;0;0;0;890024;0;890024
2017;AIR PRODUCTS AND CHEMICALS INCORPORATED;1002123;5025 83RD STREET;38.529722;-121.398889;SACRAMENTO;SACRAMENTO;CA;95826;AIR PRODUCTS & CHEMICALS INC (100%);P;1;46574;0;0;0;46574;0;46574
2017;AIR PRODUCTS BAYTOWN PLANT;1002430;5503 WEST BAKER ROAD;29.757778;-95.023056;BAYTOWN;HARRIS COUNTY;TX;77520;AIR PRODUCTS & CHEMICALS INC (100%);C,P;1;360769;0;0;0;360769;0;360769
2017;AIR PRODUCTS CARSON HYDROGEN PLANT;1002257;23300 SOUTH ALAMEDA STREET;33.812778;-118.231389;CARSON;LOS ANGELES;CA;90810;AIR PRODUCTS & CHEMICALS INC (100%);P;1;612023;0;0;0;612023;0;612023
2017;AIR PRODUCTS WILMINGTON HYDROGEN PLANT;1002435;700 HENRY FORD AVENUE;33.780833;-118.241111;WILMINGTON;LOS ANGELES COUNTY;CA;90744;AIR PRODUCTS & CHEMICALS INC (100%);P;1;746996;0;0;0;746996;0;746996
2017;AK STEEL CORP MANSFIELD WORKS;1006530;913 BOWMAN STREET;40.78449;-82.52327;MANSFIELD;RICHLAND COUNTY;OH;44903;AK STEEL CORP (100%);C,Q;1;139932;0;0;139932;0;0;139932
2017;AK STEEL CORP/BUTLER WORKS;1002903;1 ARMCO DR;40.82926;-79.94273;BUTLER;BUTLER COUNTY;PA;16003;AK STEEL CORP (100%);C,Q,TT;1;270719;0;0;270719;0;0;270719
2017;AK STEEL DEARBORN WORKS;1003403;4001 MILLER RD;42.301742;-83.162934;DEARBORN;WAYNE COUNTY;MI;48120;AK STEEL CORP (100%);C,Q;1;1240300;0;0;1240300;0;0;1240300
2017;AK Steel Corporation - Middletown;1000274;1801 CRAWFORD STREET;39.4968;-84.3901;MIDDLETOWN;Butler;OH;45043;AK STEEL CORP (100%);C,Q;1;4415218;0;0;4415218;0;0;4415218
2017;ALBEMARLE CORPORATION HOUSTON PLANT;1003402;2500 N. SOUTH ST.;29.742498;-95.165513;PASADENA;HARRIS COUNTY;TX;77503;ALBEMARLE CORP (100%);C;1;45105;0;0;0;45105;0;45105
2017;ALBEMARLE CORPORATION-SOUTH PLANT;1004307;2270 HWY 79 SOUTH OF MAGNOLIA;33.1756;-93.2169;MAGNOLIA;COLUMBIA COUNTY;AR;71753;ALBEMARLE CORP (100%);C;1;80084;0;0;0;80084;0;80084
2017;ALON REFINING KROTZ SPRINGS INC;1007622;356 S. LEVEE RD;30.526504;-91.748383;KROTZ SPRINGS;ST. LANDRY PARISH;LA;70750;ALON USA LP (100%);C,MM,Y;1;546140;0;546140;0;0;0;546140
2017;ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX;1007401;1019 HAVERHILL OHIO FURNACE ROAD;38.59167;-82.81944;HAVERHILL;SCIOTO COUNTY;OH;45636;ALTIVIA PETROCHEMICALS LLC (100%);C;1;24301;0;0;0;24301;0;24301
2017;ALTON STEEL COMPANY;1003268;#5 CUT ST.;38.88321;-90.14503;ALTON;MADISON COUNTY;IL;62002;ALTON STEEL INC (100%);C,Q;1;33914;0;0;33914;0;0;33914
2017;AMEA Sylacauga Plant;1007178;125 THOMPSON LANE;33.1661;-86.2825;SYLACAUGA;Talladega;AL;35150;ALABAMA MUNICIPAL ELECTRIC AUTHORITY (100%);D;1;14823;14823;0;0;0;0;14823
2017;AMERICAN ACRYL PASADENA;1004732;4631 Old Hwy 146, Suite B;29.62132;-95.06676;PASADENA;HARRIS;TX;77507;ARKEMA AMERICAS (50%);;;;;;;;;
2017;AMERICAN REFINING GROUP INC;1005590;77 NORTH KENDALL AVENUE;41.965472;-78.633108;BRADFORD;MCKEAN;PA;16701;AMERICAN REFINING GROUP INC (100%);C,MM,Y;1;114777;0;114777;0;0;0;114777
2017;AMERICAS STYRENICS LLC - ST JAMES PLANT;1001962;9901 HWY 18;30.08013;-90.916;ST. JAMES;ST. JAMES PARISH;LA;70086;CHEVRON CORP (50%);;;;;;;;;
2017;AMGEN MANUFACTURING, LIMITED;1005072;RD 31 KM 24.6;18.235793;-65.904429;JUNCOS;JUNCOS;PR;777;AMGEN INC (100%);C;1;28052;0;0;0;28052;0;28052
2017;AMP Fremont Energy Center;1008730;1275 Miarer Rd;41.3771;-83.1615;Fremont;SANDUSKY COUNTY;OH;43420;AMERICAN MUNICIPAL POWER (100%);D;1;1174184;1174184;0;0;0;0;1174184
2017;ANGUS CHEMICAL CO;1002263;350 LOUISIANA HIGHWAY 2;32.6907;-92.0826;STERLINGTON;OUACHITA PARISH;LA;71280;ARUBA INVESTMENTS INC (100%);C,V;1;92627;0;0;0;92627;0;92627
2017;ANIMAS POWER PLANT;1005490;501 MCCORMICK SCHOOL ROAD;36.72488;-108.19144;FARMINGTON;SAN JUAN COUNTY;NM;87401;CITY OF FARMINGTON (100%);C;1;9905;9905;0;0;0;0;9905
2017;ANP Bellingham Energy Company, LLC;1006864;155 MAPLE ST;42.1113;-71.4529;BELLINGHAM;Norfolk;MA;2019;DYNEGY INC (100%);C,D;1;749949;749949;0;0;0;0;749949
2017;ANP Blackstone Energy Company, LLC;1006657;204 ELM ST;42.0575;-71.5172;BLACKSTONE;Worcester;MA;1504;DYNEGY INC (100%);C,D;1;785363;785363;0;0;0;0;785363
2017;APACHE NITROGEN PRODUCTS - PLANT;1001908;1436 SOUTH APACHE POWDER ROAD;31.88;-110.24;St. David;COCHISE COUNTY;AZ;85630;FREEPORT MCMORAN COPPER & GOLD (50%);;;;;;;;;
2017;APS Saguaro Power Plant;1001423;MAIL POST 228;32.5517;-111.3;RED ROCK;Pinal;AZ;85245;PINNACLE WEST CAPITAL CORP (100%);C,D;1;39029;39029;0;0;0;0;39029
2017;APS West Phoenix Power Plant;1001422;4606 WEST HADLEY;33.4417;-112.1583;PHOENIX;Maricopa;AZ;85043;PINNACLE WEST CAPITAL CORP (100%);C,D;1;1277156;1277156;0;0;0;0;1277156
2017;ARCELORMITTAL BURNS HARBOR LLC;1003962;250 W US 12;41.627864;-87.143816;BURNS HARBOR;PORTER COUNTY;IN;46304;ARCELORMITTAL USA (100%);C,Q;1;10131400;0;0;10131400;0;0;10131400
2017;ARCELORMITTAL MONESSEN;1005025;345 DONNER AVENUE;40.161547;-79.883469;MONESSEN;WESTMORELAND COUNTY;PA;15062;ARCELORMITTAL USA (100%);C,Q;1;166512;0;0;166512;0;0;166512
2017;ARCELORMITTAL PLATE LLC;1003668;139 MODENA RD;39.98301;-75.82791;COATESVILLE;CHESTER COUNTY;PA;19320;ARCELORMITTAL USA (100%);C,Q;1;175829;0;0;175829;0;0;175829
2017;ARCELORMITTAL RIVERDALE LLC;1006325;13500 S PERRY AVE;41.656474;-87.625847;RIVERDALE;COOK COUNTY;IL;60827;ARCELORMITTAL USA (100%);C,Q;1;157163;0;0;157163;0;0;157163
2017;ARCELORMITTAL STEELTON LLC/STEELTON;1004215;215 S FRONT ST;40.23258;-76.83645;STEELTON;DAUPHIN COUNTY;PA;17113;ARCELORMITTAL USA (100%);C,Q;1;103023;0;0;103023;0;0;103023
2017;ARCELORMITTAL WARREN  (0278000648);1003380;2234 MAIN AVE SW;41.211242;-80.81682;WARREN;TRUMBULL COUNTY;OH;44481;ARCELORMITTAL USA (100%);C,Q;1;203418;0;0;203418;0;0;203418
2017;ARGOS CEMENT LLC. - ROBERTA PLANT;1006659;8039 HIGHWAY 25;33.1043;-86.7985;CALERA;SHELBY COUNTY;AL;35040;ARGOS USA (100%);C,H;1;632557;0;0;0;0;632557;632557
2017;ARGOS USA -Martinsburg;1007566;1826 SOUTH QUEEN STREET;39.434879;-77.977911;MARTINSBURG;BERKELEY COUNTY;WV;25401;ARGOS USA (100%);C,H;1;834065;0;0;0;0;834065;834065
2017;ARIZONA CHEMICAL COMPANY;1002442;2 EVERITT AVE., S. END;30.143939;-85.618924;PANAMA CITY;BAY COUNTY;FL;32401;ARIZONA CHEMICAL CO LLC (100%);C;1;68270;0;0;0;68270;0;68270
2017;ARK STEEL ASSOCIATES;1005801;2803 VAN DYKE ROAD;35.648518;-91.244662;NEWPORT;JACKSON COUNTY;AR;72112;ARKANSAS STEEL ASSOCIATES LLC (100%);C,Q;1;84252;0;0;84252;0;0;84252
2017;ARKEMA BEAUMONT PLANT;1006644;2810 GULF STATES ROAD;30.060226;-94.058976;BEAUMONT;JEFFERSON;TX;77701;ARKEMA AMERICAS (100%);C;1;51652;0;0;0;51652;0;51652
2017;ARKEMA INC CLEAR LAKE;1006797;9502 BAYPORT BLVD STE B;29.624369;-95.062877;PASADENA;HARRIS COUNTY;TX;77507;ARKEMA AMERICAS (100%);C;1;56819;0;0;0;56819;0;56819
2017;ARKEMA, INC.;1005721;4444 INDUSTRIAL PARKWAY;37.056699;-88.365727;CALVERT CITY;MARSHALL COUNTY;KY;42029;ARKEMA AMERICAS (100%);C,L,OO;1;71404;0;0;0;71404;0;71404
2017;ARMSTRONG CEMENT & SUPPLY;1006785;100 CLEARFIELD ROAD;40.7948;-79.70017;CABOT;BUTLER COUNTY;PA;16023;SNYDER ASSOCIATED COMPANIES INC (100%);C,H;1;180964;0;0;0;0;180964;180964
2017;ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU FACILITY;1002190;;29.2567;-95.2144;ALVIN;BRAZORIA COUNTY;TX;77512;ASCEND PERFORMANCE MATERIALS LLC (100%);C,X;1;572818;0;0;0;572818;0;572818
2017;ASH GROVE CEMENT CO-CHANUTE PLANT;1002665;1801 NORTH SANTA FE STREET;37.698786;-95.459748;CHANUTE;NEOSHO COUNTY;KS;66720;ASH GROVE CEMENT CO (100%);C,H;1;1112124;0;0;0;0;1112124;1112124
2017;ASH GROVE CEMENT COMPANY;1002421;900 GIFCO ROAD;32.51993;-97.0068;MIDLOTHIAN;ELLIS;TX;76065;ASH GROVE CEMENT CO (100%);C,H;1;673959;0;0;0;0;673959;673959
2017;ASH GROVE CEMENT COMPANY-DURKEE;1002527;33060 SHIRTTAIL CREEK ROAD;44.5428;-117.4218;DURKEE;BAKER COUNTY;OR;97905;ASH GROVE CEMENT CO (100%);C,H;1;714875;0;0;0;0;714875;714875
2017;ASH GROVE CEMENT COMPANY-Louisville;1007552;16215 HWY. 50;41.005565;-96.154917;LOUISVILLE;CASS COUNTY;NE;68037;ASH GROVE CEMENT CO (100%);C,H;1;709203;0;0;0;0;709203;709203
2017;ASH GROVE CEMENT COMPANY-MONTANA CITY;1002531;100 HIGHWAY 518;46.54448;-111.92062;CLANCY;JEFFERSON COUNTY;MT;59634;ASH GROVE CEMENT CO (100%);C,H;1;280765;0;0;0;0;280765;280765
2017;ASH GROVE CEMENT COMPANY-SEATTLE;1002537;3801 EAST MARGINAL WAY SOUTH;47.56799;-122.34255;SEATTLE;KING COUNTY;WA;98134;ASH GROVE CEMENT CO (100%);H;1;355217;0;0;0;0;355217;355217
2017;ASH GROVE CEMENT-FOREMAN;1007606;4343 HWY 108;33.6953;-94.423;Foreman;LITTLE RIVER COUNTY;AR;71836;ASH GROVE CEMENT CO (100%);C,H;1;747644;0;0;0;0;747644;747644
2017;ASHLEY Energy LLC;1003496;1 ASHLEY STREET;38.63639;-90.18108;SAINT LOUIS;ST. LOUIS CITY;MO;63102;Ashley Energy LLC (100%);C;1;54013;54013;0;0;0;0;54013
2017;ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC;1004576;17-10 STEINWAY ST;40.7825;-73.8964;ASTORIA;QUEENS;NY;11105;ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC (100%);D;1;2309409;2309409;0;0;0;0;2309409
2017;Aberdeen Generating Station;1010630;421 30th Ave SW;45.45807;-98.50242;Aberdeen;BROWN;SD;57401;NORTHWESTERN ENERGY (100%);C,D;1;7634;7634;0;0;0;0;7634
2017;Acadia Power Station;1001347;30385 CROWLEY EUNICE HWY;30.4284;-92.4112;EUNICE;Acadia;LA;70535;CLECO CORPORATE HOLDINGS LLC (50%);;;;;;;;;
2017;Ackerman Combined Cycle;1000125;2510 PENSACOLA ROAD;33.3806;-89.2039;ACKERMAN;Choctaw;MS;39735;;D;1;1275841;1275841;0;0;0;0;1275841
2017;Addis Carbon Black Plant;1000603;5221 Sid Richardson Road;30.3288;-91.2792;Addis;WEST BATON ROUGE PARISH;LA;70710;SID RICHARDSON CARBON & ENERGY CO (100%);C,X;1;318161;0;0;0;318161;0;318161
2017;AdvanSix Resins & Chemicals LLC;1000089;2501 MARGARET STREET;40.0067;-75.0686;PHILADELPHIA;Philadelphia;PA;19137;ADVANSIX INC (100%);C;1;152031;0;0;0;152031;0;152031
2017;Advanced Tri-Gen Power Systems, LLC;1006553;1823 East Neal Lane;40.843013;-89.564082;Mossville;PEORIA COUNTY;IL;61552;CATERPILLAR INC (100%);C;1;138489;138489;0;0;0;0;138489
2017;Afton Generating Station;1006556;10100 WEST AFTON ROAD;32.1134;-106.848;LA MESA;Dona Ana;NM;88044;PNM RESOURCES INC (100%);C,D;1;181290;181290;0;0;0;0;181290
2017;Agua Fria Generating Station;1007206;7302 W NORTHERN AVE;33.5542;-112.2161;GLENDALE;Maricopa;AZ;85303;SALT RIVER PROJECT (100%);C,D;1;135590;135590;0;0;0;0;135590
2017;Agua Mansa Power;1000423;2040 AGUA MANSA ROAD;34.0414;-117.3603;COLTON;San Bernardino;CA;92324;CITY OF COLTON CA (100%);D;1;6489;6489;0;0;0;0;6489
2017;Air Liquide Hydrogen Plant;1007253;8581 South Texas Road;48.467675;-122.553982;Anacortes;SKAGIT COUNTY;WA;98221;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);P;1;63461;0;0;0;63461;0;63461
2017;Air Liquide Large Industries US - SMR;1006711;11400 Bay Area Blvd.;29.623333;-95.045833;Pasadena;HARRIS COUNTY;TX;77507;AMERICAN AIR LIQUIDE HOLDINGS INC (100%);P;1;657652;0;0;0;657652;0;657652
2017;Air Products LLC - Corpus Christi;1004442;5401 Up River Road;27.809555;-97.457489;Corpus Christi;NUECES;TX;78407;AIR PRODUCTS & CHEMICALS INC (100%);P;1;197436;0;0;0;197436;0;197436
2017;Air Products LLC - Pasadena SMR;1006943;1435 Highway 225;29.716191;-95.194361;Pasadena;HARRIS COUNTY;TX;77506;AIR PRODUCTS & CHEMICALS INC (100%);P;1;562436;0;0;0;562436;0;562436
2017;Air Products La Porte Facility;1003160;10202 Strang Rd;29.702;-95.071;La Porte;HARRIS COUNTY;TX;77571;AIR PRODUCTS & CHEMICALS INC (100%);C,D;1;86834;86834;0;0;0;0;86834
2017;Air Products Port Arthur Facility;1006402;1801 S Gulfway Dr within Valero Refinery;29.859444;-93.965833;Port Arthur;JEFFERSON;TX;77640;AIR PRODUCTS & CHEMICALS INC (100%);C,P,PP;1;2618394;0;0;0;2618394;0;2618394
2017;Air Products and Chemicals - Norco SMR;1011460;14885 Airline Drive;30.0169;-90.40874;Norco;ST JOHN THE BAPTIST;LA;70079;AIR PRODUCTS & CHEMICALS INC (100%);P;1;1169458;0;0;0;1169458;0;1169458
2017;Air Products and Chemicals Inc. Luling SMR Facility;1010506;12501 River Road B;29.92444;-90.352217;Luling;ST. CHARLES PARISH;LA;70070;AIR PRODUCTS & CHEMICALS INC (100%);P;1;722823;0;0;0;722823;0;722823
2017;Air Products and Chemicals Inc./Detroit Hydrogen Facility Marathon Refinery;1010625;1025 Oakwood Blvd;42.28689;-83.15642;Detroit;WAYNE COUNTY;MI;48217;AIR PRODUCTS & CHEMICALS INC (100%);P;1;371991;0;0;0;371991;0;371991
2017;Air Products and Chemicals, Inc. - BR SMR;1004586;2 Gulf States Utility Rd;30.493536;-91.187226;Baton Rouge, La;EAST BATON ROUGE PARISH;LA;70805;AIR PRODUCTS & CHEMICALS INC (100%);P;1;934705;0;0;0;934705;0;934705
2017;Air Products and Chemicals, Inc. - Joliet, IL H2 Plant;1005852;25915 S.E. Frontage Road (c/o ExxonMobil);41.413831;-88.18346;Channahon;WILL COUNTY;IL;60410;AIR PRODUCTS & CHEMICALS INC (100%);P;1;98269;0;0;0;98269;0;98269
2017;Akzo Nobel Functional Chemicals, LLC;1010593;13440 Highway 43 North;30.969439;-88.0175;Axis;MOBILE COUNTY;AL;36505;AKZO NOBEL CHEMICALS INC (100%);C;1;22691;0;0;0;22691;0;22691
2017;Alamo San Antonio Cement Plant;1007208;6055 West Green Mountain Road;29.610148;-98.367792;San Antonio;BEXAR COUNTY;TX;78266;ALAMO CEMENT CO (100%);H;1;805066;0;0;0;0;805066;805066
2017;Alaska Village Electric Cooperative, Inc.;1010937;4831 Eagle Street;61.17697;-149.87559;Anchorage;ANCHORAGE MUNICIPALITY;AK;99503;ALASKA VILLAGE ELECTRIC COOPERATIVE (100%);C;1;30752;30752;0;0;0;0;30752
2017;Albemarle Corporation Bayport Plant;1003570;13000 Bay Park Road;29.64174;-95.0654;Pasadena;HARRIS COUNTY;TX;77507;ALBEMARLE CORP (100%);C;1;112353;0;0;0;112353;0;112353
2017;Alcon Vision, LLC;1003448;6201 SOUTH FREEWAY;32.65784;-97.32095;FORT WORTH;TARRANT COUNTY;TX;76134;ALCON LABORATORIES INC (100%);C;1;33915;0;0;0;33915;0;33915
2017;Alex Ty Cooke Generating Station;1000955;3500 E SLATON HWY;33.5211;-101.7906;LUBBOCK;Lubbock;TX;79404;CITY OF LUBBOCK TEXAS (100%);C,D;1;2557;2557;0;0;0;0;2557
2017;Algonquin Power Sanger, LLC;1005044;1125 Muscat Avenue;36.68508;-119.55227;Sanger;FRESNO COUNTY;CA;93657;ALGONQUIN POWER & UTILITIES CORP (100%);C;1;39363;39363;0;0;0;0;39363
2017;Algonquin Power Windsor Locks, LLC;1006409;26 CANAL BANK RD;41.9227;-72.6255;WINDSOR LOCKS;Hartford;CT;6096;ALGONQUIN POWER & UTILITIES CORP (100%);C,D;1;89809;89809;0;0;0;0;89809
2017;Allegany Generating Station;1001217;11537 ROUTE 19A;42.5083;-78.0661;Portageville;Allegany;NY;14536;ALLIANCE ENERGY GROUP (100%);C,D;1;15488;15488;0;0;0;0;15488
2017;Allegheny & Tsingshan Stainless, LLC;1004729;952 Tenth Street;40.63537;-80.44903;Midland;BEAVER COUNTY;PA;15059;ALLEGHENY TECHNOLOGIES INC (100%);C,Q;1;589;0;0;589;0;0;589
2017;Allen;1000916;2574 PLANT RD;35.0742;-90.1439;MEMPHIS;Shelby;TN;38109;;C,D;1;3609577;3609577;0;0;0;0;3609577
2017;Allen S King;1000691;1103 KING PLANT RD;45.03;-92.7786;OAK PARK HEIGHTS;Washington;MN;55003;XCEL ENERGY (100%);C,D;1;2938999;2938999;0;0;0;0;2938999
