YEAR;FACILITY_NAME;GHGRP_ID;ADDRESS;LATITUDE;LONGITUDE;CITY;COUNTY;STATE;ZIP_CODE;PARENT_CO;SUBPARTS;NUM_SECTORS;TOTAL_REPORTED_CO2_tCO2;POWER;REFINING;IRON STEEL;CHEMICALS;CEMENT;TOTAL_CO2_tCO2
2017;Carr Street Generating Station;1001257;64 CARR ST;43.0611;-76.0819;EAST SYRACUSE;Onondaga;NY;13057;BROOKFIELD RENEWABLE ENERGY PARTNERS LP (100%);C,D;1;39367;39367;0;0;0;0;39367
2017;Carroll County Energy, LLC;1013063;2061 Kensington Road;40.60652;-81.06862;Washington Township;CARROLL COUNTY;OH;44615;;C,D;1;168357;168357;0;0;0;0;168357
2017;Carson Cogeneration;1001127;8580 Laguna Station Rd;38.4461;-121.4614;ELK GROVE;Sacramento;CA;95758;CENTRAL VALLEY FINANCING AUTHORITY (100%);C,D;1;139792;139792;0;0;0;0;139792
2017;Carson Cogeneration Company;1000422;17171 S CENTRAL AVE;33.8759;-118.2491;CARSON;Los Angeles;CA;90746;CARSON ILLINOIS HOLDINGS LLC (100%);D;1;2295;2295;0;0;0;0;2295
2017;Carthage Energy;1001218;701 West End Ave;43.9842;-75.6225;Carthage;Jefferson;NY;13619;ALLIANCE ENERGY GROUP (100%);C,D;1;2398;2398;0;0;0;0;2398
2017;Carty Generating Station;1012606;73396 Tower Road;45.6933;-119.8075;Boardman;MORROW COUNTY;OR;97818;PORTLAND GENERAL ELECTRIC CO (100%);C,D;1;901962;901962;0;0;0;0;901962
2017;Carville Energy Center;1005110;4322 HIGHWAY 30;30.2292;-91.065;Saint Gabriel;IBERVILLE PARISH;LA;70776;LS Power Development, LLC (100%);D;1;1343555;1343555;0;0;0;0;1343555
2017;Cass County Station;1008168;3520 MILL ROAD;40.9472;-95.9667;PLATTSMOUTH;Cass;NE;68048;OMAHA PUBLIC POWER DISTRICT (100%);C,D;1;12645;12645;0;0;0;0;12645
2017;Castleton Power, LLC;1001206;1902 RIVER ROAD ROUTE 9J;42.5375;-73.7433;CASTLETON ON HUDSON;Rensselaer;NY;12033;CASTLETON ENERGY CENTER LLC (100%);C,D;1;79407;79407;0;0;0;0;79407
2017;Catlettsburg Refining, LLC;1007913;11631 US Route 23;38.375;-82.6042;Catlettsburg;BOYD COUNTY;KY;41129;MARATHON PETROLEUM CO LP (100%);C,MM,Y;1;2101319;0;2101319;0;0;0;2101319
2017;Cayuga;1001540;3300 North SR 63;39.9239;-87.4272;CAYUGA;Vermillion;IN;47900;DUKE ENERGY CORP (100%);C,D;1;5437251;5437251;0;0;0;0;5437251
2017;Cayuga Operating Company, LLC;1006950;228 CAYUGA DR;42.6028;-76.6336;LANSING;Tompkins;NY;14882;HEOROT POWER HOLDINGS LLC (100%);C,D;1;246967;246967;0;0;0;0;246967
2017;Cedar Bayou;1000929;7705 WEST BAY ROAD;29.7483;-94.9272;BAYTOWN;Chambers;TX;77520;NRG ENERGY INC (100%);C,D;1;966845;966845;0;0;0;0;966845
2017;Cedar Bayou 4;1000547;7705 WEST BAY ROAD;29.752;-94.923;ELDON;Chambers;TX;77523;NRG ENERGY INC (50%);;;;;;;;;
2017;Central Plains Cement Company LLC;1004385;2200 N. Courtney Road;39.144325;-94.416723;Sugar Creek;JACKSON COUNTY;MO;64050;CENTRAL PLAINS CEMENT CO LLC (100%);C,H;1;776668;0;0;0;0;776668;776668
2017;Centralia;1007310;913 BIG HANAFORD RD;46.7559;-122.8578;CENTRALIA;Lewis;WA;98531;TRANSALTA CORP (100%);C,D;1;5955750;5955750;0;0;0;0;5955750
2017;Ceredo Generating Station;1001396;1662 WALKER BRANCH ROAD;38.3681;-82.5339;HUNTINGTON;Wayne;WV;25704;AMERICAN ELECTRIC POWER (100%);C,D;1;100247;100247;0;0;0;0;100247
2017;Chalk Point;1000649;PO 10;38.5444;-76.6861;AQUASCO;Prince George's;MD;20608;NRG ENERGY INC (100%);C,D;1;815365;815365;0;0;0;0;815365
2017;Chambersburg Units 12 & 13;1000148;ALLEMAN ROAD;39.8668;-77.6859;CHAMBERSBURG;Franklin;PA;17201;LS Power Development, LLC (100%);D;1;93498;93498;0;0;0;0;93498
2017;Chamon Power LLC;1012910;18511 Beaumont Hwy;29.87449;-95.106947;Houston;HARRIS COUNTY;TX;77049;Peaker Power, LLC (100%);C,D;1;4221;4221;0;0;0;0;4221
2017;Channel Energy Center;1001408;451 LIGHT COMPANY ROAD;29.7189;-95.2319;PASADENA;Harris;TX;77506;CALPINE CORP (100%);C,D;1;1936044;1936044;0;0;0;0;1936044
2017;Channelview Cogeneration Facility;1007323;8580 Sheldon Road;29.8356;-95.1242;Houston;Harris;TX;77049;EIF CHANNELVIEW LLC (100%);D;1;2872486;2872486;0;0;0;0;2872486
2017;Chanute 2;1005778;1415 N GARFIELD;37.6953;-95.4586;CHANUTE;Neosho;KS;66720;CITY OF CHANUTE (100%);C,D;1;19456;19456;0;0;0;0;19456
2017;Charles D. Lamb Energy Center;1011999;4250 W. Doolin Avenue;36.81107;-97.12581;Ponca City;KAY COUNTY;OK;74601;OKLAHOMA MUNICIPAL POWER AUTHORITY (100%);D;1;33779;33779;0;0;0;0;33779
2017;Charles Larsen Memorial Power Plant;1001499;2002 E RD 92;28.0491;-81.9238;LAKELAND;Polk;FL;33801;CITY OF LAKELAND (100%);C,D;1;68286;68286;0;0;0;0;68286
2017;Charles R Lowman;1001418;CARSON ROAD;31.4858;-87.9106;LEROY;Washington;AL;36548;POWERSOUTH ENERGY COOPERATIVE (100%);D;1;1571197;1571197;0;0;0;0;1571197
2017;Chattahoochee Energy Facility;1001178;3459 HOLLINGSWORTH FERRY RD;33.407;-85.0387;FRANKLIN;Heard;GA;30217;OGLETHORPE POWER CORP (100%);D;1;1290156;1290156;0;0;0;0;1290156
2017;Chehalis Generation Facility;1000144;1813 BISHOP ROAD;46.6226;-122.9145;CHEHALIS;Lewis;WA;98532;BERKSHIRE HATHAWAY INC (100%);C,D;1;726426;726426;0;0;0;0;726426
2017;Chemours - Corpus Christi Plant;1006314;2500 4th Street;27.875556;-97.244722;Gregory;SAN PATRICIO;TX;78359;THE CHEMOURS CO (100%);C,L,OO;1;13798;0;0;0;13798;0;13798
2017;Chemours Belle Plant;1007916;901 WEST DU PONT AVENUE;38.2431;-81.556;BELLE;Kanawha;WV;25015;THE CHEMOURS CO (100%);C,TT;1;107445;0;0;0;107445;0;107445
2017;Chemours Johnsonville Site;1000086;1 DUPONT ROAD;36.0419;-87.9753;NEW JOHNSONVILLE;Humphreys;TN;37134;THE CHEMOURS CO (100%);C,EE;1;427169;0;0;0;427169;0;427169
2017;Chemtrade Refinery Solutions LP;1009487;1400 Otter Creek Rd.;41.681417;-83.457722;Oregon;LUCAS COUNTY;OH;43616;CHEMTRADE LOGISTICS (100%);C;1;27470;0;0;0;27470;0;27470
2017;Cherokee;1007207;6198 FRANKLIN ST;39.8078;-104.9648;DENVER;Adams;CO;80216;XCEL ENERGY (100%);C,D;1;2543616;2543616;0;0;0;0;2543616
2017;Cherokee County Cogen;1007184;132 PEOPLES CREEK RD;35.0727;-81.613;GAFFNEY;Cherokee;SC;29340;LS Power Development, LLC (100%);D;1;303185;303185;0;0;0;0;303185
2017;Chesapeake Energy Center;1000965;2701 VEPCO ST;36.7711;-76.3019;CHESAPEAKE;Chesapeake (City);VA;23323;DOMINION ENERGY INC (100%);C;1;128;128;0;0;0;0;128
2017;Chesterfield Power Station;1000964;500 COXENDALE ROAD;37.3822;-77.3833;CHESTER;Chesterfield;VA;23831;DOMINION ENERGY INC (100%);C,D;1;4527042;4527042;0;0;0;0;4527042
2017;Cheswick;1001198;100 Pittsburgh Street;40.5383;-79.7906;Springdale;Allegheny;PA;15144;NRG ENERGY INC (100%);C,D;1;1379760;1379760;0;0;0;0;1379760
2017;Chevron Cogenerating Station;1000696;200 INDUSTRIAL ROAD GATE 4;30.34;-88.492;PASCAGOULA;Jackson;MS;39568;SOUTHERN CO (100%);C,D;1;802933;802933;0;0;0;0;802933
2017;Chevron Oronite Oak Point;1007694;10285 Hwy 23 South;29.80825;-90.01;Belle Chasse;PLAQUEMINES PARISH;LA;70037;CHEVRON CORP (100%);C;1;140815;0;0;0;140815;0;140815
2017;Chevron Pascagoula Refinery;1003286;250 Industrial Road;30.343733;-88.4938;Pascagoula;JACKSON COUNTY;MS;39581;CHEVRON CORP (93.1%);;;;;;;;;
2017;Chevron Phillips Chemical Company LP Cedar Bayou Plant;1003991;9500 I-10 East;29.826;-94.921917;Baytown;HARRIS COUNTY;TX;77521;CHEVRON CORP (100%);C,X;1;1053082;0;0;0;1053082;0;1053082
2017;Cheyenne Plant;1005924;8305 Otto Road;41.0949;-104.9063;Cheyenne;LARAMIE COUNTY;WY;82001;DYNO NOBEL INC (100%);C,G,PP,V;1;320025;0;0;0;320025;0;320025
2017;Cheyenne Prairie Generating Station;1012045;6711 HR Ranch Road;41.12703;-104.72413;Cheyenne;LARAMIE COUNTY;WY;82009;BLACK HILLS CORP (100%);C,D;1;56406;56406;0;0;0;0;56406
2017;Choctaw County Gen;1000171;2446 HIGHWAY 407 WEST;33.2881;-89.4201;FRENCH CAMP;Choctaw;MS;39745;NRG ENERGY INC (100%);C,D;1;1535746;1535746;0;0;0;0;1535746
2017;Cholla;1001421;4801 FRONTAGE ROAD;34.9394;-110.3033;JOSEPH CITY;Navajo;AZ;86032;PACIFICORP (54%);;;;;;;;;
2017;Chouteau Power Plant;1001142;HWY 412B;36.2206;-95.2756;PRYOR;Mayes;OK;74362;ASSOCIATED ELECTRIC COOPERATIVE INC (100%);C,D;1;1100686;1100686;0;0;0;0;1100686
2017;Chuck Lenzie Generating Station;1000150;11405 US HIGHWAY 93;36.3853;-114.9228;APEX;Clark;NV;89124;NV ENERGY (100%);C,D;1;2520374;2520374;0;0;0;0;2520374
2017;Cimarron River;1001572;8490 ROAD R;37.1611;-100.7619;LIBERAL;Seward;KS;67901;MID KANSAS ELECTRIC CO LLC (100%);C,D;1;22402;22402;0;0;0;0;22402
2017;City Point Energy Center;1000252;912 E RANDOLPH RD;37.2939;-77.2697;HOPEWELL;Hopewell;VA;23860;AdvanSix Inc (100%);C;1;423692;423692;0;0;0;0;423692
2017;City Water & Light - City of Jonesboro;1000493;1400 HANLEY DRIVE;35.8481;-90.7257;JONESBORO;Craighead;AR;72403;CITY WATER & LIGHT OF JONESBORO (100%);C,D;1;31436;31436;0;0;0;0;31436
2017;City of Akron Steam Generating;1002328;226 OPPORTUNITY PARKWAY;41.07354;-81.53199;AKRON;SUMMIT COUNTY;OH;44307;CITY OF AKRON OHIO (100%);C;1;49649;49649;0;0;0;0;49649
2017;City of Coffeyville Light & Power;1001580;605 SANTA FE;37.0456;-95.6076;COFFEYVILLE;Montgomery;KS;67337;CITY OF COFFEYVILLE (100%);C,D;1;11159;11159;0;0;0;0;11159
2017;City of Winfield Ks.;1006486;2701 E 9th Ave;37.2376;-96.9619;Winfield;COWLEY COUNTY;KS;67156;CITY OF WINFIELD KS (100%);C,D,NN;1;991;991;0;0;0;0;991
2017;Clariant Corporation, Louisville Site, West Plant;1010761;1227 S. 12th Street;38.233611;-85.7755;Louisville;JEFFERSON;KY;40210;CLARIANT CORP (100%);C;1;26206;0;0;0;26206;0;26206
2017;Clark;1000726;5640 STEPHANIE ST;36.0875;-115.0507;LAS VEGAS;Clark;NV;89122;NV ENERGY (100%);C,D;1;466419;466419;0;0;0;0;466419
2017;Clayville;1012074;4087 S. Lincoln Ave.;39.42737;-75.01947;Vineland;CUMBERLAND COUNTY;NJ;8361;CITY OF VINELAND (100%);D;1;53043;53043;0;0;0;0;53043
2017;Clear Lake Cogeneration;1000503;9602 BAYPORT;29.6255;-95.067;PASADENA;Harris;TX;77507;CALPINE CORP (100%);D;1;5716;5716;0;0;0;0;5716
2017;Cleary Flood;1000667;1314 SOMERSET AVE;41.8653;-71.1061;TAUNTON;Bristol;MA;2780;TAUNTON MUNICIPAL LIGHTING PLANT (100%);C,D;1;38562;38562;0;0;0;0;38562
2017;Cleveland County Generating Facility;1000565;200 Elm Road ;35.1706;-81.4161;Grover;Cleveland;NC;28073;SOUTHERN CO (100%);C,D;1;481381;481381;0;0;0;0;481381
2017;Cliffside;1000832;DUKE POWER RD #1002;35.22;-81.7594;CLIFFSIDE;Cleveland;NC;28024;DUKE ENERGY CORP (100%);C,D;1;4965024;4965024;0;0;0;0;4965024
2017;Clifty Creek;1001531;1335 CLIFTY HOLLOW ROAD;38.7383;-85.4192;MADISON;Jefferson;IN;47250;OHIO VALLEY ELECTRIC CORP (100%);C,D;1;6185381;6185381;0;0;0;0;6185381
2017;Clinch River;1007359;STATE ROUTE 82;36.9333;-82.1997;CLEVELAND;Russell;VA;24225;AMERICAN ELECTRIC POWER (100%);C,D;1;151905;151905;0;0;0;0;151905
2017;Clover Power Station;1001093;4091 Clover Rd;36.8692;-78.7046;CLOVER;Halifax;VA;24534;DOMINION ENERGY INC (50%);;;;;;;;;
2017;Coal Creek;1007429;2875 3RD ST SW;47.3761;-101.1567;UNDERWOOD;McLean;ND;58576;GREAT RIVER ENERGY (100%);C,D,II;1;8115561;8115561;0;0;0;0;8115561
2017;Coalinga Cogeneration Facility;1007204;32812 WEST GALE AVE;36.1807;-120.3885;COALINGA;Fresno;CA;93210;CHEVRON CORP (100%);D,DD;1;0;0;0;0;0;0;0
2017;Coffeen;1006889;134 CIPS LANE;39.0586;-89.4031;COFFEEN;Montgomery;IL;62017;DYNEGY INC (100%);C,D;1;5617762;5617762;0;0;0;0;5617762
2017;Coffeyville Municipal Light and Power Generating Facility No. 2;1012981;2601 N. 5th Industrial Street;37.092883;-95.585053;Coffeyville;MONTGOMERY COUNTY;KS;67337;CITY OF COFFEYVILLE (100%);C;1;29186;29186;0;0;0;0;29186
2017;Coffeyville Resources Refining & Marketing, LLC;1004381;400 North Linden Street;37.047556;-95.606106;Coffeyville;MONTGOMERY COUNTY;KS;67337;CVR ENERGY INC (100%);C,MM,P,Y;2;1184598;0;1121324;0;63273;0;1184597
2017;Colbert;1007829;900 STEAM PLANT RD;34.7439;-87.8486;TUSCUMBIA;Colbert;AL;35674;;C;1;13265;13265;0;0;0;0;13265
2017;Coleman;1001599;4982 RIVER ROAD;37.9628;-86.7917;HAWESVILLE;Hancock;KY;42348;BIG RIVERS ELECTRIC CORP (100%);C,D;1;32;32;0;0;0;0;32
2017;Coleto Creek;1001038;FM 2987 OFF HWY 59;28.7128;-97.2142;FANNIN;Goliad;TX;77960;DYNEGY INC (100%);D;1;3924304;3924304;0;0;0;0;3924304
2017;Colorado Bend I;1000483;3863 S SH 60 HWY;29.2878;-96.0683;WHARTON;Wharton;TX;77488;EXELON CORP (100%);D;1;993441;993441;0;0;0;0;993441
2017;Colorado Bend II;1013024;4023 South State Hwy 60;29.2878;-96.0683;Wharton;WHARTON COUNTY;TX;77488;;C,D;1;1166927;1166927;0;0;0;0;1166927
2017;Colorado Energy Nations Company LLC (Golden Facility);1003568;1003 Vasquez Street;39.760555;-105.215;GOLDEN;JEFFERSON;CO;80401;ENGIE NORTH AMERICA INC (100%);C;1;310475;310475;0;0;0;0;310475
2017;Colstrip;1001020;1 WAREHOUSE ROAD;45.8831;-106.614;COLSTRIP;Rosebud;MT;59323;PACIFICORP (7.1%);;;;;;;;;
2017;Columbia;1001186;W8375 MURRAY RD;43.4864;-89.4203;PARDEEVILLE;Columbia;WI;53954;ALLIANT ENERGY CORP (46.2%);;;;;;;;;
2017;Columbia;1000709;1501 BUSINESS LOOP 70 E;38.9658;-92.3175;COLUMBIA;Boone;MO;65205;CITY OF COLUMBIA MISSOURI (100%);C,D;1;5973;5973;0;0;0;0;5973
2017;Columbia Energy Center (SC);1006999;100 CALPINE WAY;33.8692;-81.0183;GASTON;Calhoun;SC;29053;LS Power Development, LLC (100%);C,D;1;762910;762910;0;0;0;0;762910
2017;Colver Power Project;1001204;141 INTERPOWER DRIVE;40.55;-78.8;COLVER;Cambria;PA;15927;INTER-POWER/AHL/CON PARTNERS LP (100%);D;1;975344;975344;0;0;0;0;975344
2017;Comanche (470);1001462;2005 LIME RD;38.2081;-104.5747;PUEBLO;Pueblo;CO;81006;XCEL ENERGY (82.54%);;;;;;;;;
2017;Comanche (8059);1001191;6601 SE 60TH ST;34.5431;-98.3244;LAWTON;Comanche;OK;73501;AMERICAN ELECTRIC POWER (100%);D;1;58775;58775;0;0;0;0;58775
2017;Commonwealth Chesapeake;1007538;3415 WHITE OAK WAY;37.9892;-75.54;NEW CHURCH;Accomack;VA;23415;TYR ENERGY (100%);D;1;57962;57962;0;0;0;0;57962
2017;Compass Minerals Ogden Inc;1009764;765 N 10500 W;41.27017;-112.22377;Ogden;WEBER COUNTY;UT;84404;COMPASS MINERALS (100%);C;1;88556;0;0;0;88556;0;88556
2017;Concord;1001086;N8914 COUNTY HIGHWAY E;43.1669;-88.69;WATERTOWN;Jefferson;WI;53094;WEC ENERGY GROUP (100%);D;1;63992;63992;0;0;0;0;63992
2017;Conemaugh;1000877;1442 POWER PLANT ROAD;40.3842;-79.0611;NEW FLORENCE;Indiana;PA;15944;UGI CORP (5.97%);;;;;;;;;
2017;Conesville;1000845;STATE ROUTE 16;40.1842;-81.8811;CONESVILLE;Coshocton;OH;43811;AMERICAN ELECTRIC POWER (92.61%);;;;;;;;;
2017;ConocoPhillips Alaska Inc - KRU CPF1;1005789;;70.3233;-149.605;North Slope;NORTH SLOPE BOROUGH;AK;0;CONOCOPHILLIPS (54.13%);;;;;;;;;
2017;Coolidge Generating Station;1007962;T6S, R8E, Section 10;32.9175;-111.5041;Randolph;Pinal;AZ;85128;TRANSCANADA ENERGY USA INC (100%);D;1;89748;89748;0;0;0;0;89748
2017;Cooper River Partners, LLC;1007442;1588 Bushy Park Road;32.986764;-79.932948;Goose Creek;BERKELEY;SC;29445;COOPER RIVER PARTNERS LLC (100%);C;1;39925;39925;0;0;0;0;39925
2017;Cope Station;1001092;405 TEAMWORK ROAD;33.3642;-81.03;COPE;Orangeburg;SC;29038;SCANA CORP (100%);C,D;1;1937661;1937661;0;0;0;0;1937661
2017;Copper Station;1000540;651 HAWKINS BLVD;31.7569;-106.375;EL PASO;El Paso;TX;79915;EL PASO ELECTRIC CO (100%);C;1;17329;17329;0;0;0;0;17329
2017;Cordova Energy Company;1001354;24712 192ND AVE NORTH;41.7146;-90.2802;CORDOVA;Rock Island;IL;61242;WALTER SCOTT JR (9.2%);;;;;;;;;
2017;Cornerstone Chemical Company;1004570;10800 River Road;29.958889;-90.270472;Waggaman;JEFFERSON;LA;70094;HIG BBC HOLDINGS CORP (100%);C,X;1;357476;0;0;0;357476;0;357476
2017;Corpus Christi Energy Center;1001363;3952 BUDDY LAWRENCE DRIVE;27.8139;-97.4283;CORPUS CHRISTI;Nueces;TX;78407;CALPINE CORP (100%);C,D;1;1307880;1307880;0;0;0;0;1307880
2017;Corpus Christi Terminal Condensate Splitter;1012506;1802 Poth Lane;27.811441;-97.431765;Corpus Christi;NUECES COUNTY;TX;78407;MAGELLAN PROCESSING HOLDINGS LP (100%);C,MM,Y;1;53320;0;53320;0;0;0;53320
2017;Cos-Mar Company, Styrene Monomer Plant;1006565;6325 Highway 75;30.225083;-91.069424;Carville;IBERVILLE PARISH;LA;70721;SABIC INNOVATIVE PLASTICS HOLDING US LP (50%);;;;;;;;;
2017;Cosumnes Power Plant;1000323;14295A Clay East Road;38.3383;-121.1239;HERALD;Sacramento;CA;95638;SACRAMENTO MUNICIPAL UTILITY DISTRICT FINANCING AUTHORITY (100%);D;1;1224624;1224624;0;0;0;0;1224624
2017;Cottage Grove Cogeneration;1001291;9525 105TH ST COURT S;44.7956;-92.9119;COTTAGE GROVE;Washington;MN;55016;DE SHAW & CO (38.22%);;;;;;;;;
2017;Cottonwood Energy Project;1007303;976 COUNTY ROAD 4213;30.2588;-93.7353;DEWEYVILLE;Newton;TX;77614;NRG ENERGY INC (100%);C,D;1;2493059;2493059;0;0;0;0;2493059
2017;Coughlin Power Station;1001603;2180 ST LANDRY HWY;30.8442;-92.2606;ST. LANDRY;Evangeline;LA;71367;CLECO CORP (100%);D;1;952550;952550;0;0;0;0;952550
2017;Covanta Niagara;1001245;100 ENERGY BOULEVARD & 56TH STREET;43.0839;-79.0056;NIAGARA FALLS;Niagara;NY;14304;COVANTA ENERGY (100%);C,D;1;381128;381128;0;0;0;0;381128
2017;Coyote;1007420;6240 13TH ST SW;47.2217;-101.8139;BEULAH;Mercer;ND;58523;OTTER TAIL CORP (35%);;;;;;;;;
2017;Coyote Springs;1001119;200 ULLMAN BLVD;45.8486;-119.6744;BOARDMAN;Morrow;OR;97818;AVISTA CORP (50%);;;;;;;;;
2017;Craig;1001008;2101 S RANNEY;40.4627;-107.5912;CRAIG;Moffat;CO;81626;XCEL ENERGY (6.37%);;;;;;;;;
2017;Craven County Wood Energy;1007732;201 Executive Parkway;35.1285;-77.17;New Bern;CRAVEN COUNTY;NC;28562;CMS ENERGY CORP (50%);;;;;;;;;
2017;Crete Energy Park;1001384;25400 HARTMAN DRIVE;41.4297;-87.6187;CRETE;Will;IL;60417;ARCLIGHT CAPITAL PARTNERS LLC (100%);C,D;1;25445;25445;0;0;0;0;25445
2017;Crist Electric Generating Plant;1006702;11999 PATE ST;30.5661;-87.2289;PENSACOLA;Escambia;FL;32514;SOUTHERN CO (100%);D;1;3421553;3421553;0;0;0;0;3421553
2017;Cristal USA Inc. - Plant 1;1001839;2900 MIDDLE RD.;41.893938;-80.749268;ASHTABULA;ASHTABULA COUNTY;OH;44004;CRISTAL USA INC (100%);C,EE;1;144006;0;0;0;144006;0;144006
2017;Cristal USA Inc. - Plant 2;1006866;2426 Middle Road;41.889223;-80.763715;Ashtabula;ASHTABULA COUNTY;OH;44004;CRISTAL USA INC (100%);C,EE;1;316713;0;0;0;316713;0;316713
2017;Criterion Catalysts and Technologies L.P.;1010792;1699 Catalyst Drive;30.4943;-91.21708;Port Allen;WEST BATON ROUGE PARISH;LA;70767;SHELL OIL CO (100%);C;1;44590;0;0;0;44590;0;44590
2017;Cross;1001427;553 CROSS STATION ROAD;33.3692;-80.1119;PINEVILLE;Berkeley;SC;29468;SANTEE COOPER (100%);D;1;8451826;8451826;0;0;0;0;8451826
2017;Crossroads Energy Center (CPU);1000152;240 HICKS ST;34.183;-90.5621;CLARKSDALE;Coahoma;MS;38614;CLARKSDALE PUBLIC UTILITIES COMMISSION (100%);C;1;2377;2377;0;0;0;0;2377
2017;Crystal River Power Plant;1001487;15760 WEST POWERLINE ST;28.9594;-82.7003;CRYSTAL RIVER;Citrus;FL;34428;DUKE ENERGY CORP (100%);D,TT;1;9643149;9643149;0;0;0;0;9643149
2017;Culbertson Station;1000563;5419 Road 1016;48.2104;-104.3919;Culbertson;Roosevelt;MT;59218;BASIN ELECTRIC POWER COOPERATIVE (100%);D;1;26011;26011;0;0;0;0;26011
2017;Cumberland;1007639;815 CUMBERLAND CITY RD;36.3903;-87.6539;CUMBERLAND CITY;Stewart;TN;37050;;C,D;1;9534061;9534061;0;0;0;0;9534061
2017;Cumberland Energy Center;1006939;4001 EAST MAIN ST;39.3757;-74.9654;MILLVILLE;Cumberland;NJ;8332;CALPINE CORP (100%);C,D;1;85701;85701;0;0;0;0;85701
2017;Cunningham;1000755;13M W OF HOBBS ON HWY 62/180;32.7131;-103.3533;HOBBS;Lea;NM;88240;XCEL ENERGY (100%);C,D;1;537215;537215;0;0;0;0;537215
2017;Currant Creek Power Project;1000436;2096 WEST 300 NORTH;39.8223;-111.894;MONA;Juab;UT;84645;BERKSHIRE HATHAWAY INC (100%);C,D;1;504793;504793;0;0;0;0;504793
2017;Curtis H. Stanton Energy Center;1001472;5100 S ALAFAYA TRAIL;28.4836;-81.1686;ORLANDO;Orange;FL;32831;ORLANDO UTILITIES COMMISSION (100%);D;1;5150932;5150932;0;0;0;0;5150932
2017;D B Wilson;1001066;State Highway 85 ;37.4497;-87.0803;Island;Ohio;KY;42350;BIG RIVERS ELECTRIC CORP (100%);C,D;1;2951413;2951413;0;0;0;0;2951413
2017;D G Hunter;1006862;1011 North Third Street;31.321;-92.4626;Alexandria;RAPIDES PARISH;LA;71301;CITY OF ALEXANDRIA LA (100%);C;1;71709;71709;0;0;0;0;71709
2017;DAIKIN AMERICA INC.;1005062;905 STATE DOCKS ROAD;34.62996;-87.03844;DECATUR;MORGAN COUNTY;AL;35601;DAIKIN AMERICA INC (100%);C,L,O,OO;1;43450;0;0;0;43450;0;43450
2017;DELTECH CORP - BATON ROUGE FACILITY;1002789;11911 SCENIC HIGHWAY;30.553364;-91.202428;BATON ROUGE;EAST BATON ROUGE PARISH;LA;70807;DELTECH CORP (100%);C;1;97005;0;0;0;97005;0;97005
2017;DETROIT REFINERY;1006388;1300 SOUTH FORT STREET;42.282182;-83.158756;DETROIT;WAYNE COUNTY;MI;48217;MARATHON PETROLEUM CO LP (100%);C,MM,Y;1;817408;0;817408;0;0;0;817408
2017;DIAMOND SHAMROCK REFINING VALERO;1008310;301 LEROY ST.;28.456667;-98.190277;THREE RIVERS;LIVE OAK COUNTY;TX;78071;VALERO ENERGY CORP (100%);C,MM,Y;1;573815;0;573815;0;0;0;573815
2017;DISTRICT ENERGY ST PAUL INC-HANS O NYMAN;1006101;76 KELLOGG BOULEVARD WEST;44.94333;-93.096815;SAINT PAUL;RAMSEY COUNTY;MN;55102;DISTRICT ENERGY ST PAUL INC (100%);C;1;48126;48126;0;0;0;0;48126
2017;DOUBLE C LIMITED;1002820;10245 OILFIELD ROAD;35.490363;-119.042957;BAKERSFIELD;KERN;CA;93308;DOUBLE C LTD (100%);C;1;12987;12987;0;0;0;0;12987
2017;DOVER MUNICIPAL LIGHT PLANT (0679010146);1006663;303 EAST BROADWAY;40.52012;-81.46759;DOVER;TUSCARAWAS COUNTY;OH;44622;CITY OF DOVER (100%);C;1;80130;80130;0;0;0;0;80130
2017;DOW AGROSCIENCES HARBOR BEACH;1002529;305 NORTH HURON;43.846111;-82.649722;HARBOR BEACH;HURON COUNTY;MI;48441;DOW CHEMICAL (100%);C;1;58662;0;0;0;58662;0;58662
2017;DOW CHEMICAL COMPANY;1007805;901 LOVERIDGE ROAD;38.023129;-121.855352;PITTSBURG;CONTRA COSTA COUNTY;CA;94565;DOW CHEMICAL (100%);C;1;54313;0;0;0;54313;0;54313
2017;DOW SILICONES CORPORATION;1002548;4770 HIGHWAY 42 EAST;38.7074;-85.1048;CARROLLTON;CARROLL COUNTY;KY;41008;CORNING INC (50%);;;;;;;;;
2017;DOW TEXAS OPERATIONS FREEPORT;1002040;2301 N. BRAZOSPORT BLVD. BUILDING B-101;28.9792;-95.3549;FREEPORT;BRAZORIA COUNTY;TX;77541;DOW CHEMICAL (100%);C,DD,TT,W,X;1;3463984;0;0;0;3463984;0;3463984
2017;DRAGON CEMENT;1003594;107 NEW COUNTY RD;44.08401;-69.157238;THOMASTON;KNOX COUNTY;ME;4861;GIANT CEMENT HOLDING INC (100%);C,H;1;379647;0;0;0;0;379647;379647
2017;DSM CHEMICALS NORTH AMERICA INCORPORATED;1006428;1 COLUMBIA NITROGEN ROAD;33.44136;-81.93123;AUGUSTA;RICHMOND COUNTY;GA;30903;DSM HOLDING CO INC (100%);C;1;27937;0;0;0;27937;0;27937
2017;DSM NUTRITIONAL PRODUCTS LLC;1001741;205 MACKS ISLAND DRIVE;40.8419;-75.0675;BELVIDERE;WARREN;NJ;7823;DSM HOLDING CO INC (100%);C;1;55548;0;0;0;55548;0;55548
2017;DTE Calvert City, LLC;1000282;480 N MAIN;37.0467;-88.3506;CALVERT CITY;Marshall;KY;42029;DTE ENERGY CO (100%);C;1;211335;211335;0;0;0;0;211335
