SECTOR;value;LATITUDE;LONGITUDE
Cement;4.212;30.5359;117.1048
Cement;2.39;30.6671;117.486
Cement;31.502;31.3536;118.4277
Cement;0.702;30.9413;118.754
Cement;0.167;32.2546;118.328
Cement;1.404;30.9413;118.754
Cement;1.35;31.6275;117.8842
Cement;0.351;30.5359;117.1048
Cement;0.279;40.139;117.1147
Cement;0.14;24.9039;118.5851
Cement;1.265;35.541;106.6799
Cement;0.702;34.5798;105.7063
Cement;1.404;23.6833;113.0506
Cement;2.808;23.6833;113.0506
Cement;5.553;22.1702;111.7872
Cement;5.202;22.4042;107.3528
Cement;1.404;22.6354;110.1498
Cement;0.702;22.6354;110.1498
Cement;5.063;25.2778;110.2918
Cement;0.63;26.3976;107.1874
Cement;0.63;26.5814;106.7053
Cement;1.404;38.04;114.47
Cement;1.053;38.04;114.47
Cement;0.63;36.5833;114.4833
Cement;0.63;36.5833;114.4833
Cement;0.563;38.858;115.4907
Cement;0.423;38.858;115.4907
Cement;0.423;40.8228;114.8806
Cement;0.563;40.8228;114.8806
Cement;0.279;36.1024;114.3363
Cement;0.491;36.1024;114.3363
Cement;0.563;35.2076;113.2534
Cement;1.179;30.4494;114.8653
Cement;1.179;30.5951;114.2999
Cement;0.63;29.3691;113.0955
Cement;1.332;29.0382;111.6882
Cement;0.702;27.7529;111.6764
Cement;0.702;27.7529;111.6764
Cement;0.702;26.4517;111.6031
Cement;0.702;28.4501;117.9724
Cement;0.702;27.8007;114.9333
Cement;3.6;29.6766;115.6764
Cement;0.14;41.1081;122.99
Cement;0.63;34.3646;107.2332
Cement;0.045;35.4763;110.4508
Cement;1.445;34.9035;108.9462
Cement;0.702;35.4125;116.5849
Cement;0.423;37.4619;121.4425
Cement;0.279;31.2408;121.592
Cement;0.212;31.2408;121.592
Cement;1.404;31.216;107.5028
Cement;1.769;31.1141;103.9219
Cement;0.099;30.4605;107.0408
Cement;0.117;25.0438;102.7143
Cement;1.404;30.249;120.2052
Cement;0.423;29.9992;120.5769
Chemicals;14.4663;23.1061;114.4141
Chemicals;2.74098;41.1169;122.0655
Chemicals;6.85246;41.1169;122.0655
Chemicals;9.13661;46.5969;125.1015
Chemicals;9.13661;46.5969;125.1015
Chemicals;15.22769;44.3278;84.8844
Chemicals;3.04554;41.8693;123.9242
Chemicals;12.18215;41.8693;123.9242
Chemicals;11.42077;43.8418;126.5605
Chemicals;3.65465;36.0607;103.8306
Chemicals;6.85246;36.0607;103.8306
Chemicals;3.04554;41.2739;123.1693
Chemicals;12.18215;30.7637;103.8646
Chemicals;10.81166;39.9062;116.3913
Chemicals;15.22769;24.9039;118.5851
Chemicals;3.19781;23.1302;113.2593
Chemicals;5.78652;21.6657;110.9196
Chemicals;9.44117;21.6657;110.9196
Chemicals;12.18337;36.8048;118.0444
Chemicals;16.75046;30.7448;121.3373
Chemicals;10.65938;30.7448;121.3373
Chemicals;2.13187;39.1236;117.1981
Chemicals;12.18215;30.5951;114.2999
Chemicals;11.41635;32.061;118.7916
Chemicals;3.80692;32.089;118.7922
Chemicals;9.89343;32.061;118.7916
Chemicals;15.22769;29.9514;121.712
Chemicals;3.19781;35.7631;115.0234
Chemicals;18.27323;39.1236;117.1981
Chemicals;10.05027;26.0775;119.2918
Chemicals;10.05022;29.8622;121.6204
Chemicals;9.13658;39.1236;117.1981
Chemicals;11.38856;37.4619;121.4425
Chemicals;9.13658;31.8783;120.5515
Chemicals;9.13675;29.8622;121.6204
Chemicals;6.85242;30.6782;121.0116
Chemicals;6.85242;29.9992;120.5769
Chemicals;4.56876;39.6081;109.7764
Chemicals;4.56876;38.2853;109.7288
Chemicals;2.51256;31.813;119.9692
Chemicals;3.04551;29.8622;121.6204
Chemicals;2.30316;39.6081;109.7764
Chemicals;4.56876;38.4829;106.2116
Chemicals;4.56876;34.5037;109.4573
Chemicals;4.18073;34.6093;119.1695
Chemicals;4.56876;38.2853;109.7288
Chemicals;2.58869;35.114;117.1599
Chemicals;4.56876;40.6549;109.8345
Chemicals;4.10744;42.94;89.184
Chemicals;4.56876;38.2853;109.7288
Chemicals;6.84759;39.6081;109.7764
Chemicals;6.84759;39.6081;109.7764
Chemicals;1.52275;35.7631;115.0234
Chemicals;2.05094;32.061;118.7916
Chemicals;2.05572;34.6148;118.3615
Chemicals;4.56831;30.7474;120.7511
Chemicals;7.61383;38.1594;106.5819
Chemicals;7.61383;38.1594;106.5819
Iron steel;2.79019;41.1081;122.99
Iron steel;2.79019;41.1081;122.99
Iron steel;2.79019;41.1081;122.99
Iron steel;2.79019;41.1081;122.99
Iron steel;2.23215;41.1081;122.99
Iron steel;1.81921;41.1081;122.99
Iron steel;2.04242;41.1081;122.99
Iron steel;2.04242;41.1081;122.99
Iron steel;3.68305;40.2683;122.1781
Iron steel;3.68305;40.2683;122.1781
Iron steel;4.50895;31.4066;121.4852
Iron steel;3.95091;31.4066;121.4852
Iron steel;4.50895;31.4066;121.4852
Iron steel;4.45315;31.4066;121.4852
Iron steel;3.90627;41.2976;123.7647
Iron steel;2.23215;41.2976;123.7647
Iron steel;2.56698;41.2976;123.7647
Iron steel;2.23215;41.2976;123.7647
Iron steel;0.35714;30.7637;103.8646
Iron steel;0.35714;30.7637;103.8646
Iron steel;0.37947;30.7637;103.8646
Iron steel;0.37947;30.7637;103.8646
Iron steel;0.29018;36.1829;113.0985
Iron steel;0.29018;36.1829;113.0985
Iron steel;0.29018;36.1829;113.0985
Iron steel;0.29018;36.1829;113.0985
Iron steel;0.36831;36.1829;113.0985
Iron steel;1.06027;36.1829;113.0985
Iron steel;0.32366;30.2134;115.067
Iron steel;0.27902;41.8012;124.7459
Iron steel;0.27902;41.8012;124.7459
Iron steel;0.26786;23.1302;113.2593
Iron steel;0.32366;23.1302;113.2593
Iron steel;2.56698;39.9978;118.6951
Iron steel;2.56698;39.9978;118.6951
Iron steel;3.79466;39.9978;118.6951
Iron steel;0.55804;31.216;107.5028
Iron steel;0.55804;31.216;107.5028
Iron steel;0.66965;31.216;107.5028
Iron steel;1.28349;31.216;107.5028
Iron steel;1.5067;39.7722;98.2885
Iron steel;0.92634;39.7722;98.2885
Iron steel;1.61831;39.7722;98.2885
Iron steel;2.23215;24.3211;109.4066
Iron steel;0.64732;24.3211;109.4066
Iron steel;2.23215;24.3211;109.4066
Iron steel;0.92634;24.3211;109.4066
Iron steel;0.87054;24.3211;109.4066
Iron steel;1.10492;24.3211;109.4066
Iron steel;1.3951;24.3211;109.4066
Iron steel;0.27902;37.0658;114.4922
Iron steel;0.27902;37.0658;114.4922
Iron steel;0.27902;37.0658;114.4922
Iron steel;0.27902;37.0658;114.4922
Iron steel;0.89286;37.0658;114.4922
Iron steel;0.3125;36.0885;111.513
Iron steel;0.3125;36.0885;111.513
Iron steel;0.3125;36.0885;111.513
Iron steel;0.3125;36.0885;111.513
Iron steel;0.3125;36.0885;111.513
Iron steel;0.33482;27.7529;111.6764
Iron steel;0.33482;27.7529;111.6764
Iron steel;0.29688;27.7529;111.6764
Iron steel;0.36831;27.7529;111.6764
Iron steel;2.18751;27.7529;111.6764
Iron steel;2.79019;27.7529;111.6764
Iron steel;2.79019;27.7529;111.6764
Iron steel;0.81474;27.834;112.9357
Iron steel;0.66965;27.834;112.9357
Iron steel;0.81474;27.834;112.9357
Iron steel;1.61831;27.834;112.9357
Iron steel;2.23215;27.834;112.9357
Iron steel;0.33482;31.403;120.7335
Iron steel;0.91518;27.8007;114.9333
Iron steel;0.91518;27.8007;114.9333
Iron steel;0.91518;27.8007;114.9333
Iron steel;2.34376;27.8007;114.9333
Iron steel;2.34376;27.8007;114.9333
Iron steel;0.08929;27.8007;114.9333
Iron steel;0.08929;27.8007;114.9333
Iron steel;1.61831;39.6296;118.1739
Iron steel;1.61831;39.6296;118.1739
Iron steel;2.23215;39.6296;118.1739
Iron steel;2.23215;39.6296;118.1739
Iron steel;2.846;39.6296;118.1739
Iron steel;0.43527;26.2368;117.6038
Iron steel;0.31697;26.2368;117.6038
Iron steel;0.31697;26.2368;117.6038
Iron steel;0.94867;26.2368;117.6038
Iron steel;1.11608;26.2368;117.6038
Iron steel;0.44643;36.0638;120.3781
Iron steel;0.44643;36.0638;120.3781
Iron steel;0.44643;36.0638;120.3781
Iron steel;0.98215;36.0638;120.3781
Iron steel;0.98215;36.0638;120.3781
Iron steel;1.3951;37.8562;112.5562
Iron steel;1.61831;37.8562;112.5562
Iron steel;3.57145;37.8562;112.5562
Iron steel;3.57145;37.8562;112.5562
Iron steel;0.95983;28.7585;106.1213
Iron steel;0.99331;28.7585;106.1213
Iron steel;2.23215;28.7585;106.1213
Iron steel;1.11608;28.7585;106.1213
Iron steel;1.56251;39.1236;117.1981
Iron steel;2.79019;39.1236;117.1981
Iron steel;0.97099;39.1236;117.1981
Iron steel;0.61384;39.1236;117.1981
Iron steel;0.59152;25.0438;102.7143
Iron steel;1.72992;25.0438;102.7143
Iron steel;1.11608;25.0438;102.7143
Iron steel;2.17635;25.0438;102.7143
Iron steel;2.17635;25.0438;102.7143
Iron steel;0.55804;30.249;120.2052
Iron steel;1.22768;30.249;120.2052
Iron steel;0.36831;30.249;120.2052
Iron steel;0.36831;30.249;120.2052
Iron steel;2.00894;30.5951;114.2999
Iron steel;2.18751;30.5951;114.2999
Iron steel;3.01341;30.5951;114.2999
Iron steel;3.01341;30.5951;114.2999
Iron steel;3.01341;30.5951;114.2999
Iron steel;3.90627;30.5951;114.2999
Iron steel;2.79019;36.5833;114.4833
Iron steel;2.79019;36.5833;114.4833
Iron steel;0.70313;36.5833;114.4833
Iron steel;1.56251;36.5833;114.4833
Iron steel;1.56251;36.5833;114.4833
Iron steel;2.86832;36.5833;114.4833
Iron steel;2.86832;36.5833;114.4833
Iron steel;1.08259;36.7072;119.1557
Iron steel;1.17188;36.7072;119.1557
Iron steel;2.41073;31.6866;118.5048
Iron steel;0.89286;31.6866;118.5048
Iron steel;2.45537;31.6866;118.5048
Iron steel;3.67189;31.6866;118.5048
Iron steel;3.67189;31.6866;118.5048
Iron steel;0.20089;31.7515;117.3319
Iron steel;0.20089;31.7515;117.3319
Iron steel;0.20089;31.7515;117.3319
Iron steel;0.20089;31.7515;117.3319
Iron steel;1.1942;32.061;118.7916
Iron steel;2.75001;32.061;118.7916
Iron steel;3.64957;32.061;118.7916
Iron steel;0.25112;35.0945;112.5811
Iron steel;0.25112;35.0945;112.5811
Iron steel;0.25112;35.0945;112.5811
Iron steel;0.25112;35.0945;112.5811
Iron steel;0.50223;35.0945;112.5811
Iron steel;0.40179;28.6793;115.8886
Iron steel;0.36831;28.6793;115.8886
Iron steel;0.92634;28.6793;115.8886
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.50223;41.2976;123.7647
Iron steel;0.61384;41.2976;123.7647
Iron steel;0.61384;41.2976;123.7647
Iron steel;0.61384;41.2976;123.7647
Iron steel;0.61384;41.2976;123.7647
Iron steel;2.9576;41.2976;123.7647
Iron steel;2.23215;40.9577;117.9543
Iron steel;0.61384;40.9577;117.9543
Iron steel;0.61384;40.9577;117.9543
Iron steel;4.58708;21.0814;109.9714
Iron steel;4.58708;21.0814;109.9714
Iron steel;0.50223;31.8783;120.5515
Iron steel;0.50223;31.8783;120.5515
Iron steel;0.55804;31.8783;120.5515
Iron steel;2.34376;31.8783;120.5515
Iron steel;2.39957;31.8783;120.5515
Iron steel;2.45537;31.8783;120.5515
Iron steel;5.58039;31.8783;120.5515
Iron steel;0.55804;35.4151;119.5215
Iron steel;0.61384;35.4151;119.5215
Iron steel;0.61384;35.4151;119.5215
Iron steel;0.61384;35.4151;119.5215
Iron steel;0.61384;35.4151;119.5215
Iron steel;0.61384;35.4151;119.5215
Iron steel;0.68081;35.4151;119.5215
Iron steel;0.68081;35.4151;119.5215
Iron steel;0.68081;35.4151;119.5215
Iron steel;0.68081;35.4151;119.5215
Iron steel;1.00447;35.4151;119.5215
Iron steel;1.00447;35.4151;119.5215
Iron steel;1.00447;35.4151;119.5215
Iron steel;1.00447;35.4151;119.5215
Iron steel;1.00447;35.4151;119.5215
Iron steel;1.00447;35.4151;119.5215
Iron steel;2.79019;35.4151;119.5215
Iron steel;2.79019;35.4151;119.5215
Iron steel;0.5692;36.2031;117.6541
Iron steel;0.5692;36.2031;117.6541
Iron steel;1.78572;36.2031;117.6541
Iron steel;1.95313;36.2031;117.6541
Iron steel;3.23662;36.2031;117.6541
Iron steel;1.00447;36.0634;116.124
Iron steel;1.00447;36.0634;116.124
Iron steel;0.33482;40.4938;115.0256
Iron steel;0.33482;40.4938;115.0256
Iron steel;0.33482;40.4938;115.0256
Iron steel;0.33482;40.4938;115.0256
Iron steel;0.97099;40.4938;115.0256
Iron steel;0.45759;40.4938;115.0256
Iron steel;1.56251;40.4938;115.0256
Iron steel;2.23215;40.4938;115.0256
Iron steel;0.39063;30.7637;103.8646
Iron steel;0.39063;30.7637;103.8646
Iron steel;0.27902;32.061;118.7916
Iron steel;0.27902;32.061;118.7916
Iron steel;0.33482;32.061;118.7916
Iron steel;0.33482;32.061;118.7916
Iron steel;0.39063;32.061;118.7916
Iron steel;1.78572;32.061;118.7916
Iron steel;2.18751;32.061;118.7916
Iron steel;1.84153;32.061;118.7916
Iron steel;0.35714;24.6921;113.5777
Iron steel;0.39621;24.6921;113.5777
Iron steel;0.39621;24.6921;113.5777
Iron steel;0.39621;24.6921;113.5777
Iron steel;0.39621;24.6921;113.5777
Iron steel;0.72545;24.6921;113.5777
Iron steel;2.00894;24.6921;113.5777
Iron steel;2.79019;24.6921;113.5777
Iron steel;1.46206;36.6507;117.114
Iron steel;1.46206;36.6507;117.114
Iron steel;1.46206;36.6507;117.114
Iron steel;3.06921;36.6507;117.114
Iron steel;0.50223;36.6507;117.114
Iron steel;0.50223;36.6507;117.114
Iron steel;0.50223;36.6507;117.114
Iron steel;0.50223;36.6507;117.114
Iron steel;0.50223;36.6507;117.114
Iron steel;0.50223;36.6507;117.114
Iron steel;1.28349;36.6042;117.9538
Iron steel;1.28349;36.6042;117.9538
Iron steel;0.55804;39.6296;118.1739
Iron steel;0.55804;39.6296;118.1739
Iron steel;0.55804;39.6296;118.1739
Iron steel;2.17635;43.4198;87.3195
Iron steel;2.23215;43.4198;87.3195
Iron steel;2.23215;43.4198;87.3195
Iron steel;0.50223;27.8984;102.2628
Iron steel;0.50223;27.8984;102.2628
Iron steel;1.5067;27.8984;102.2628
Iron steel;1.5067;27.8984;102.2628
Iron steel;1.5067;27.8984;102.2628
Iron steel;0.33482;36.1024;114.3363
Iron steel;0.33482;36.1024;114.3363
Iron steel;0.33482;36.1024;114.3363
Iron steel;0.33482;36.1024;114.3363
Iron steel;0.33482;36.1024;114.3363
Iron steel;1.95313;36.1024;114.3363
Iron steel;2.51117;36.1024;114.3363
Iron steel;4.24109;36.1024;114.3363
Iron steel;2.00894;30.4079;114.8784
Iron steel;1.67412;30.4079;114.8784
Iron steel;0.65849;30.4079;114.8784
Iron steel;0.65849;30.4079;114.8784
Iron steel;2.45537;42.1239;125.8483
Iron steel;2.45537;42.1239;125.8483
Iron steel;0.37947;42.1239;125.8483
Iron steel;0.37947;42.1239;125.8483
Iron steel;0.83706;42.1239;125.8483
Iron steel;0.44643;27.6256;113.8457
Iron steel;0.44643;27.6256;113.8457
Iron steel;0.44643;27.6256;113.8457
Iron steel;0.87054;26.1275;104.759
Iron steel;0.70313;26.1275;104.759
Iron steel;0.70313;26.1275;104.759
Iron steel;2.23215;26.1275;104.759
Iron steel;0.20089;38.04;114.47
Iron steel;0.3125;38.04;114.47
Iron steel;0.3125;38.04;114.47
Iron steel;0.36831;38.04;114.47
Iron steel;0.44643;37.031;111.9154
Iron steel;0.44643;37.031;111.9154
Iron steel;1.09376;37.031;111.9154
Iron steel;1.22768;33.069;107.0189
Iron steel;1.22768;33.069;107.0189
Iron steel;0.87054;26.9018;112.6059
Iron steel;0.40179;40.2146;118.1983
Iron steel;0.40179;40.2146;118.1983
Iron steel;0.40179;40.2146;118.1983
Iron steel;0.40179;40.2146;118.1983
Iron steel;0.40179;40.2146;118.1983
Iron steel;0.40179;40.2146;118.1983
Iron steel;0.50223;40.6747;122.2358
Iron steel;0.50223;40.6747;122.2358
Iron steel;0.50223;40.6747;122.2358
Iron steel;0.50223;40.6747;122.2358
Iron steel;2.10939;40.6747;122.2358
Iron steel;2.10939;40.6747;122.2358
Iron steel;4.89958;39.193;118.4505
Iron steel;4.89958;39.193;118.4505
Iron steel;0.49107;29.1749;103.5612
Iron steel;0.49107;29.1749;103.5612
Iron steel;1.31697;29.1749;103.5612
Iron steel;0.94867;35.3901;111.3076
Iron steel;1.33929;35.3901;111.3076
Iron steel;0.66965;35.3901;111.3076
Iron steel;0.66965;35.3901;111.3076
Iron steel;0.66965;35.3901;111.3076
Iron steel;0.66965;35.3901;111.3076
Iron steel;0.50223;36.1024;114.3363
Iron steel;0.50223;36.1024;114.3363
Iron steel;1.56251;29.7275;115.9913
Iron steel;0.68081;39.6296;118.1739
Iron steel;0.68081;39.6296;118.1739
Iron steel;0.55804;36.2031;117.6541
Iron steel;0.55804;36.2031;117.6541
Iron steel;0.55804;36.2031;117.6541
Iron steel;0.55804;36.2031;117.6541
Iron steel;0.33482;36.2031;117.6541
Iron steel;1.67412;36.2031;117.6541
Iron steel;2.23215;41.4961;120.1445
Iron steel;2.23215;38.3043;116.8512
Iron steel;2.56698;39.6296;118.1739
Iron steel;2.56698;39.6296;118.1739
Iron steel;2.56698;39.6296;118.1739
Iron steel;0.59152;31.813;119.9692
Iron steel;0.59152;31.813;119.9692
Iron steel;0.59152;31.813;119.9692
Iron steel;0.61384;31.813;119.9692
Iron steel;2.23215;33.2725;111.554
Iron steel;1.09376;35.5753;110.3614
Iron steel;1.09376;35.5753;110.3614
Iron steel;1.09376;35.5753;110.3614
Iron steel;1.09376;35.5753;110.3614
Iron steel;0.47991;27.6829;111.5033
Iron steel;0.47991;27.6829;111.5033
Iron steel;1.11608;39.1236;117.1981
Iron steel;1.56251;39.1236;117.1981
Iron steel;0.37947;36.7338;113.8933
Iron steel;0.37947;36.7338;113.8933
Iron steel;0.37947;36.7338;113.8933
Iron steel;0.37947;36.7338;113.8933
Iron steel;0.5134;36.7338;113.8933
Iron steel;0.68081;36.7338;113.8933
Iron steel;1.22768;36.7338;113.8933
Iron steel;1.22768;36.7338;113.8933
Iron steel;0.94867;37.2659;111.2136
Iron steel;0.94867;37.2659;111.2136
Iron steel;1.67412;47.5391;130.4626
Iron steel;1.18304;39.9396;119.5894
Iron steel;1.67412;39.9396;119.5894
Iron steel;0.55804;39.9978;118.6951
Iron steel;0.55804;39.9978;118.6951
Iron steel;0.61384;39.9978;118.6951
Iron steel;0.61384;39.9978;118.6951
Iron steel;1.33929;39.6038;118.4931
Iron steel;0.94867;23.1152;109.596
Iron steel;1.61831;36.2031;117.6541
Iron steel;1.38394;31.813;119.9692
Iron steel;1.38394;31.813;119.9692
Iron steel;1.38394;31.813;119.9692
Iron steel;1.11608;39.7153;76.166
Iron steel;4.52011;35.4151;119.5215
Iron steel;0.00112;41.1081;122.99
Iron steel;0.00112;41.1081;122.99
Iron steel;0.55804;46.5227;132.6455
Iron steel;0.55804;46.5227;132.6455
Iron steel;1.00447;47.4762;129.3014
Iron steel;0.49107;24.8377;102.4027
Iron steel;0.49107;24.8377;102.4027
Iron steel;1.06027;24.8377;102.4027
Iron steel;1.67412;34.5663;119.1084
Iron steel;1.67412;34.5663;119.1084
Iron steel;0.66965;39.1236;117.1981
Iron steel;0.22322;31.6866;118.5048
Iron steel;1.67412;43.4198;87.3195
Iron steel;0.0558;36.2031;117.6541
Iron steel;0.0279;41.4143;119.817
Iron steel;0.50223;39.1236;117.1981
Iron steel;1.11608;31.4066;121.4852
Iron steel;0.44643;30.2134;115.067
Iron steel;0.50223;23.1302;113.2593
Iron steel;0.66965;31.403;120.7335
Iron steel;0.78125;43.4198;87.3195
Iron steel;0.89286;43.4198;87.3195
Iron steel;1.11608;30.249;120.2052
Iron steel;0.44643;41.1081;122.99
Iron steel;0.00112;31.7777;104.7344
Iron steel;0.00112;31.7777;104.7344
Iron steel;0.04464;31.7777;104.7344
Iron steel;0.00112;31.7777;104.7344
Iron steel;0.00112;31.7777;104.7344
Iron steel;0.00112;31.7777;104.7344
Iron steel;0.66965;30.7637;103.8646
Iron steel;0.14509;26.0775;119.2918
Iron steel;0.89286;38.9182;121.6283
Iron steel;0.17857;38.9182;121.6283
Iron steel;0.17857;38.9182;121.6283
Iron steel;0.04464;30.2134;115.067
Iron steel;0.02232;30.2134;115.067
Iron steel;0.02232;30.2134;115.067
Iron steel;0.02232;30.2134;115.067
Iron steel;0.02232;30.2134;115.067
Iron steel;0.02232;30.2134;115.067
Iron steel;0.16741;30.2134;115.067
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.00112;41.8693;123.9242
Iron steel;0.44643;41.8693;123.9242
Iron steel;0.24554;41.8012;124.7459
Iron steel;0.24554;41.8012;124.7459
Iron steel;0.24554;41.8012;124.7459
Iron steel;0.44643;23.1302;113.2593
Iron steel;0.66965;39.7722;98.2885
Iron steel;0.89286;23.1302;113.2593
Iron steel;0.00112;47.3524;123.9165
Iron steel;0.44643;47.3524;123.9165
Iron steel;0.00112;47.3524;123.9165
Iron steel;0.00112;47.3524;123.9165
Iron steel;0.22322;47.3524;123.9165
Iron steel;0.55804;47.3524;123.9165
Iron steel;0.17857;27.8007;114.9333
Iron steel;0.17857;27.8007;114.9333
Iron steel;0.33482;41.8041;123.4276
Iron steel;0.00112;34.3468;108.9366
Iron steel;0.00112;34.3468;108.9366
Iron steel;0.33482;37.8562;112.5562
Iron steel;0.22322;37.8562;112.5562
Iron steel;0.66965;37.8562;112.5562
Iron steel;0.89286;37.8562;112.5562
Iron steel;1.33929;39.1236;117.1981
Iron steel;1.11608;39.1236;117.1981
Iron steel;0.61384;31.7036;119.9378
Iron steel;1.11608;31.6866;118.5048
Iron steel;0.22322;28.6793;115.8886
Iron steel;0.22322;28.6793;115.8886
Iron steel;0.61384;31.5776;120.2951
Iron steel;0.44643;23.3953;113.1662
Iron steel;0.89286;31.8783;120.5515
Iron steel;0.78125;31.5776;120.2951
Iron steel;0.55804;31.8783;120.5515
Iron steel;0.89286;31.8783;120.5515
Iron steel;1.11608;31.8783;120.5515
Iron steel;1.20536;31.8783;120.5515
Iron steel;1.20536;31.8783;120.5515
Iron steel;1.22768;31.8783;120.5515
Iron steel;0.55804;36.2031;117.6541
Iron steel;0.07031;36.2031;117.6541
Iron steel;0.07031;36.2031;117.6541
Iron steel;0.07031;36.2031;117.6541
Iron steel;0.07031;36.2031;117.6541
Iron steel;0.00112;30.7637;103.8646
Iron steel;1.11608;23.1302;113.2593
Iron steel;1.11608;23.1302;113.2593
Iron steel;0.89286;32.061;118.7916
Iron steel;0.89286;24.6921;113.5777
Iron steel;0.20089;36.6042;117.9538
Iron steel;0.20089;36.6042;117.9538
Iron steel;0.22322;26.5814;106.7053
Iron steel;0.33482;26.5814;106.7053
Iron steel;0.66965;30.7474;120.7511
Iron steel;0.78125;36.1024;114.3363
Iron steel;0.66965;30.4079;114.8784
Iron steel;0.66965;42.1239;125.8483
Iron steel;0.80358;31.2253;121.489
Iron steel;0.80358;31.2253;121.489
Iron steel;0.11161;26.9018;112.6059
Iron steel;0.11161;26.9018;112.6059
Iron steel;0.66965;26.9018;112.6059
Iron steel;0.44643;38.9182;121.6283
Iron steel;0.33482;36.2031;117.6541
Iron steel;0.33482;36.2031;117.6541
Iron steel;1.00447;31.813;119.9692
Iron steel;0.66965;32.1764;120.9639
Iron steel;0.33482;39.1236;117.1981
Iron steel;0.22322;39.1236;117.1981
Iron steel;0.22322;39.1236;117.1981
Iron steel;0.66965;30.7474;120.7511
Iron steel;0.11161;31.2253;121.489
Iron steel;0.11161;31.2253;121.489
Iron steel;2.00894;32.011;119.6013
Iron steel;0.80358;24.5082;117.6496
Iron steel;0.24554;35.0909;112.4018
Iron steel;0.24554;35.0909;112.4018
Iron steel;0.27902;35.6303;116.9721
Iron steel;0.27902;35.6303;116.9721
Iron steel;0.06696;30.8943;120.0851
Iron steel;0.06696;30.8943;120.0851
Iron steel;0.06696;30.8943;120.0851
Iron steel;0.06696;30.8943;120.0851
Iron steel;5.02235;41.1081;122.99
Iron steel;3.45984;41.1081;122.99
Iron steel;5.58039;41.1081;122.99
Iron steel;3.51564;41.1081;122.99
Iron steel;7.2545;40.2683;122.1781
Iron steel;8.3929;31.4066;121.4852
Iron steel;7.2545;31.4066;121.4852
Iron steel;4.79913;41.2976;123.7647
Iron steel;6.02682;41.2976;123.7647
Iron steel;0.64732;30.7637;103.8646
Iron steel;0.89286;30.7637;103.8646
Iron steel;1.3951;36.1829;113.0985
Iron steel;2.67859;36.1829;113.0985
Iron steel;0.74777;41.8012;124.7459
Iron steel;0.89286;23.1302;113.2593
Iron steel;1.33929;23.1302;113.2593
Iron steel;7.03129;39.9978;118.6951
Iron steel;4.79913;39.9978;118.6951
Iron steel;0.61384;31.216;107.5028
Iron steel;1.20536;31.216;107.5028
Iron steel;3.90627;31.216;107.5028
Iron steel;1.11608;39.7722;98.2885
Iron steel;4.01788;39.7722;98.2885
Iron steel;1.57367;24.3211;109.4066
Iron steel;3.68305;24.3211;109.4066
Iron steel;5.02235;24.3211;109.4066
Iron steel;2.00894;37.0658;114.4922
Iron steel;1.67412;36.0885;111.513
Iron steel;3.68305;27.7529;111.6764
Iron steel;6.02682;27.7529;111.6764
Iron steel;0.78125;27.7529;111.6764
Iron steel;5.02235;27.834;112.9357
Iron steel;2.67859;27.834;112.9357
Iron steel;0.2567;31.403;120.7335
Iron steel;4.01788;27.8007;114.9333
Iron steel;5.02235;27.8007;114.9333
Iron steel;5.35717;39.6296;118.1739
Iron steel;2.79019;39.6296;118.1739
Iron steel;0.66965;26.2368;117.6038
Iron steel;2.45537;26.2368;117.6038
Iron steel;1.33929;36.0638;120.3781
Iron steel;2.23215;36.0638;120.3781
Iron steel;1.67412;37.8562;112.5562
Iron steel;0.39063;37.8562;112.5562
Iron steel;4.01788;28.7585;106.1213
Iron steel;2.9018;28.7585;106.1213
Iron steel;4.46431;39.1236;117.1981
Iron steel;1.11608;25.0438;102.7143
Iron steel;2.23215;25.0438;102.7143
Iron steel;4.3527;25.0438;102.7143
Iron steel;1.09376;30.249;120.2052
Iron steel;2.00894;30.5951;114.2999
Iron steel;2.67859;30.5951;114.2999
Iron steel;8.14736;30.5951;114.2999
Iron steel;5.58039;30.5951;114.2999
Iron steel;5.00003;36.5833;114.4833
Iron steel;4.096;36.5833;114.4833
Iron steel;5.8036;36.5833;114.4833
Iron steel;3.01341;36.7072;119.1557
Iron steel;4.46431;31.6866;118.5048
Iron steel;2.23215;31.6866;118.5048
Iron steel;2.56698;31.6866;118.5048
Iron steel;9.15183;31.6866;118.5048
Iron steel;0.89286;31.7515;117.3319
Iron steel;4.01788;32.061;118.7916
Iron steel;4.57592;32.061;118.7916
Iron steel;0.66965;35.0945;112.5811
Iron steel;1.56251;35.0945;112.5811
Iron steel;2.39957;28.6793;115.8886
Iron steel;3.12502;41.2976;123.7647
Iron steel;4.6094;41.2976;123.7647
Iron steel;1.33929;40.9577;117.9543
Iron steel;3.68305;40.9577;117.9543
Iron steel;1.78572;40.9577;117.9543
Iron steel;9.96434;21.0814;109.9714
