SECTOR,value,LONGITUDE,LATITUDE
Power,0.85519,21.78,40.4
Power,0.405883,18.54,52.01
Power,0.015686,25.92,43.87
Power,0.048919,28.01,36.37
Power,0.168379,-0.75,53.59
Power,0.060971,14.22,41
Power,0.059996,15.96,50.57
Power,0.020383,24.03,56.96
Power,0.038993,17.15,48.17
Power,0.012584,13.9,42.07
Power,0.313717,22.82,45.91
Power,0.01285,-3,53.45
Power,0.019053,24.03,56.96
Power,0.016572,15.21,50.03
Power,0.669087,17.88,50.75
Power,0.009482,18.67,50.21
Power,0.295107,22.06,37.41
Power,0.024459,19.38,54.18
Power,0.022421,14.58,53.41
Power,0.051666,8.973,45.02
Power,0.014534,24.03,56.96
Power,0.014268,-0.13,53.59
Power,0.150655,18.64,49.69
Power,0.456397,21.72,40.47
Power,0.259659,27.76,43.19
Power,0.028181,-0.5,53.54
Power,0.017192,10.21,45.51
Power,0.059819,22.88,40.68
Power,0.024371,25.67,66.49
Power,2.507967,19.31,51.26
Power,0.1799,21.59,40.81
Power,0.014622,23.89,53.01
Power,0.016306,25.67,66.49
Power,0.965966,14.91,50.94
Power,0.083924,19.42,51.79
Power,0.027384,22.32,50.31
Power,0.027916,22.02,50.06
Power,0.029688,21.73,40.47
Power,0.048298,19.44,51.74
Power,0.022155,21.73,40.47
Power,0.020028,11.26,44.98
Power,0.089507,15.98,38.43
Power,0.012407,0.233,53.36
Power,0.026852,2.39,48.78
Power,0.039348,15.26,52.74
Power,0.009394,25.25,37.12
Power,0.009217,1.23,45.13
Power,1.320449,18.03,40.56
Power,0.203828,18,40.63
Power,0.023307,9.7,45.05
Power,0.055565,23.61,37.95
Power,0.024637,18.28,50.35
Power,2.002829,-0.99,53.73
Power,0.854304,21.78,40.4
Power,0.2827,21.61,53.1
Power,0.383728,21.72,40.47
Power,0.022332,27.71,47.14
Power,0.011964,16.55,52.56
Power,0.017724,8.028,44.7
Power,0.347393,21.68,40.61
Power,0.015331,23.89,53.01
Power,1.15207,21.92,40.39
Power,0.180786,-0.75,53.59
Power,3.119451,19.31,51.26
Power,0.022864,24.18,56.98
Power,0.021712,27.71,47.14
Power,0.241935,-1.92,52.75
Power,0.159517,-0.25,53.65
Power,0.046703,25.48,41.06
Power,0.109004,16.65,38.87
Power,0.016129,15.17,37.2
Power,0.354483,18.84,50.13
Power,0.183445,13.54,45.79
Power,0.270293,-0.14,53.6
Power,0.035271,10.21,45.51
Power,0.013648,19.14,50.79
Power,0.258773,15.44,50.02
Power,0.048476,28.01,36.37
Power,0.068238,-0.25,53.65
Power,0.01223,-0.54,45.01
Power,0.210031,22.82,45.91
Power,0.014977,8.739,45.62
Power,0.011078,-1.46,52.89
Power,0.057603,9.673,45.2
Power,0.026941,9.253,45.54
Power,0.052552,14.22,41
Power,0.129386,15.16,37.15
Power,0.074176,0.38,52.72
Power,0.03917,12.24,45.01
Power,0.009305,8.405,45.3
Power,0.018965,18.55,50.06
Power,0.739983,-2.68,53.37
Power,0.013116,19.46,48.17
Power,0.331442,-1.28,53.71
Power,0.0148,21.46,50.3
Power,0.027384,18.81,50.29
Power,0.012673,9.252,45.54
Power,0.110776,24.06,37.74
Power,0.027029,8.648,45.45
Power,0.061769,1.731,52.58
Power,0.039082,17.15,51.03
Power,0.3855,8.43,44.27
Power,0.009482,8.67,44.88
Power,0.092166,22.06,50.55
Power,0.011787,16.72,51.27
Power,0.143566,24.06,37.74
Power,0.045108,25.48,41.06
Power,0.015509,19.14,50.79
Power,0.18699,20,50.05
Power,0.042715,19.44,51.74
Power,0.210917,20.99,52.29
Power,0.017813,18.69,53.04
Power,0.05202,15.48,51.95
Power,0.063718,18.48,54.55
Power,0.015243,17.92,50.68
Power,0.085608,12.25,45.44
Power,0.746187,18.52,50.13
Power,0.1028,24.29,45.04
Power,0.013913,9.293,45.54
Power,0.018699,22.6,51.24
Power,0.014888,13.42,50.46
Power,0.023041,26.06,44.44
Power,0.009394,23.31,55.91
Power,0.037487,-0.2,52.57
Power,0.241048,18.23,52.3
Power,0.101028,24.64,54.78
Power,0.013027,16.06,51.48
Power,0.060439,23.77,61.51
Power,0.012939,3.39,49.38
Power,0.054413,21.32,46.22
Power,0.106345,18.64,54.37
Power,0.015243,17.92,50.68
Power,0.009748,17.69,50.08
Power,0.009217,20.98,50.03
Power,0.173697,12.61,50.15
Power,0.02889,25.23,54.66
Power,0.28979,21.09,52.18
Power,0.012141,21.12,52.26
Power,0.019408,20.61,50.89
Power,0.023396,18.81,50.29
Power,0.108117,18.21,49.83
Power,0.00966,2.29,49.9
Power,0.171924,-2.72,53.31
Power,0.082949,15.47,41.2
Power,0.010014,18.32,49.69
Power,0.013204,18.27,49.86
Power,0.183445,18.46,49.9
Power,0.017547,24.5,60.97
Power,0.14711,14.1,41.17
Power,0.044842,19.13,50.3
Power,0.01737,19.01,50.1
Power,0.202055,18.23,52.3
Power,0.026852,23.67,61.51
Power,0.009571,16.53,52.89
Power,0.05459,8.973,45.02
Power,0.010989,19.09,52.65
Power,0.087291,23.91,60.01
Power,0.022776,25.23,54.66
Power,0.030131,10.6,43.82
Power,0.645159,23.4,44.66
Power,0.011343,0.38,52.72
Power,0.069479,8.192,45.23
Power,0.276497,23.71,44.38
Power,0.057426,22.88,40.68
Power,0.01604,21.19,45.7
Power,0.01737,24.63,62.02
Power,0.010812,23.58,60.79
Power,0.02313,16.88,41.11
Power,0.01028,23.1,53.11
Power,0.028979,10.6,43.82
Power,0.152428,13.54,45.79
Power,0.060085,25.72,60.99
Power,0.013116,-3,53.45
Power,0.029245,26,44.88
Power,0.080468,16.65,38.87
Power,0.496276,14.46,53.2
Power,0.009748,23.58,60.79
Power,0.065314,23.77,61.51
Power,0.013382,11.7,44.36
Power,0.022864,12.23,45.46
Power,0.083924,13.57,50.52
Power,0.094824,-0.02,51.66
Power,0.040411,13.28,43.55
Power,0.029777,8.648,45.45
Power,0.053527,14.3,40.83
Power,0.021003,8.028,44.7
Power,0.030308,11.47,43.56
Power,0.034119,7.484,44.59
Power,0.049185,16.21,39.71
Power,0.037221,18.27,49.81
Power,0.056717,10.34,43.58
Power,0.05911,12.65,41.57
Power,0.174583,12.23,44.44
Power,0.03403,19.14,50.79
Power,0.015066,21.46,50.3
Power,0.053261,11.13,45.05
Power,0.028979,-3.18,54.1
Power,0.016129,18.49,49.84
Power,0.252569,8.867,45.09
Power,0.026409,8.616,45.44
Power,0.079759,1.731,52.58
Power,0.077632,-1.46,52.91
Power,0.009394,24.03,56.96
Power,0.094824,8.728,45.52
Power,0.025523,15.71,41.06
Power,0.013736,7.923,44.69
Power,0.303083,22.1,37.41
Power,0.008951,12.61,42.55
Power,0.011787,22.3,52.15
Power,0.021712,10.21,45.51
Power,0.499821,19.2,50.2
Power,0.136476,25.16,60.21
Power,0.008951,1.61,49.31
Power,0.019408,26.91,60.47
Power,0.071871,23.32,38.27
Power,0.156859,0.008,51.76
Power,0.010546,23.49,61.47
Power,0.065048,18.48,54.55
Power,0.030486,10.71,45.39
Power,0.076568,13.28,45.81
Power,0.074796,8.192,45.23
Power,0.129386,13.28,45.81
Power,0.018079,24.63,62.02
Power,0.569831,21.33,50.43
Power,0.10989,19.8,49.97
Power,0.021889,19.02,49.87
Power,0.0148,10.71,45.39
Power,0.034208,19.01,50.1
Power,0.026498,1.09,49.38
Power,0.662883,17.21,40.51
Power,0.821514,17.21,40.51
Power,0.04369,15.26,38.19
Power,0.0148,0.53,49.5
Power,0.193193,-0.23,53.63
Power,0.288017,21.61,53.1
Power,0.012584,21.1,51.35
Power,0.018788,15.17,37.2
Power,0.010369,8.739,45.62
Power,0.039791,10.3,44.92
Power,0.139135,7.676,44.99
Power,0.034385,7.678,45.07
Power,0.071606,19.42,51.79
Power,0.011787,24.03,56.96
Power,0.151541,10.8,45.16
Power,0.011166,-0.64,54.18
Power,0.067529,25.62,42.05
Power,0.033499,22.68,38.35
Power,0.024991,15.71,41.06
Power,0.639842,-0.23,53.73
Power,0.142679,25.42,64.99
Power,0.041918,8.973,45.02
Power,0.010014,16.54,40.41
Power,0.0109,8.4,39.2
Power,0.010369,18.56,49.94
Power,0.055122,23.17,53.14
Power,0.033499,7.484,44.59
Power,0.272952,22.1,37.41
Power,0.01604,26.54,39.11
Power,0.157745,10.8,45.16
Power,0.040057,7.678,45.07
Power,0.034296,14.48,48.96
Power,0.040057,13.83,42.2
Power,0.025877,8.846,45.46
Power,0.01223,20.44,53.74
Power,0.070897,24.03,35.48
Power,0.016395,7.737,45.12
Power,0.010369,8.67,44.88
Power,0.00966,23.1,53.11
Power,0.027029,25.23,54.66
Power,0.139135,24.06,37.74
Power,0.013648,21.73,40.47
Power,0.097483,7.676,44.99
Power,0.0366,7.484,44.59
Power,0.028447,8.648,45.45
Power,0.00966,21.44,50.94
Power,0.153314,13.74,37.96
Power,0.017724,10.86,45.88
Power,0.029156,22.32,50.31
Power,0.921656,21.46,51.66
Power,0.092166,9.427,45.33
Power,0.084456,18.08,53.09
Power,0.434242,18.84,50.13
Power,0.069213,16.21,39.71
Power,0.693901,-1.12,53.71
Power,0.00966,-2.53,53.71
Power,0.07772,15.47,41.2
Power,0.147997,19.8,49.97
Power,0.018344,18.69,53.04
Power,0.037221,19.02,49.87
Power,0.012496,8.739,45.62
Power,0.020826,22.6,51.24
Power,0.014179,-1.37,50.85
Power,0.059996,-1.37,50.83
Power,0.243707,0.147,51.52
Power,0.18699,0.611,51.42
Power,0.033056,8.728,45.52
Power,0.448421,21.68,40.61
Power,0.388159,21.72,40.47
Power,0.051134,27.67,62.87
Power,0.097483,19.53,51.74
Power,0.026143,9.51,45.51
Power,0.020914,12.61,42.55
Power,0.842783,21.78,40.4
Power,0.040057,15.26,52.74
Power,0.019585,21.99,50.01
Power,0.033056,11.58,44.85
Power,0.122297,10.45,43.36
Power,0.043158,25.15,54.66
Power,0.017724,-1.32,50.81
Power,0.272066,9.872,44.11
Power,0.107231,22.06,50.55
Power,0.057781,17.11,48.84
Power,0.012318,20.8,52.17
Power,0.823287,21.78,40.4
Power,0.023219,12.53,42.89
Power,0.018344,-0.25,53.65
Power,0.127614,-0.26,52.2
Power,0.015774,10.61,44.7
Power,0.022421,-0.25,53.65
Power,0.089507,18.08,53.09
Power,0.049805,28.01,36.37
Power,0.068592,14.52,53.39
Power,0.037309,19.27,50.03
Power,0.158631,20,50.05
Power,0.050337,0.008,51.76
Power,0.101914,18.64,54.37
Power,1.090035,14.91,50.94
Power,0.024193,12.65,41.57
Power,0.017015,18.55,50.06
Power,0.222438,19.46,50.2
Power,0.012584,10.6,42.95
Power,0.012584,12.53,42.89
Power,0.044665,15.26,38.19
Power,0.055654,22.55,51.21
Power,0.221552,8.867,45.09
Power,0.087114,24.97,60.18
Power,0.091279,-0.23,50.82
Power,0.011875,21.1,51.35
Power,0.009482,20.98,50.03
Power,0.041829,15.26,38.19
Power,0.744414,21.78,40.4
Power,0.013648,21.73,40.47
Power,0.040057,12.65,41.57
Power,0.02118,18.84,50.34
Power,0.013293,1.456,52.85
Power,0.011609,22.96,54.1
Power,0.008862,19.44,50.16
Power,0.182559,12.23,44.44
Power,0.019053,13.9,49.25
Power,0.012318,19.09,52.65
Power,0.03536,0.751,51.36
Power,0.075771,8.728,45.52
Power,0.078961,12.25,45.44
Power,0.011255,11.7,44.36
Power,0.014711,16.15,51.43
Power,0.0109,20.8,52.17
Power,0.259659,17.98,40.64
Power,0.974828,18.03,40.56
Power,0.013382,18.77,53.48
Power,0.459056,-1.26,51.62
Power,0.070188,11.26,44.98
Power,0.024902,0.241,51.46
Power,0.048741,10.4,43.59
Power,0.015774,20.61,50.89
Power,0.293335,-1.26,51.62
Power,0.145338,11.13,45.05
Power,0.010103,13.59,45.91
Power,0.016218,2.35,47.75
Power,1.010277,18.03,40.56
Power,0.038816,9.673,45.2
Power,0.323466,8.299,40.85
Power,0.023485,19.05,49.81
Power,0.047855,7.75,45.16
Power,0.455511,21.33,50.43
Power,0.109004,-0.75,53.59
Power,0.108117,18.96,50.3
Power,0.189648,23.03,42.28
Power,0.210917,23.03,42.28
Power,0.037487,13.28,43.55
Power,0.177242,13.54,45.79
Power,0.062389,23.17,53.14
Power,0.170152,9.48,45.09
Power,0.163062,22.68,44.67
Power,0.08029,19.22,50.21
Power,0.041386,15.42,41.65
Power,0.017724,11.31,45.02
Power,0.016927,10.86,45.88
Power,0.01994,8.028,44.7
Power,0.303083,21.09,52.18
Power,0.078429,18.96,50.3
Power,0.024016,22.02,50.06
Power,0.026763,9.48,45.09
Power,0.209145,19.14,50.34
Power,0.524635,19.2,50.2
Power,0.018167,0.449,51.32
Power,0.038461,12.24,45.01
Power,0.886208,21.46,51.66
Power,0.019408,-0.62,51.52
Power,0.032435,12.53,42.89
Power,0.011609,18.48,50.04
Power,0.248138,19.27,50.34
Power,0.218893,20.99,52.29
Power,0.015774,15.98,51.68
Power,0.009128,22.18,52.93
Power,0.011698,18.09,48.21
Power,0.087026,9.673,45.2
Power,0.024548,19.05,49.81
Power,0.025168,13.75,41.47
Power,0.10989,15.27,38.18
Power,0.009926,21.44,50.94
Power,0.835694,-0.81,53.36
Power,0.013736,10.61,44.7
Power,0.017813,11.31,45.02
Power,0.019408,11.47,43.56
Power,0.318149,18.54,52.01
Power,0.157745,13.54,45.79
Power,0.358914,0.13,49.49
Power,0.008951,13.41,46.5
Power,0.04821,19.13,50.3
Power,0.076568,10.34,43.58
Power,0.012052,18.95,52.73
Power,0.509569,14.46,53.2
Power,0.012407,-0.13,53.59
Power,0.213576,15.2,37.12
Power,0.287131,-0.23,53.63
Power,0.036423,7.484,44.59
Power,0.306628,-0.41,53.52
Power,0.03917,10.3,44.92
Power,0.118752,10.44,43.38
Power,0.765683,17.21,40.51
Power,0.114321,10.44,43.38
Power,0.02889,14.98,42
Power,0.100141,12.26,44.48
Power,0.094824,12.26,44.48
Power,0.01994,10.53,42.93
Power,0.024105,14.36,40.93
Power,0.781635,-1.28,53.71
Power,0.14711,-0.14,53.6
Power,0.03279,15.98,38.43
Power,0.01223,16.54,40.41
Power,0.009571,8.997,39.22
Power,0.055122,-0.68,52.51
Power,0.014445,4.81,45.17
Power,0.01604,11.31,45.02
Power,0.01799,18.69,53.04
Power,0.093938,18.23,52.3
Power,0.054502,10.44,43.38
Power,0.288904,8.867,45.09
Power,0.029068,9.51,45.51
Power,0.009482,10.3,44.92
Power,0.116979,10.54,42.94
Power,0.069656,13.78,45.65
Power,0.105459,11.58,44.85
Power,0.02251,26.06,44.44
Power,0.024814,10.53,42.93
Power,0.022598,14.22,41
Power,0.073467,16.78,41.08
Power,0.062123,-0.26,52.2
Power,0.052463,22.95,38.23
Power,0.066377,14.58,53.41
Power,0.138248,16.98,52.43
Power,0.123183,15.16,37.15
Power,0.23839,19.27,50.34
Power,0.215348,22.82,45.91
Power,0.078164,19.05,50.28
Power,0.044488,22.55,51.21
Power,0.116979,16.21,39.71
Power,0.043867,8.98,39.07
Power,0.018256,26.32,42.65
Power,0.026852,20.51,53.77
Power,0.874687,26.13,42.25
Power,0.5397,26,42.14
Power,0.009305,2.58,48.93
Power,2.738381,19.31,51.26
Power,0.022332,15.98,51.68
Power,0.114321,11.13,45.05
Power,0.020737,18.56,49.94
Power,0.012407,16.72,51.27
Power,0.091279,25.43,65.03
Power,0.159517,10.8,45.16
Power,0.0771,10.54,42.94
Power,0.016129,23.28,42.68
Power,0.011166,21.99,50.01
Power,0.05397,-0.02,51.66
Power,0.01028,16.18,51.37
Power,0.01737,12.42,41.81
Power,0.016661,24.03,56.96
Power,0.159517,-0.13,52.8
Power,0.011787,18.77,53.48
Power,0.015952,0.233,53.36
Power,1.887622,-0.99,53.73
Power,0.414745,15.05,46.37
Power,0.023573,17.65,49.22
Power,0.215348,8.867,45.09
Power,0.080379,9.7,45.05
Power,0.162176,7.883,45.18
Power,0.046171,15,41.93
Power,0.024016,19.38,54.18
Power,0.227755,11.81,42.11
Power,0.680607,17.21,40.51
Power,0.921656,-0.78,53.3
Power,0.045374,16.78,41.08
Power,0.014711,12.47,42.49
Power,0.022687,20.51,53.77
Power,0.016572,12.47,42.49
Power,0.073998,18.27,52.28
Power,0.109004,11.13,45.05
Power,0.06877,-0.78,53.3
Power,0.014268,7.923,44.69
Power,0.021269,14.22,41
Power,0.020826,8.028,44.7
Power,0.166607,10.8,45.16
Power,0.046083,8.192,45.23
Power,0.159517,18.46,49.9
Power,0.016572,8.846,45.46
Power,0.009482,8.67,44.88
Power,0.235731,22.06,37.41
Power,0.064693,-3.82,51.61
Power,0.100141,-5.06,51.73
Power,0.434242,-1.92,52.75
Power,0.45108,-1.12,53.71
Power,0.024725,18.84,50.34
Power,0.045551,15.26,38.19
Power,0.042272,7.75,45.16
Power,0.347393,8.434,44.27
Power,0.084544,11.13,45.05
Power,0.103686,11.26,44.98
Power,0.041829,15.42,41.65
Power,0.029068,14.52,50.08
Power,0.039791,15.26,52.74
Power,0.26409,9.872,44.11
Power,0.016306,26.54,39.11
Power,0.062478,19.53,51.74
Power,0.125841,15.16,37.15
Power,0.009571,11.58,44.86
Power,0.024814,12.61,42.55
Power,0.239276,18,40.63
Power,0.016483,12.47,42.49
Power,0.036866,13.54,42.04
Power,0.049805,18.62,49.96
Power,0.051311,19.44,51.74
Power,0.138248,15.18,37.17
Power,0.031017,5.7,45.12
Power,0.054413,7.75,45.16
Power,0.085785,18.27,52.28
Power,0.041297,13.54,42.04
Power,0.05335,7.75,45.16
Power,0.043424,10.31,43.54
Power,0.257886,22.06,37.41
Power,0.23839,22.06,37.41
Power,0.047944,-2.98,53.21
Power,0.015774,9.48,45.09
Power,0.116979,17.98,40.64
Power,0.09571,0.147,51.52
Power,0.275611,15.2,37.12
Power,0.042981,9.673,45.2
Power,0.030663,18.84,50.23
Power,0.013027,7.509,44.98
Power,0.012496,13.9,42.07
Power,0.210917,-2.65,51.52
Power,0.013116,7.923,44.69
Power,0.237504,15.2,37.12
Power,0.196738,13.78,50.57
Power,0.114321,17.98,40.64
Power,0.015243,11.54,42.36
Power,0.03403,11.54,42.36
Power,0.266748,22.06,37.41
Power,0.021801,18.71,50.29
Power,0.016572,8.67,44.88
Power,0.009926,18.95,52.73
Power,0.03793,17.15,51.03
Power,0.104572,11.58,44.85
Power,0.031549,4.77,45.39
Power,0.016306,27.46,59.31
Power,0.047944,-0.2,52.57
Power,0.5397,18.23,52.3
Power,0.009305,16.06,51.48
Power,0.034651,14.3,40.83
Power,0.011698,20.8,52.17
Power,0.010014,3.8,50.29
Power,0.218007,15.79,50.12
Power,0.034119,8.192,45.25
Power,0.06168,8.192,45.23
Power,0.01285,-2.19,52.98
Power,0.719601,18.52,50.13
Power,0.016395,19.18,50.79
Power,0.160404,18.64,49.69
Power,0.081974,15.47,41.2
Power,0.189648,18,40.63
Power,0.117866,11.58,44.85
Power,0.03022,11.58,44.85
Power,0.013559,10.61,44.7
Power,0.193193,-1.26,51.62
Power,0.035182,22.06,48.53
Power,0.089507,1.731,52.58
Power,0.034208,18.62,49.96
Power,0.074796,4.35,46.67
Power,0.014711,17.92,50.68
Power,0.024991,19.38,54.18
Power,0.094824,19.53,51.74
Power,0.052641,11.47,43.56
Power,0.036955,11.58,44.86
Power,0.072669,3.33,50.36
Power,0.024016,27.24,59.39
Power,0.215348,18.46,49.9
Power,0.105459,17.02,51.12
Power,0.702763,18.52,50.13
Power,0.025346,14.98,42
Power,0.03855,13.34,49.73
Power,0.181673,9.48,45.09
Power,0.110776,10.44,43.38
Power,0.068061,19.22,50.21
Power,0.065402,14.52,53.39
Power,0.152428,19.46,50.2
Power,0.16129,19.46,50.2
Power,0.491845,14.46,53.2
Power,0.008862,15.06,41.73
Power,0.088621,14.1,41.17
Power,0.278269,13.33,50.38
Power,0.173697,0.191,52.75
Power,0.015863,12.56,37.99
Power,0.02375,12.53,42.89
Power,0.022776,10.79,42.92
Power,0.018167,15.98,38.43
Power,0.021889,4.85,45.7
Power,0.030042,14.56,42.05
Power,0.364231,18.54,52.01
Power,0.011698,7.509,44.98
Power,0.167493,14.41,50.41
Power,0.009571,20.98,50.03
Power,0.049362,14.93,50.41
Power,0.029954,15,41.93
Power,0.014977,15.21,50.03
Power,0.146224,8.4,39.19
Power,0.146224,15,41.93
Power,0.279155,-2.51,52.63
Power,0.643387,-1.28,53.71
Power,0.272066,15.27,38.18
Power,0.036689,14.22,41
Power,0.014977,-3.24,51.4
Power,0.022953,27.92,45.16
Power,0.009748,7.75,45.16
Power,0.021978,9.252,45.54
Power,0.057338,-3.69,56.01
Power,0.032524,28.6,44.15
Power,0.065845,25.05,35.34
Power,0.03536,24.03,35.48
Power,0.008951,16.55,52.56
Power,0.626549,18.23,52.3
Power,0.209145,8.4,39.19
Power,0.569831,13.67,50.42
Power,0.036689,15,41.93
Power,0.219779,-3.05,53.23
Power,0.965966,21.46,51.66
Power,0.80379,13.25,50.41
Power,0.029245,14.36,40.93
Power,0.034119,13.28,43.55
Power,0.069833,0.38,52.72
Power,0.273838,-0.86,53.07
Power,0.033853,24.03,35.48
Power,0.023839,14.36,40.93
Power,0.068149,25.05,35.34
Power,1.045725,18.03,40.56
Power,0.009394,8.67,44.88
Power,0.111662,13.57,50.52
Power,0.501593,17.21,40.51
Power,0.136476,15,41.93
Power,0.781635,-2.96,55.96
Power,0.016395,-3.29,56.16
Power,0.168379,21.59,40.81
Power,0.009039,10.37,44.83
Power,0.010457,14.05,50.65
Power,0.049982,16.78,41.08
Power,0.062123,16.78,41.08
Power,0.012939,-2.19,52.98
Power,0.055211,9.673,45.2
Power,0.023219,10.54,42.94
Power,0.065934,7.678,45.07
Power,0.026763,9.033,40.25
Power,0.038727,11.58,44.86
Power,0.028359,24.18,56.98
Power,0.045728,8.98,39.07
Power,0.139135,13.74,37.96
Power,0.089507,13.74,37.96
Power,0.524635,17.21,40.51
Power,0.074441,14.22,41
Power,0.04431,12.25,45.44
Power,0.018876,8.028,44.7
Power,0.034473,7.484,44.59
Power,0.02056,14.7,49.36
Power,0.164835,10.8,45.16
Power,0.040057,7.678,45.07
Power,0.573376,0.603,51.41
Power,0.024991,13.75,41.47
Power,0.028536,7.678,45.07
Power,0.013559,9.293,45.54
Power,0.021003,9.253,45.54
Power,0.011343,16.88,41.11
Power,0.051577,8.903,44.4
Power,0.048298,8.903,44.4
Power,0.116979,19.8,49.97
Power,0.02765,8.648,45.45
Power,0.009305,21.18,51.42
Power,0.020737,22.6,51.24
Power,0.011521,21.99,50.01
Power,0.047412,17.11,39.1
Power,0.146224,-0.26,52.2
Power,0.012939,21.1,51.35
Power,0.145338,22.05,60.45
Power,0.027916,9.253,45.54
Power,1.258415,18.03,40.56
Power,0.0148,23.89,53.01
Power,0.039525,18.47,49.82
Power,0.216235,20.99,52.29
Power,0.011078,22.96,54.1
Power,0.164835,20,50.05
Power,0.011964,9.739,45.73
Power,0.115207,8.434,44.27
Power,0.242821,9.872,44.11
Power,0.04369,22.55,51.21
Power,0.03917,11.47,43.56
Power,0.084012,15.47,41.2
Power,0.070276,19.22,50.21
Power,0.038639,19.27,50.03
Power,0.053616,7.75,45.16
Power,0.254342,21.61,53.1
Power,0.011787,22.96,54.1
Power,0.01028,4.66,43.54
Power,0.13559,10.54,42.94
Power,0.029156,10.6,43.82
Power,0.065491,16.21,39.71
Power,0.029954,4.68,43.9
Power,0.063098,18.48,54.55
Power,0.023928,19.05,49.81
Power,0.101914,11.58,44.85
Power,0.016838,7.678,45.07
Power,0.036512,14.1,41.17
Power,0.010369,-1.46,52.89
Power,0.052729,15.26,38.19
Power,0.073112,-1.46,52.91
Power,0.294221,21.09,52.18
Power,0.008951,5.72,45.18
Power,0.086228,12.25,45.44
Power,0.800245,-1.24,52.86
Power,0.028625,22.32,50.31
Power,0.098369,18.64,54.37
Power,0.400566,18.84,50.13
Power,0.10989,22.06,50.55
Power,0.011343,21.44,50.94
Power,0.016129,7.766,45.13
Power,0.017015,13.9,49.25
Power,0.01347,21.46,50.3
Power,0.013648,9.733,45.73
Power,0.011343,10.61,44.7
Power,0.016483,24.63,62.02
Power,0.013825,16.55,52.56
Power,0.138248,17.98,40.64
Power,0.010014,14.56,42.04
Power,0.051223,9.015,39.09
Power,0.090393,18.96,50.3
Power,0.010457,23.1,53.11
Power,0.028359,19.01,50.1
Power,0.025966,13.75,41.47
Power,0.065579,3.31,50.28
Power,0.586669,17.21,40.51
Power,0.538814,-0.81,53.36
Power,0.013382,13.78,45.65
Power,0.500707,19.2,50.2
Power,0.021269,10.31,43.54
Power,0.674404,-1.24,52.86
Power,0.126728,8.4,39.19
Power,0.10989,-2.97,51.54
Power,0.011343,13.59,45.91
Power,0.214462,11.13,45.05
Power,0.011078,13.9,42.07
Power,0.020294,5.16,43.5
Power,0.04564,19.13,50.3
Power,0.060617,23.17,53.14
Power,0.257,19.14,50.34
Power,0.261431,-1.26,51.62
Power,0.037043,12.24,45.01
Power,0.533497,21.33,50.43
Power,0.012407,25.11,60.36
Power,0.013913,23.49,61.47
Power,0.055033,10.44,43.38
Power,0.016927,24.63,62.02
Power,0.009926,21.12,52.26
Power,0.260545,8.867,45.09
Power,0.019762,9.033,40.25
Power,0.017724,7.678,45.07
Power,0.031372,10.6,43.82
Power,0.0109,6.32,48.64
Power,0.015774,27.6,47.14
Power,0.079316,-0.23,50.82
Power,0.116093,14.1,41.17
Power,0.108117,0.008,51.76
Power,0.010723,23.11,60.37
Power,0.012318,9.293,45.54
Power,0.028359,24.04,61.27
Power,0.237504,5.5,43.49
Power,0.09571,12.25,45.44
Power,0.010191,25.25,37.12
Power,0.042006,10.3,44.92
Power,0.028093,19.02,49.87
Power,0.025168,15.71,41.06
Power,0.017636,5.47,43.45
Power,0.01799,10.86,45.88
Power,0.076302,10.34,43.58
Power,0.024105,12.2,42.99
Power,0.019231,24.5,60.97
Power,0.074707,13.28,45.81
Power,0.291562,-0.14,53.6
Power,0.073644,12.2,42.99
Power,0.265862,9.872,44.11
Power,0.029777,10.6,43.82
Power,0.190535,19.27,50.34
Power,0.02632,-0.23,50.82
Power,0.017813,10.86,45.88
Power,0.158631,25.16,60.21
Power,0.138248,25.16,60.21
Power,0.063364,10.44,43.38
Power,0.022953,8.192,45.25
Power,0.09571,22.06,50.55
Power,0.098369,10.44,43.38
Power,0.011343,12.23,45.46
Power,0.111662,15.18,37.17
Power,0.140907,15.18,37.17
Power,0.010457,14.52,50.08
Power,0.058844,24.9,60.16
Power,0.04564,21.47,61.11
Power,0.184331,7.883,45.18
Power,0.045906,25.3,43.64
Power,0.130273,13.28,45.81
Power,0.013648,8.739,45.62
Power,0.060794,14.1,41.17
Power,0.009571,3.04,50.63
Power,0.022332,15.17,37.2
Power,0.089507,18.08,53.09
Power,0.026852,22.02,50.06
Power,0.197624,-0.13,52.8
Power,0.015774,-1.37,50.85
Power,0.03917,11.58,44.86
Power,0.062389,23.77,61.51
Power,0.055831,10.34,43.58
Power,0.015509,21.81,61.48
Power,0.0257,18.81,50.29
Power,0.173697,13.54,45.79
Power,0.130273,7.676,44.99
Power,0.017547,25.81,62.23
Power,0.009394,12.42,41.81
Power,0.013825,19.14,50.79
Power,0.013648,10.79,42.92
Power,0.028181,25.51,65.03
Power,0.07453,6.16,49.28
Power,0.339418,6.71,49.12
Power,0.013913,18.77,53.48
Power,0.309286,8.299,40.85
Power,0.039436,15.26,52.74
Power,0.264976,13.54,45.79
Power,1.506553,-0.78,53.3
Power,0.201169,-2.65,51.52
Power,0.028181,10.6,43.82
Power,0.010812,16.54,40.41
Power,0.040588,11.26,44.98
Power,0.040057,-1.46,52.91
Power,0.140907,12.23,44.44
Power,0.071783,-1.12,54.59
Power,0.021092,22.6,51.24
Power,0.064339,23.17,53.14
Power,0.011255,21.1,51.35
Power,0.155973,19.46,50.2
