SECTOR,value,LONGITUDE,LATITUDE
Power,0.036069,-8.83,37.98
Power,0.047855,-5.41,36.19
Power,0.017281,14,49.69
Power,0.014357,-4.7,41.67
Power,0.45108,-1.9,36.98
Power,0.275611,14.41,50.41
Power,0.02313,4.581,51.68
Power,0.029511,17.55,47.09
Power,0.075948,-5.41,36.19
Power,0.052729,25.97,44.42
Power,0.009482,18.85,48.56
Power,0.412973,13.33,50.38
Power,0.01347,-6.94,37.19
Power,0.054413,5.021,52.33
Power,0.011343,-6.9,37.18
Power,0.233959,-6.56,42.61
Power,0.009039,-3,38.16
Power,0.014977,-3.54,36.73
Power,0.011078,-9.05,38.67
Power,0.092166,18.27,47.5
Power,0.02313,-3.63,38.08
Power,0.07258,2.229,41.42
Power,0.160404,-16.5,28.12
Power,0.011609,-3,38.16
Power,0.027472,-6.89,37.18
Power,0.026586,14.48,48.96
Power,0.03855,1.171,41.1
Power,0.223324,3.091,39.81
Power,0.01347,6.907,52.77
Power,0.525521,4.592,52.47
Power,0.028181,5.794,51.84
Power,0.021003,-8.85,40.05
Power,0.560969,20.06,47.78
Power,0.024193,-5.85,43.54
Power,0.148883,-8.46,41.06
Power,0.040234,-16.5,28.4
Power,0.037841,-8.95,39.01
Power,0.056717,1.192,41.1
Power,0.030663,-4.05,43.36
Power,0.012761,2.68,39.64
Power,0.042892,6,51.97
Power,0.012052,21.02,47.91
Power,0.012318,18.72,47.72
Power,0.093938,5.021,52.33
Power,0.082329,2.23,41.42
Power,0.019319,19.05,47.46
Power,0.024814,19.05,47.46
Power,0.074619,19.05,47.42
Power,0.038107,4.58,51.68
Power,0.302197,15.45,50.02
Power,0.094824,18.94,46.94
Power,0.082151,-3.85,39.94
Power,0.690356,-8.8,37.93
Power,0.017724,19.16,47.45
Power,0.072315,2.23,41.42
Power,0.011787,-27,38.71
Power,0.009128,18.91,46.83
Power,0.019674,25.92,43.87
Power,0.024016,-5.85,43.54
Power,0.021801,19.1,47.55
Power,0.017458,-3.11,39.39
Power,0.012939,-25.4,37.79
Power,0.015774,2.35,47.75
Power,0.064073,-3.85,39.94
Power,0.037575,18.26,46.06
Power,0.327011,4.847,52.4
Power,0.058933,2.231,41.42
Power,0.162176,-6.88,37.18
Power,0.024016,20.58,48.22
Power,0.059819,21.07,47.91
Power,0.036157,18.91,47.32
Power,0.06877,1.192,41.1
Power,0.165721,-0.94,37.57
Power,0.039082,-5.8,43.27
Power,0.01347,16.41,45.45
Power,0.060705,-3.85,39.94
Power,0.024991,-16.3,28.38
Power,0.114321,-0.93,37.57
Power,0.025966,-6.86,37.3
Power,0.39259,23.4,44.66
Power,0.009039,2.791,41.98
Power,0.037398,26.1,44.37
Power,0.08676,23.26,45.36
Power,0.024371,-6.53,42.83
Power,0.028713,-6.89,37.18
Power,0.012141,-6.69,43.5
Power,0.035448,6.794,52.24
Power,0.187876,4.605,52.47
Power,0.352711,4.632,52.47
Power,0.115207,-2.25,42.41
Power,0.011875,18.9,47.28
Power,0.318149,4.847,52.4
Power,0.108117,15.18,37.17
Power,0.012052,-8.85,39.98
Power,0.119638,-0.29,41.21
Power,0.430697,13.25,50.41
Power,0.081265,23.26,45.36
Power,0.514,23.13,44.91
Power,0.012141,17.15,48.17
Power,0.015509,15.21,50.03
Power,0.018079,27.98,45.43
Power,0.018167,10.21,45.51
Power,0.012141,17.15,48.17
Power,0.139135,-5.81,36.67
Power,0.140907,24.29,45.04
Power,0.16129,-5.81,36.67
Power,0.018433,-0.21,41.28
Power,0.029865,17.55,47.09
Power,0.211804,5.828,51.85
Power,0.248138,5.828,51.85
Power,0.241935,-5.41,36.18
Power,0.037664,4.257,51.88
Power,0.02827,-16.9,32.64
Power,0.009217,17.8,47.73
Power,0.009039,21.41,47.57
Power,0.01347,27.89,45.18
Power,0.146224,23.71,44.38
Power,0.009571,-3.44,39.03
Power,0.268521,3.091,39.81
Power,0.017724,18.59,48.19
Power,0.010634,4.995,52.51
Power,0.016838,4.254,51.88
Power,0.010546,6.529,52.11
Power,0.087469,21.89,47.08
Power,0.194079,-8.41,43.17
Power,0.011255,5.688,51.46
Power,0.257,3.091,39.81
Power,0.05849,-2.25,42.41
Power,0.014888,4.494,52.16
Power,0.023396,6.794,52.24
Power,0.052552,1.431,38.91
Power,0.133817,-5.39,36.18
Power,0.132931,-5.87,43.31
Power,0.035803,-61,14.62
Power,0.085342,2.68,39.64
Power,0.02889,5.794,51.84
Power,0.120524,-5.87,43.31
Power,0.049628,-3.85,39.94
Power,0.040322,14.38,50.46
Power,0.012584,19.03,47.56
Power,0.01028,0.608,41.69
Power,0.021623,19.1,47.55
Power,0.012407,-3.76,40.26
Power,0.030131,17.55,47.09
Power,0.035271,2.69,39.56
Power,0.051134,5.079,52.1
Power,0.010014,-3.6,40.48
Power,0.075062,6.784,52.23
Power,0.03598,17.42,49.44
Power,0.011255,18.6,48.19
Power,0.034828,6,51.97
Power,0.046349,18.26,46.06
Power,0.228642,-8.41,43.17
Power,0.015509,21.9,47.73
Power,0.049982,4.58,51.68
Power,0.139135,-5.63,42.79
Power,0.082949,-6.39,43.29
Power,0.511342,4.843,51.7
Power,0.37398,-6.56,42.61
Power,0.096597,24.29,45.04
Power,0.016838,26.32,42.65
Power,0.084544,-1.9,43.32
Power,0.009926,-3,38.17
Power,0.103686,-6.53,42.83
Power,0.022155,27.6,47.14
Power,0.009837,4.847,51.69
Power,0.115207,-5.39,36.18
Power,0.087557,5.907,51.15
Power,0.146224,6.954,53.31
Power,0.065668,-0.27,39.67
Power,0.568059,23.4,44.66
Power,0.479438,23.13,44.91
Power,0.186104,22.82,45.91
Power,0.048387,8.7,41.93
Power,0.010634,3.8,50.29
Power,0.07391,0.865,40.96
Power,0.011521,17.97,59.35
Power,0.009128,2.791,41.98
Power,0.017015,-4.5,37.36
Power,0.013736,5.4,47.03
Power,0.053793,4.561,51.95
Power,0.037752,21.89,47.08
Power,0.045374,-61.5,16.26
Power,0.013204,18.27,49.81
Power,0.018079,23.89,53.01
Power,0.090393,24.18,46.46
Power,0.009748,0.608,41.69
Power,0.03084,2.23,41.42
Power,0.033676,26.1,44.37
Power,0.073644,2.229,41.42
Power,0.012761,-3.44,39.03
Power,0.062566,0.865,40.96
Power,0.050337,-1.09,37.7
Power,0.423607,5.796,50.98
Power,0.0148,4.81,45.17
Power,0.065402,17.18,48.11
Power,0.009394,1.686,41.55
Power,0.100141,-3.98,38.65
Power,0.066731,-5.41,36.19
Power,0.048298,-1.09,37.7
Power,0.612369,-7.86,43.44
Power,0.021535,-61.3,16.31
Power,0.010191,5.941,51.96
Power,0.045019,-61.3,16.31
Power,0.053084,-1.09,37.7
Power,0.032347,-5.38,36.21
Power,0.011787,19.02,47.33
Power,0.036423,16.01,45.78
Power,0.01604,6.907,52.77
Power,0.197624,-5.63,42.79
Power,0.140907,-6.53,42.83
Power,0.037841,4.427,51.91
Power,0.424493,-0.38,40.99
Power,0.529952,4.592,52.47
Power,0.011166,-6.69,43.5
Power,0.490959,-5.72,43.55
Power,0.072758,-3.98,38.65
Power,0.013204,-3,53.45
Power,0.046083,4.58,51.68
Power,0.496276,4.592,52.47
Power,0.018522,-5.4,36.2
Power,0.410314,4.632,52.47
Power,0.008862,20.44,53.74
Power,0.009128,20.44,53.74
Power,0.447535,-6.56,42.61
Power,0.163948,4.351,51.89
Power,0.009748,-3.71,41.66
Power,0.01799,-5.4,36.2
Power,0.010369,-3.71,41.66
Power,0.094824,-5.87,43.31
Power,0.153314,-16.5,28.12
Power,0.035803,-5.38,36.21
Power,0.101028,-4.85,42.81
Power,0.158631,18.53,48.69
Power,0.033144,-16.9,32.64
Power,0.032612,-16.3,28.38
Power,0.413859,-0.38,40.99
Power,0.066997,-4.56,36.75
Power,0.014445,-3.54,36.73
Power,0.029954,0,39.95
Power,0.013382,-4.7,41.67
Power,0.169266,5.53,52.57
Power,0.016927,2.68,39.64
Power,0.012761,21.02,47.91
Power,0.015154,-4.7,41.67
Power,0.599076,4.026,51.95
Power,0.027029,17.55,47.09
Power,0.045817,14.93,50.41
Power,0.010103,-4.7,41.67
Power,0.4626,-7.86,43.44
Power,0.028802,-8.5,43.33
Power,0.485642,-1.9,36.98
Power,0.124069,18.27,47.5
Power,0.209145,18.46,49.9
Power,0.206486,5.828,51.85
Power,0.209145,3.091,39.81
Power,0.150655,-4.85,42.81
Power,0.79227,-7.86,43.44
Power,0.44399,-1.9,36.98
Power,0.14711,3.778,51.33
Power,0.607938,-5.72,43.55
Power,0.725804,-5.72,43.55
Power,0.017813,-4.29,37.6
Power,0.020028,-4.29,37.6
Power,0.416518,5.796,50.98
Power,0.210031,-6.88,37.18
Power,0.023485,6.794,52.24
Power,0.013204,28.64,44.34
Power,0.601735,-5.72,43.55
Power,0.509569,4.843,51.7
Power,0.210917,-8.41,43.17
Power,0.010369,17.86,59.25
Power,0.019851,-3.75,43.42
Power,0.011432,-6.9,37.18
Power,0.025168,22.06,48.53
Power,0.048032,0,39.95
Power,0.012407,-4.04,43.34
Power,0.054945,-4.93,38.11
Power,0.009394,-3.63,37.17
Power,0.009128,18.93,46.92
Power,0.017724,-3.85,39.94
Power,0.193193,-0.27,39.67
Power,0.011255,-3,38.16
Power,0.012939,13.42,50.46
Power,1.160932,21.92,40.39
Power,0.009217,-2.03,39.99
Power,0.022776,-1.28,42.57
Power,0.029865,-5.85,43.54
Power,0.067706,-8.84,38.5
Power,0.258773,-5.41,36.18
Power,0.606166,23.4,44.66
Power,0.045728,14.38,50.46
Power,0.143566,-0.27,39.67
Power,0.426266,-0.38,40.99
Power,0.028802,4.259,39.89
Power,0.115207,-5.68,43.29
Power,0.035005,26.07,44.94
Power,0.026941,19.1,47.55
Power,0.025877,-8.83,37.98
Power,0.026675,4.259,39.89
Power,0.802018,21.92,40.39
Power,0.012939,11.97,47.46
Power,0.030131,-5.38,36.21
Power,0.244593,21.68,40.61
Power,0.211804,-0.93,37.57
Power,0.074441,-3.85,39.94
Power,0.026409,5.215,52.38
Power,0.015066,-2.66,42.86
Power,0.010812,-8.5,43.33
Power,0.060971,6.784,52.23
Power,0.086051,6.029,53.2
Power,0.68238,-8.8,37.93
Power,0.015952,-4.05,43.36
Power,0.011787,18.41,49.11
Power,0.011609,-6.9,37.18
Power,0.010634,-3,38.16
Power,1.267277,21.92,40.39
Power,0.124955,-5.87,43.31
Power,0.017192,26.94,46.53
Power,0.636297,-8.8,37.93
Power,0.530838,17.21,40.51
Power,0.116979,4.367,51.88
Power,0.718714,-7.86,43.44
Power,1.302725,21.92,40.39
Power,0.012318,18.9,49.05
Power,0.010191,-3.6,40.48
Power,0.010546,13.59,45.91
Power,0.073998,6.784,52.23
Power,0.078252,26.15,44.4
Power,0.082063,2.229,41.42
Power,0.034473,-5.41,36.19
Power,0.037043,4.183,51.92
Power,0.197624,-5.41,36.18
Power,0.103686,-5.68,43.29
Power,0.12141,-6.39,43.29
Power,0.080025,-6.39,43.29
Power,0.015066,-3.76,40.26
Power,0.214462,-6.88,37.18
Power,0.022953,26.83,46.24
Power,0.038993,16.01,45.78
Power,0.396135,23.13,44.91
Power,0.031283,13.58,48.01
Power,0.009305,28.64,44.34
Power,0.017104,-4.81,37.45
Power,0.008862,-3.76,40.26
Power,0.087469,-4.85,42.81
Power,0.023041,26.06,44.44
Power,0.05078,17.18,48.11
Power,0.011964,-2.4,53.16
Power,0.008951,18.42,47.56
Power,0.019319,-3.75,43.42
Power,0.237504,-5.41,36.18
Power,0.013559,21.63,47.51
Power,0.043601,27.92,45.16
Power,1.258415,21.92,40.39
Power,1.045725,21.92,40.39
Power,0.010723,-3.71,41.66
Power,0.010634,18.41,49.11
Power,0.012939,1.23,45.13
Power,0.026586,-6.89,37.18
Power,0.235731,3.091,39.81
Power,1.143208,21.92,40.39
Power,0.028181,-16.9,32.64
Power,0.275611,-6.56,42.61
Power,0.009482,2.791,41.98
Power,0.037398,28.6,44.15
Power,0.321693,-0.38,40.99
Power,0.010546,-3.63,37.17
Power,0.089507,55.42,-21.2
Power,0.029156,18.94,46.92
Power,0.79227,21.92,40.39
Power,0.011698,-27,38.71
Power,0.023839,21.32,46.22
Power,0.03022,-0.33,41.29
Power,0.073732,23.26,45.36
Power,0.010546,18.9,49.05
Power,0.012584,-4.81,37.45
Power,0.060262,26.1,44.37
Power,0.137362,15.2,37.12
Power,0.029511,27.71,47.14
Power,0.056097,-7.86,43.44
Power,0.380183,23.13,44.91
Power,0.033233,-5.41,36.19
Power,0.034208,-5.38,36.21
Power,0.201169,21.59,40.81
Power,0.021535,0,39.95
Power,0.011698,-3.44,39.03
Power,0.07134,-7.98,53.67
Power,0.030131,26,44.88
Power,0.051577,-61.1,14.68
Power,0.014711,-3.11,39.39
Power,0.151541,-6.39,43.29
Power,0.510456,-1.9,36.98
Power,0.111662,27.98,45.43
Power,0.085785,25.99,44.88
Power,0.016483,-4.5,37.36
Power,0.248138,-6.56,42.61
Power,0.119638,-4.93,38.11
Power,0.093938,-6.53,42.83
Power,0.020206,-4.5,37.36
Power,0.106345,-6.39,43.29
Power,0.014179,-4.5,37.36
Power,0.022687,24.18,46.46
Power,0.019053,-3.85,39.94
Power,0.46969,-1.9,36.98
Power,0.066731,17.18,48.11
Power,0.169266,-16.5,28.12
Power,0.062566,2.229,41.42
Power,0.013648,-4.49,37.47
Power,0.103686,0.865,40.96
Power,0.93938,21.92,40.39
Power,0.567173,21.78,40.4
Power,0.009748,-3.72,40.3
Power,0.014888,-25.4,37.79
Power,0.54679,-5.72,43.55
Power,0.01223,-2.93,35.29
Power,0.011875,-2.93,35.29
Power,0.294221,15.27,38.18
Power,0.060794,0,39.95
Power,0.021446,28.6,44.15
Power,0.009837,0.608,41.69
Power,0.011787,2.23,41.42
Power,0.025168,-6.89,37.18
Power,0.009571,-3,38.17
Power,0.017015,20.58,48.22
Power,0.010723,-6.9,37.18
Power,0.06744,-6.94,37.19
Power,0.091279,-0.27,39.67
Power,0.015774,-3.85,39.94
Power,0.615028,20.06,47.78
Power,0.1542,-5.68,43.29
Power,0.087912,18.91,47.32
Power,0.022155,-1.28,42.57
Power,0.009571,2.822,42.01
Power,0.02508,2.69,39.56
Power,0.015243,-3.76,40.26
Power,0.023573,9.47,42.54
Power,0.051223,-13.5,28.97
Power,0.033499,2.23,41.42
Power,0.107231,15.92,48.32
Power,0.056629,2.68,39.64
Power,0.027916,-6.89,37.18
Power,0.039879,-16.5,28.4
Power,0.072935,-6.53,42.83
Power,0.0148,-2.66,42.86
Power,0.022598,-6.86,37.3
Power,0.120524,-0.27,39.67
Power,0.017458,-5.4,36.2
Power,0.009039,18.9,49.05
Power,0.028536,-6.89,37.18
Power,0.0148,-3.54,36.73
Power,0.032701,-16.3,28.38
Power,0.048741,-13.5,28.97
Power,0.0109,-4.7,41.67
Power,0.143566,-5.63,42.79
Power,0.046083,-16.5,28.4
Power,0.016483,-3.75,43.42
Power,0.13559,-5.68,43.29
Power,0.011255,-6.9,37.18
Power,0.55388,-8.8,37.93
Power,0.194966,-8.41,43.17
Power,0.061591,3.84,50.23
Power,0.012052,-2.66,42.86
Power,0.027827,-5.85,43.54
Power,0.01799,-5.4,36.2
Power,0.05078,1.431,38.91
Power,0.027916,-5.85,43.54
Power,0.023839,-5.87,43.31
Power,0.210917,23.71,44.38
Power,0.02827,-5.41,36.19
Power,0.017813,-5.4,36.2
Power,0.014977,-5.41,36.19
Power,0.585783,-7.86,43.44
Power,0.041918,25.99,44.88
Power,0.015952,-3.11,39.39
Power,0.402338,-1.9,36.98
Power,0.019408,-3.11,39.39
Power,0.030042,0.865,40.96
Power,0.066643,-3.98,38.65
Power,0.029954,27.98,45.43
Power,0.013293,-6.88,37.18
Power,0.011698,-3,38.16
Power,0.014711,-3,38.16
Power,0.132045,-0.94,37.57
Power,0.277383,-5.41,36.18
Power,0.017813,10.85,45.88
Power,0.013293,-2.66,42.86
Power,0.010191,-6.95,37.23
Power,0.013559,-0.94,37.57
Power,0.03084,-8.5,43.33
Power,0.224211,-5.41,36.18
Power,0.034473,-5.38,36.21
Power,0.049362,-13.5,28.97
Power,0.084101,-6.53,42.83
Power,0.00966,-4.57,37.24
Power,0.023041,-6.86,37.3
Power,0.067972,-6.88,37.18
Power,0.063098,-5.41,36.19
Power,0.021623,-4.29,37.6
Power,0.019142,-4.81,37.45
Power,0.031195,17.52,49.2
Power,0.011787,-6.9,37.18
Power,0.0148,-3.54,36.73
Power,0.016838,24.91,44.8
Power,0.022687,-1.28,42.57
Power,0.213576,-6.56,42.61
Power,0.140907,-5.63,42.79
Power,0.037575,25.64,45.66
Power,0.013382,22.06,48.53
Power,0.029068,26,44.88
Power,0.020471,-6.86,37.3
Power,0.026409,-6.94,37.19
Power,0.034562,-1.68,42.17
Power,0.198511,-8.41,43.17
Power,0.287131,3.091,39.81
Power,0.015597,-4.49,37.47
Power,0.078164,-0.93,37.57
Power,0.010369,2.23,41.42
Power,0.036246,2.23,41.42
Power,0.031283,-5.81,36.67
Power,0.012318,-6.69,43.5
Power,0.14711,22.8,63.65
Power,0.059021,-1.68,42.17
Power,0.028093,-3.75,43.42
Power,0.08676,22.68,44.67
Power,0.076657,2.229,41.42
Power,0.140021,22.82,45.91
Power,0.021978,18.76,49.22
Power,0.009039,2.791,41.98
Power,0.02889,19.05,47.46
Power,0.024371,21.19,45.7
Power,0.02889,-6.89,37.18
Power,0.009039,-6.9,37.18
Power,0.029599,-6.86,37.3
Power,0.092166,-5.39,36.18
Power,0.011343,-3.76,40.26
Power,0.009748,-3.6,40.48
Power,0.020294,-6.88,37.18
Power,0.014091,-3.11,39.39
Power,0.016927,-2.92,42.68
Power,0.06487,1.856,42.17
Power,0.412087,-9.42,52.6
Power,0.011787,-3.44,39.03
Power,0.1028,23.81,44.34
Power,0.033853,-5.38,36.21
Power,0.049007,-1.09,37.7
Power,0.049362,-1.09,37.7
Power,0.030397,4.259,39.89
Power,0.028979,4.259,39.89
Power,0.0148,-4.7,41.67
Power,0.04174,-16.5,28.4
Power,0.018699,-1.28,42.57
Power,0.041563,-3.85,39.94
Power,0.123183,-0.27,39.67
Power,0.031195,-3.85,39.94
Power,0.015863,-3.85,39.94
Power,0.009748,-1.68,48.11
Power,0.027827,-5.85,43.54
Power,0.030308,-6.32,53.41
Power,0.298652,-0.38,40.99
Power,0.076568,-16.3,28.38
Power,0.024902,5.7,45.12
Power,0.011078,-5.87,43.31
Power,0.025523,-5.85,43.54
Power,0.011166,-1.28,42.57
Power,0.070985,17.18,48.11
Power,0.019053,-4.5,37.36
Power,0.011787,0.865,40.96
Power,0.063009,-5.41,36.19
Power,0.073201,-5.39,36.18
Power,0.026143,-6.94,37.19
Power,0.019142,-4.29,37.6
Power,0.010191,1.61,49.31
Power,0.013204,1,49.34
Power,0.02313,4.77,45.39
Power,0.13559,-5.63,42.79
Power,0.017813,-5.4,36.2
Power,0.170152,-4.93,38.11
Power,0.038196,-5.8,43.27
Power,0.017636,-4.81,37.45
Power,0.033321,27.71,47.14
Power,0.039525,21.27,48.69
Power,0.014445,-3.54,36.73
Power,0.037043,-0.33,41.29
Power,0.165721,4.605,52.47
Power,0.292449,3.091,39.81
Power,0.155086,22.68,44.67
Power,0.614142,-7.86,43.44
Power,0.035891,-0.81,41.29
Power,0.016927,-3.11,39.39
Power,0.067972,-5.41,36.19
Power,0.037132,-0.81,41.29
Power,0.035094,-5.8,43.27
Power,0.232186,22.1,37.41
Power,0.066466,17.55,47.09
Power,0.01028,-3.14,42.48
Power,0.012673,1.09,49.38
Power,0.030397,2.68,39.64
Power,0.012761,-3.44,39.03
Power,0.092166,-4.12,38.65
Power,0.396135,4.632,52.47
Power,0.028359,18.47,49.82
Power,0.012318,-6.69,43.5
Power,0.015066,-3.54,36.73
Power,0.367776,2.36,51.03
Power,0.105459,24.29,45.04
Power,0.025168,-3.85,39.94
Power,0.032612,26.1,44.37
Power,0.012673,-6.69,43.5
Power,0.108117,-5.87,43.31
Power,0.047678,1.431,38.91
Power,0.034296,6.05,48.92
Power,0.013559,-4.49,37.47
Power,0.073732,0.13,49.49
Power,0.011432,1.686,41.55
Power,0.010723,5.72,45.18
Power,0.027738,4.581,51.68
Power,0.029599,27.71,47.14
Power,0.103686,-4.93,38.11
Power,0.010014,-3.03,40.01
Power,0.035803,5.04,43.38
Power,0.209145,23.71,44.38
Power,0.023928,3.31,50.28
Power,0.01737,18.76,49.22
Power,0.015686,-3.54,36.73
Power,0.030308,-5.8,43.27
Power,0.085253,-4.85,42.81
Power,0.070099,-8.25,51.81
Power,0.106345,18.21,49.83
Power,0.02251,-61.3,16.31
Power,0.034296,-5.8,43.27
Power,0.051755,1.431,38.91
Power,0.017458,-4.81,37.45
Power,0.009571,-3.6,40.48
Power,0.391704,-1.9,36.98
Power,0.042981,-16.5,28.4
Power,0.028181,4.259,39.89
Power,0.031992,3.27,46.25
Power,0.009394,18.9,47.28
Power,0.009394,-3.72,40.3
Power,0.015863,4.29,52.07
Power,0.009394,0.608,41.69
Power,0.189648,-1.83,47.29
Power,0.2313,22.06,37.41
Power,0.013825,12.02,57.72
Power,0.048121,2.231,41.42
Power,0.070188,2.229,41.42
Power,0.016572,2.35,47.75
Power,0.160404,-16.5,28.12
Power,0.011964,2.32,48.91
Power,0.024459,5.89,48.68
Power,0.034385,-16.3,28.38
Power,0.049096,6.15,49.16
Power,0.01223,4.68,44.36
Power,0.034208,24.18,56.98
Power,0.019142,-5.39,36.19
Power,0.088,0,39.95
Power,0.009482,-3,38.17
Power,0.52818,-0.38,40.99
Power,0.023307,5.16,43.5
Power,0.101914,18.21,49.83
Power,0.060085,-4.56,36.75
Power,0.084633,-7.86,43.44
Power,0.009305,-3.85,39.94
Power,0.025168,-3.63,38.08
Power,0.041297,26.1,44.37
Power,0.02827,-4.05,43.36
Power,0.020028,-3.75,43.42
Power,0.015154,27.98,45.43
Power,0.434242,-6.56,42.61
Power,0.031106,-0.94,44.66
Power,0.022332,2.39,48.78
Power,0.075416,1.171,41.1
Power,0.014711,-4.04,43.34
Power,0.249911,6.71,49.12
Power,0.033233,-2.25,42.41
Power,0.023485,-4.12,38.65
Power,0.084544,55.42,-21.2
Power,0.035891,1.171,41.1
Power,0.038816,55.31,-20.9
Power,0.010191,-4.49,37.47
Power,0.029777,-1.9,43.32
Power,0.017104,2.69,39.56
Power,0.051046,-1.09,37.7
Power,0.013204,2.69,39.56
Power,0.012939,-3.11,39.39
Power,0.017281,-3.76,40.26
Power,0.06939,0.865,40.96
Power,0.04883,2.39,48.78
Power,0.027295,-5.87,43.31
Power,0.016572,24.92,59.45
Power,0.039702,6.71,49.12
Power,0.010191,-3,38.17
Power,0.068238,1.171,41.1
Power,0.009837,2.15,48.95
Power,0.022421,-1.28,42.57
Power,0.013736,-4.7,41.67
Power,0.018522,-4.5,37.36
Power,0.013204,-7.86,43.44
Power,0.088444,-8.41,43.17
Power,0.015597,-2.66,42.86
Power,0.189648,-5.41,36.18
Power,0.05459,-5.41,36.19
Power,0.101028,-5.39,36.18
Power,0.042715,-16.3,28.38
Power,0.01737,-4.81,37.45
Power,0.014534,-5.39,36.18
Power,0.061946,-5.41,36.19
Power,0.129386,-0.27,39.67
Power,0.019142,-5.39,36.19
Power,0.010546,24.03,56.96
Power,0.070719,-3.85,39.94
Power,0.047412,1.431,38.91
Power,0.030574,-3.85,39.94
Power,0.042538,-5.81,36.67
Power,0.019851,-5.39,36.18
Power,0.059287,-8.5,43.33
Power,0.074796,25.43,65.03
Power,0.026941,2.69,39.56
Power,0.01604,-3.54,36.73
Power,0.077011,7.75,45.16
Power,0.010014,3.8,50.29
Power,0.00966,-3.6,40.48
Power,0.044842,-61.1,14.68
Power,0.055299,5.072,52.1
Power,0.159517,-4.85,42.81
Power,0.039259,4.9,43.45
Power,0.026852,27.28,61.67
Power,0.012584,-3.44,39.03
Power,0.024282,-3.75,43.42
Power,0.010014,1.686,41.55
Power,0.011609,1.686,41.55
Power,0.011255,17.67,47.68
Power,0.009837,-3.71,41.66
Power,0.034828,2.68,39.64
Power,0.014445,1.192,41.1
Power,0.023219,2.23,41.42
Power,0.012496,-2.93,35.29
Power,0.012318,-2.93,35.29
Power,0.012584,0.865,40.96
Power,0.009217,-3,38.17
Power,0.018699,-4.29,37.6
Power,0.031903,-5.85,43.54
Power,0.045197,1.431,38.91
Power,0.01028,-3,38.16
Power,0.137362,16.21,39.71
Power,0.008862,2.517,42.21
Power,0.010634,9.252,45.54
Power,0.019231,-4.81,37.45
Power,0.049362,-7.86,43.44
Power,0.037487,1.856,42.17
Power,0.013116,-2.93,35.29
Power,0.056008,-5.68,43.29
Power,0.085342,-5.63,42.79
Power,0.037309,-0.33,41.29
Power,0.025877,27.24,59.39
Power,0.075239,-4.93,38.11
Power,0.104572,-7.95,53.29
Power,0.265862,3.091,39.81
Power,0.053704,14.22,41
Power,0.144452,-16.5,28.12
Power,0.053172,27.24,59.39
Power,0.014445,26.91,60.47
Power,0.101028,-1.68,42.17
Power,0.031017,7.484,44.59
Power,0.026941,2.231,41.42
Power,0.020294,27.68,64.23
Power,0.011166,-6.69,43.5
Power,0.012584,-2.93,35.29
Power,0.032878,-5.8,43.27
Power,0.060971,1.171,41.1
Power,0.145338,30.22,62.92
Power,0.010191,-3,38.16
Power,0.068681,25.17,60.21
Power,0.026586,29.83,62.59
Power,0.144452,-6.53,42.83
Power,0.055388,2.229,41.42
Power,0.084544,5.16,43.5
Power,0.024637,27.28,61.66
Power,0.022067,-5.41,36.19
Power,0.028713,-3.85,39.94
Power,0.07391,-0.81,41.29
Power,0.099255,15.98,38.43
Power,0.052463,15.47,41.2
Power,0.009482,-6.95,37.23
Power,0.575149,18.03,40.56
Power,0.041475,14.38,50.46
Power,0.047944,2.32,48.91
Power,0.010546,0.555,40.76
Power,0.013382,-2.25,42.41
Power,0.026941,-5.41,36.19
Power,0.018344,24.5,60.97
Power,0.026586,4.259,39.89
Power,0.020028,-1.28,42.57
Power,0.050602,-61.5,16.26
Power,0.019585,-61.3,16.31
Power,0.014268,-2.66,42.86
Power,0.037841,-61.3,16.31
Power,0.013116,-3.44,39.03
Power,0.092166,-1.68,42.17
Power,0.031283,25.72,60.99
Power,0.125841,24.97,60.18
Power,0.025434,-6.89,37.18
Power,0.014357,-4.49,37.47
Power,0.022067,-4.29,37.6
Power,0.024371,-8.38,53.16
Power,0.134704,5.5,43.49
Power,0.048919,-61.5,16.26
Power,0.014002,-61.5,16.26
Power,0.015952,-4.5,37.36
Power,0.024725,9.47,42.54
Power,0.014711,-2.66,42.86
Power,0.150655,-16.5,28.12
Power,0.014711,-17.7,28.66
Power,0.032081,-2.25,42.41
Power,0.031992,26,43.86
Power,0.033942,27.98,45.43
Power,0.323466,-9.42,52.6
Power,0.063275,-7.08,53.28
Power,0.049539,-61.3,16.31
Power,0.041563,24.27,56.91
Power,0.013559,4.9,43.45
Power,0.045906,15.26,38.19
Power,0.588442,-7.86,43.44
Power,0.048919,-6.88,37.18
Power,0.012496,-0.29,41.21
Power,0.009217,-3.6,40.48
Power,0.015597,-17.7,28.66
Power,0.01542,-17.7,28.66
Power,0.00966,-3.6,40.48
Power,0.031638,5.04,43.38
Power,0.013736,-17.7,28.66
Power,0.011698,11.7,44.36
Power,0.044931,26.66,60.9
Power,0.030751,22.06,48.53
Power,0.05202,-6.32,53.41
Power,0.093052,-6.88,37.18
Power,0.036069,-5.8,43.27
Power,0.101914,-6.86,37.3
Power,0.029777,0.751,51.36
Power,0.078075,12.25,45.44
Power,0.0109,-6.69,43.5
Power,0.014357,1.655,41.2
Power,0.078695,-6.94,37.19
Power,0.082506,-6.32,53.41
Power,0.297766,-5.87,43.31
Power,0.143566,13.28,45.81
Power,0.047412,1.856,42.17
Power,0.027827,-5.85,43.54
